,STATUS,MONNAIE,ESCALE,ACT DTE ARR,PROV,N° VOL ARRIV,STA,ATA,PAX ARRIV,CARGO ARRIV,ACT DTE DEP,DEST,N° VOL DEP,STD,ATD,PAX     DEP,CARGO DEP,Cie A FACTURER,N° FICHE TOUCHEE,NATURE TOUCHEE,TYPE AVION,MTOW (Tn),MATRICULE  AVION ,PARKING,MODE PAIEMENT,UM,WCH,MEDICAL LIFT,GPU (MN),ASU,ACU,TOILET SERVICE,WATER SERVICE,PUSH BACK ,TOWING,CHARIOT BAG,STEP AUTO,STEP TRACT,TRACTEUR,NET CAB,HEADSET,NAVETTE PISTE,MANUT/TNAO,TAPIS BAG,HUM,F/C,DEPORTEES,TARIF DE BASE,MAJORATION,REDUCTION,DCS,EXTRA SERVICE,MONTANT GLOBALE,DZD,Unnamed: 54
78,DEPARTED,DZD,BJA,2021-01-07,ALG,SF1994,09:15:00,09:15:00,0,0,2021-01-07 00:00:00,CZL,SF1996,10:15:00,10:05:00,24,260,DTH,34251,PAX,B738,79.015,7TVCF,4,CONTRAT,,,,,,,,,,,,,,,,,,,,,,,80000.0,0.0,0.0,0.0,0.0,80000.0,80000.0,
79,DEPARTED,DZD,BJA,2021-01-12,ALG,SF1128,11:45:00,11:31:00,0,0,2021-01-12 00:00:00,HME,SF1128,12:20:00,12:06:00,72,530,DTH,34252,PAX,B738,79.015,7TVCF,4,CONTRAT,,,,,,,,,,,,,,,,,,,,,,,80000.0,0.0,0.0,0.0,0.0,80000.0,80000.0,
80,DEPARTED,DZD,BJA,2021-01-12,HME,SF1129,15:40:00,15:25:00,95,1073,2021-01-12 00:00:00,ALG,SF1129,16:10:00,15:49:00,0,0,DTH,34253,PAX,B738,79.015,7TVCF,4,CONTRAT,,,,,,,,,,,,,,,,,,,,,,,80000.0,0.0,0.0,0.0,0.0,80000.0,80000.0,
81,DEPARTED,DZD,BJA,2021-01-13,ALG,SF1414,08:40:00,09:00:00,0,0,2021-01-13 00:00:00,HME,SF1416,09:10:00,09:25:00,6,70,DTH,34254,PAX,Q200,16.466,7TVCR,4,CONTRAT,,,,,,,,,,,,,,,,,,,,,,,25000.0,0.0,0.0,0.0,0.0,25000.0,25000.0,
82,DEPARTED,DZD,BJA,2021-01-13,RNS,SF1415,14:25:00,14:58:00,7,70,2021-01-13 00:00:00,ALG,SF1415,14:55:00,15:25:00,7,70,DTH,34257,PAX,Q200,16.466,7TVCR,3,CONTRAT,,,,,,,,,,,,,,,,,,,,,,,25000.0,0.0,0.0,0.0,0.0,25000.0,25000.0,
83,DEPARTED,DZD,BJA,2021-01-13,ALG,SF1330,10:25:00,10:05:00,1,20,2021-01-13 00:00:00,IAM,SF1330,11:00:00,10:36:00,58,480,DTH,34255,PAX,B738,79.015,7TVCA,4,CONTRAT,,,,,,,,,,,,,,,,,,,,,,,80000.0,0.0,0.0,0.0,0.0,80000.0,80000.0,
84,DEPARTED,DZD,BJA,2021-01-13,IAM,SF1331,15:25:00,14:48:00,65,830,2021-01-13 00:00:00,ALG,SF1331,15:55:00,15:15:00,1,20,DTH,34256,PAX,B738,79.015,7TVCA,4,CONTRAT,,,,,,,,,,,,,,,,,,,,,,,80000.0,0.0,0.0,0.0,0.0,80000.0,80000.0,
85,DEPARTED,DZD,BJA,2021-01-14,ALG,SF1512,08:30:00,08:30:00,1,0,2021-01-14 00:00:00,HRM,SF1512,09:00:00,08:55:00,8,60,DTH,34258,PAX,Q200,16.466,7TVCS,4,CONTRAT,,,,,,,,,,,,,,,,,,,,,,,25000.0,0.0,0.0,0.0,0.0,25000.0,25000.0,
86,DEPARTED,DZD,BJA,2021-01-14,HRM,SF1513,12:15:00,12:05:00,11,130,2021-01-14 00:00:00,ALG,SF1513,12:45:00,12:25:00,0,0,DTH,34260,PAX,Q200,16.466,7TVCS,4,CONTRAT,,,,,,,,,,,,,,,,,,,,,,,25000.0,0.0,0.0,0.0,0.0,25000.0,25000.0,
87,DEPARTED,DZD,BJA,2021-01-14,ALG,SF1204,10:25:00,11:35:00,1,0,2021-01-14 00:00:00,TFT,SF1204,10:55:00,11:55:00,9,60,DTH,34259,PAX,Q400,29.257,7TVCM,4,CONTRAT,,,,,,,,,,,,,,,,,,,,,,,25000.0,0.0,0.0,0.0,0.0,25000.0,25000.0,
88,DEPARTED,DZD,BJA,2021-01-14,TFT,SF1205,15:25:00,16:06:00,13,180,2021-01-14 00:00:00,ALG,SF1205,15:55:00,16:35:00,1,0,DTH,34161,PAX,Q400,29.257,7TVCM,4,CONTRAT,,,,,,,,,,,,,,,,,,,,,,,25000.0,0.0,0.0,0.0,0.0,25000.0,25000.0,
89,DEPARTED,DZD,BJA,2021-01-16,ALG,SF1992,11:45:00,11:35:00,0,0,2021-01-16 00:00:00,HME,SF1992,12:25:00,11:55:00,25,220,DTH,26262,PAX,B738,79015,7TVCA,4,CONTRAT,,,,,,,,,,,,,,,,,,,,,,,80000.0,0.0,0.0,0.0,0.0,80000.0,80000.0,
90,DEPARTED,DZD,BJA,2021-01-16,HME,SF1993,15:40:00,15:13:00,19,212,2021-01-16 00:00:00,ALG,SF1993,16:10:00,15:40:00,0,0,DTH,26263,PAX,B738,79015,7TVCA,4,CONTRAT,,,,,,,,,,,,,,,,,,,,,,,80000.0,0.0,0.0,0.0,0.0,80000.0,80000.0,
91,DEPARTED,DZD,BJA,2021-01-20,ALG,SF1330,09:25:00,09:30:00,0,0,2021-01-20 00:00:00,IAM,SF1330,10:10:00,10:10:00,54,400,DTH,26264,PAX,B738,79015,7TVCF,4,CONTRAT,,,,,,,,,,,,,,,,,,,,,,,80000.0,0.0,0.0,0.0,0.0,80000.0,80000.0,
92,DEPARTED,DZD,BJA,2021-01-20,ALG,SF1416,09:45:00,09:50:00,0,0,2021-01-20 00:00:00,RNS,SF1416,10:15:00,10:20:00,9,126,DTH,26265,PAX,Q200,16466,7TVCR,3,CONTRAT,,,,,,,,,,,,,,,,,,,,,,,25000.0,0.0,0.0,0.0,0.0,25000.0,25000.0,
93,DEPARTED,DZD,BJA,2021-01-20,ALG,SF1128,11:45:00,11:30:00,0,0,2021-01-20 00:00:00,HME,SF1128,12:25:00,12:05:00,64,550,DTH,26266,PAX,B738,79015,7TVCA,4,CONTRAT,,,,,,,,,,,,,,,,,,,,,,,80000.0,0.0,0.0,0.0,0.0,80000.0,80000.0,
94,DEPARTED,DZD,BJA,2021-01-20,IAM,SF1331,14:30:00,14:25:00,61,750,2021-01-20 00:00:00,ALG,SF1331,15:00:00,14:57:00,0,0,DTH,26267,PAX,B738,79015,7TVCF,4,CONTRAT,,,,,,,,,,,,,,,,,,,,,,,80000.0,0.0,0.0,0.0,0.0,80000.0,80000.0,
95,DEPARTED,DZD,BJA,2021-01-20,HME,SF1129,15:40:00,15:40:00,66,1104,2021-01-20 00:00:00,ALG,SF1129,16:10:00,16:05:00,0,0,DTH,26272,PAX,B738,79015,7TVCA,4,CONTRAT,,,,,,,,,,,,,,,,,,,,,,,80000.0,0.0,0.0,0.0,0.0,80000.0,80000.0,
96,DEPARTED,DZD,BJA,2021-01-23,ALG,SF1512,08:30:00,08:25:00,0,0,2021-01-23 00:00:00,HRM,SF1512,09:00:00,08:55:00,15,150,DTH,26273,PAX,Q200,16466,7TVCS,4,CONTRAT,,,,,,,,,,,,,,,,,,,,,,,25000.0,0.0,0.0,0.0,0.0,25000.0,25000.0,
97,DEPARTED,DZD,BJA,2021-01-23,HRM,SF1513,12:15:00,12:10:00,21,220,2021-01-23 00:00:00,ALG,SF1513,12:45:00,12:35:00,0,0,DTH,26274,PAX,Q200,16466,7TVCS,4,CONTRAT,,,,,,,,,,,,,,,,,,,,,,,25000.0,0.0,0.0,0.0,0.0,25000.0,25000.0,
98,DEPARTED,DZD,BJA,2021-01-27,ALG,SF1330,09:25:00,09:25:00,0,0,2021-01-27 00:00:00,IAM,SF1331,10:10:00,09:58:00,52,400,DTH,26275,PAX,B738,79015,7TVCT,4,CONTRAT,,,,,,,,,,,,,,,,,,,,,,,80000.0,0.0,0.0,0.0,0.0,80000.0,80000.0,
99,DEPARTED,DZD,BJA,2021-01-27,ALG,SF1128,11:45:00,11:35:00,0,0,2021-01-27 00:00:00,HME,SF1128,12:25:00,12:10:00,73,600,DTH,26276,PAX,B738,79015,7TVCA,4,CONTRAT,,,,,,,,,,,,,,,,,,,,,,,80000.0,0.0,0.0,0.0,0.0,80000.0,80000.0,
100,DEPARTED,DZD,BJA,2021-01-27,ALG,SF1414,09:00:00,08:35:00,0,0,2021-01-27 00:00:00,RNS,SF1414,09:30:00,09:00:00,2,30,DTH,26279,PAX,Q200,16466,7TVCR,4,CONTRAT,,,,,,,,,,,,,,,,,,,,,,,25000.0,0.0,0.0,0.0,0.0,25000.0,25000.0,
101,DEPARTED,DZD,BJA,2021-01-27,IAM,SF1331,14:30:00,14:10:00,79,950,2021-01-27 00:00:00,ALG,SF1331,15:00:00,14:40:00,0,0,DTH,26277,PAX,B738,79015,7TVCT,4,CONTRAT,,,,,,,,,,,,,,,,,,,,,,,80000.0,0.0,0.0,0.0,0.0,80000.0,80000.0,
102,DEPARTED,DZD,BJA,2021-01-27,HME,SF1129,15:40:00,15:10:00,67,760,2021-01-27 00:00:00,ALG,SF1129,16:10:00,15:40:00,0,0,DTH,26278,PAX,B738,79015,7TVCA,4,CONTRAT,,,,,,,,,,,,,,,,,,,,,,,80000.0,0.0,0.0,0.0,0.0,80000.0,80000.0,
103,DEPARTED,DZD,BJA,2021-01-27,RNS,SF1515,14:25:00,13:25:00,7,120,2021-01-27 00:00:00,ALG,SF1415,14:55:00,13:48:00,0,0,DTH,26280,PAX,Q200,16466,7TVCR,4,CONTRAT,,,,,,,,,,,,,,,,,,,,,,,25000.0,0.0,0.0,0.0,0.0,25000.0,25000.0,
104,DEPARTED,DZD,BJA,2021-01-28,ALG,SF1204,10:25:00,10:30:00,0,0,2021-01-28 00:00:00,TFT,SF1204,10:55:00,11:10:00,7,63,DTH,26281,PAX,Q400,29257,7TVCL,4,CONTRAT,,,,,,,,,,,,,,,,,,,,,,,25000.0,0.0,0.0,0.0,0.0,25000.0,25000.0,
105,DEPARTED,DZD,BJA,2021-01-28,TFT,SF1205,15:20:00,15:30:00,17,260,2021-01-28 00:00:00,ALG,SF1205,15:50:00,15:55:00,0,0,DTH,26282,PAX,Q400,29257,7TVCL,4,CONTRAT,,,,,,,,,,,,,,,,,,,,,,,25000.0,0.0,0.0,0.0,0.0,25000.0,25000.0,
106,DEPARTED,DZD,BJA,2021-01-30,ALG,SF1992,11:45:00,11:55:00,0,0,2021-01-30 00:00:00,HME,SF1992,12:25:00,12:20:00,29,300,DTH,26284,PAX,B738,79015,7TVCD,4,CONTRAT,,,,,,,,,,,,,,,,,,,,,,,80000.0,0.0,0.0,0.0,0.0,80000.0,80000.0,
107,DEPARTED,DZD,BJA,2021-01-30,HME,SF1993,15:40:00,15:30:00,39,280,2021-01-30 00:00:00,ALG,SF1993,16:10:00,15:55:00,1,0,DTH,26287,PAX,B738,79015,7TVCD,4,CONTRAT,,,,,,,,,,,,,,,,,,,,,,,80000.0,0.0,0.0,0.0,0.0,80000.0,80000.0,
108,DEPARTED,DZD,BSK,2021-01-06,RNS,SF1406,11:45:00,11:20:00,7,0,2021-01-06 00:00:00,RNS,SF1407,12:10:00,11:55:00,13,0,TAL,17740,PAX,Q200,16466,CR,2,CONTRAT,,,,,,,,,,,,,,,,,,,,,,,25000.0,0.0,0.0,0.0,0.0,25000.0,25000.0,
109,DEPARTED,DZD,BSK,2021-01-06,ALG,SF1328,11:00:00,10:10:00,0,0,2021-01-06 00:00:00,IAM,SF1328,11:40:00,10:45:00,39,0,TAL,17739,PAX,Q400,29257,CN,2,CONTRAT,,,,,,,,,,,,,,,,,,,,,,,25000.0,0.0,0.0,0.0,0.0,25000.0,25000.0,
110,DEPARTED,DZD,BSK,2021-01-06,IAM,SF1329,14:25:00,14:30:00,35,0,2021-01-06 00:00:00,ALG,SF1329,14:55:00,14:50:00,0,0,TAL,17741,PAX,Q400,29257,CN,2,CONTRAT,,,,,,,,,,,,,,,,,,,,,,,25000.0,0.0,0.0,0.0,0.0,25000.0,25000.0,
111,DEPARTED,DZD,BSK,2021-01-12,ALG,SF1328,10:15:00,10:15:00,0,0,2021-01-12 00:00:00,IAM,SF1328,10:45:00,10:45:00,38,0,TAL,17742,PAX,Q400,29257,CL,2,CONTRAT,,,,,,,,,,,,,,,,,,,,,,,25000.0,0.0,0.0,0.0,0.0,25000.0,25000.0,
112,DEPARTED,DZD,BSK,2021-01-12,IAM,SF1329,14:25:00,14:50:00,55,0,2021-01-12 00:00:00,ALG,SF1329,14:55:00,15:20:00,0,0,TAL,17744,PAX,Q400,29257,CL,2,CONTRAT,,,,,,,,,,,,,,,,,,,,,,,25000.0,0.0,0.0,0.0,0.0,25000.0,25000.0,
113,DEPARTED,DZD,BSK,2021-01-12,ALG,SF1204,10:30:00,10:45:00,0,0,2021-01-12 00:00:00,TFT,SF1204,11:00:00,11:00:00,7,0,TAL,17743,PAX,Q400,29257,CM,1,CONTRAT,,,,,,,,,,,,,,,,,,,,,,,25000.0,0.0,0.0,0.0,0.0,25000.0,25000.0,
114,DEPARTED,DZD,BSK,2021-01-12,TFT,SF1205,14:25:00,14:20:00,14,0,2021-01-12 00:00:00,ALG,SF1205,14:55:00,14:50:00,0,0,TAL,17745,PAX,Q400,29257,CM,,CONTRAT,,,,,,,,,,,,,,,,,,,,,,,25000.0,0.0,0.0,0.0,0.0,25000.0,25000.0,
115,DEPARTED,DZD,BSK,2021-01-13,ALG,SF1406,10:50:00,10:10:00,0,0,2021-01-13 00:00:00,RNS,SF1406,11:20:00,11:15:00,11,0,TAL,17746,PAX,Q200,16466,CS,1,CONTRAT,,,,,,,,,,,,,,,,,,,,,,,25000.0,0.0,0.0,0.0,0.0,25000.0,25000.0,
116,DEPARTED,DZD,BSK,2021-01-13,RNS,SF1407,15:45:00,15:40:00,18,0,2021-01-13 00:00:00,ALG,SF1407,16:15:00,16:00:00,0,0,TAL,17747,PAX,Q200,16466,CS,,CONTRAT,,,,,,,,,,,,,,,,,,,,,,,25000.0,0.0,0.0,0.0,0.0,25000.0,25000.0,
117,DEPARTED,DZD,BSK,2021-01-19,ALG,SF1328,10:00:00,10:20:00,0,0,2021-01-19 00:00:00,IAM,SF1328,10:20:00,10:58:00,52,0,TAL,17748,PAX,Q400,29257,CN,2,CONTRAT,,,,,,,,,,,,,,,,,,,,,,,25000.0,0.0,0.0,0.0,0.0,25000.0,25000.0,
118,DEPARTED,DZD,BSK,2021-01-19,IAM,SF1329,14:45:00,15:03:00,35,0,2021-01-19 00:00:00,ALG,SF1329,15:15:00,15:25:00,1,0,TAL,22251,PAX,Q400,29257,CN,2,CONTRAT,,,,,,,,,,,,,,,,,,,,,,,25000.0,0.0,0.0,0.0,0.0,25000.0,25000.0,
119,DEPARTED,DZD,BSK,2021-01-20,ALG,SF1406,11:45:00,11:10:00,0,0,2021-01-20 00:00:00,ALG,SF1406,12:15:00,11:35:00,11,0,TAL,22252,PAX,Q200,16466,CR,2,CONTRAT,,,,,,,,,,,,,,,,,,,,,,,25000.0,0.0,0.0,0.0,0.0,25000.0,25000.0,
120,DEPARTED,DZD,BSK,2021-01-20,RNS,SF1407,15:35:00,15:15:00,11,0,2021-01-20 00:00:00,ALG,SF1407,16:00:00,15:40:00,0,0,TAL,22253,PAX,Q200,16466,CR,2,CONTRAT,,,,,,,,,,,,,,,,,,,,,,,25000.0,0.0,0.0,0.0,0.0,25000.0,25000.0,
121,DEPARTED,DZD,BSK,2021-01-26,ALG,SF1204,10:30:00,10:40:00,0,0,2021-01-26 00:00:00,TFT,SF1204,11:00:00,11:10:00,16,0,TAL,22254,PAX,Q400,29257,CM,2,CONTRAT,,,,,,,,,,,,,,,,,,,,,,,25000.0,0.0,0.0,0.0,0.0,25000.0,25000.0,
122,DEPARTED,DZD,BSK,2021-01-26,TFT,SF1205,14:25:00,14:51:00,16,0,2021-01-26 00:00:00,ALG,SF1205,14:55:00,15:15:00,0,0,TAL,22255,PAX,Q400,29257,CM,2,CONTRAT,,,,,,,,,,,,,,,,,,,,,,,25000.0,0.0,0.0,0.0,0.0,25000.0,25000.0,
123,DEPARTED,DZD,BSK,2021-01-27,RNS,SF1406,11:40:00,11:20:00,11,0,2021-01-27 00:00:00,RNS,SF1407,12:10:00,11:55:00,12,0,TAL,22256,PAX,Q200,16466,CS,2,CONTRAT,,,,,,,,,,,,,,,,,,,,,,,25000.0,0.0,0.0,0.0,0.0,25000.0,25000.0,
124,DEPARTED,DZD,BSK,2021-01-27,ALG,SF1328,10:00:00,10:00:00,0,0,2021-01-27 00:00:00,IAM,SF1328,10:35:00,10:40:00,46,0,TAL,22257,PAX,B738,79015,CE,2,CONTRAT,,,,,,,,,,,,,,,,,,,,,,,80000.0,0.0,0.0,0.0,0.0,80000.0,80000.0,
125,DEPARTED,DZD,BSK,2021-01-27,IAM,SF1329,12:35:00,13:55:00,55,0,2021-01-27 00:00:00,ALG,SF1329,14:30:00,14:15:00,0,0,TAL,22258,PAX,B738,79015,CE,2,CONTRAT,,,,,,,,,,,,,,,,,,,,,,,80000.0,0.0,0.0,0.0,0.0,80000.0,80000.0,
126,DEPARTED,DZD,CZL,2021-01-04,ALG,SF1546,08:40:00,08:35:00,0,0,2021-01-04 00:00:00,AZR,SF1546,09:20:00,09:05:00,5,,TAL,14922,PIST,Q400,29,7TV CN,6,CONTRAT,,,,30.0,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,10000.0,10000.0,10000.0,
127,DEPARTED,DZD,CZL,2021-01-04,AZR,SF1547,14:55:00,14:15:00,12,0,2021-01-04 00:00:00,ALG,SF1547,16:35:00,14:40:00,0,,TAL,14923,PIST,Q400,29,7TV CN,5,CONTRAT,,,,25.0,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,10000.0,10000.0,10000.0,
128,DEPARTED,DZD,CZL,2021-01-08,ALG,SF1156,09:55:00,09:30:00,0,0,2021-01-08 00:00:00,HME,SF1156,10:35:00,10:05:00,6,,TAL,14924,PIST,B738,79,7TV CT,6,CONTRAT,,,,,,,,,,,,,,,1.0,,,,,,,,0.0,0.0,0.0,0.0,10000.0,10000.0,10000.0,
129,DEPARTED,DZD,CZL,2021-01-09,ALG,SF1206,09:55:00,09:55:00,0,0,2021-01-09 00:00:00,TFT,SF1206,10:30:00,10:20:00,4,,TAL,14925,PIST,Q400,29,7TV CL,4,CONTRAT,,,,25.0,,,,,,,,,,,,1.0,,,,,,,0.0,0.0,0.0,0.0,20600.0,20600.0,20600.0,
130,DEPARTED,DZD,CZL,2021-01-09,TFT,SF1207,14:35:00,15:05:00,0,0,2021-01-09 00:00:00,ALG,SF1207,14:50:00,15:10:00,5,,TAL,14926,PIST,Q400,29,7TV CL,5,CONTRAT,,,,15.0,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,10000.0,10000.0,10000.0,
131,DEPARTED,DZD,CZL,2021-01-10,RNS,SF1204,11:00:00,11:29:00,0,0,2021-01-10 00:00:00,RNS,SF1205,11:35:00,12:05:00,7,,TAL,14927,PIST,Q400,29,7TV CM,6,CONTRAT,,,,25.0,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,10000.0,10000.0,10000.0,
132,DEPARTED,DZD,CZL,2021-01-16,ALG,SF1206,10:05:00,09:30:00,0,0,2021-01-16 00:00:00,TFT,SF1206,10:35:00,09:50:00,33,,TAL,14928,PIST,Q400,29,7TV CL,5,CONTRAT,,,,25.0,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,10000.0,10000.0,10000.0,
133,DEPARTED,DZD,CZL,2021-01-16,TFT,SF1207,13:35:00,13:45:00,30,0,2021-01-16 00:00:00,ALG,SF1207,14:05:00,14:00:00,1,,TAL,14929,PIST,Q400,29,7TV CL,6,CONTRAT,,,,15.0,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,10000.0,10000.0,10000.0,
134,DEPARTED,DZD,CZL,2021-01-17,RNS,SF1404,10:45:00,10:20:00,45,0,2021-01-17 00:00:00,RNS,SF1405,11:35:00,11:05:00,37,,TAL,14930,PIST,Q400,29,7TV CN,4,CONTRAT,,,,35.0,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,10000.0,10000.0,10000.0,
135,DEPARTED,DZD,CZL,2021-01-23,ALG,SF1206,09:55:00,10:25:00,0,0,2021-01-23 00:00:00,TFT,SF1206,10:30:00,10:50:00,58,,TAL,14931,PIST,Q400,29,7TV CM,6,CONTRAT,,,,20.0,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,10000.0,10000.0,10000.0,
136,DEPARTED,DZD,CZL,2021-01-23,TFT,SF1207,14:35:00,14:30:00,32,0,2021-01-23 00:00:00,ALG,SF1207,15:05:00,15:00:00,22,,TAL,14932,PIST,Q400,29,7TV CM,5,CONTRAT,,,,30.0,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,10000.0,10000.0,10000.0,
137,DEPARTED,DZD,CZL,2021-01-24,ALG,SF1546,08:40:00,08:40:00,1,0,2021-01-24 00:00:00,AZR,SF1546,09:20:00,08:55:00,25,,TAL,14933,PIST,Q400,29,7TV CL,7,CONTRAT,,,,15.0,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,10000.0,10000.0,10000.0,
138,DEPARTED,DZD,CZL,2021-01-24,RNS,SF1204,11:00:00,10:25:00,44,0,2021-01-24 00:00:00,RNS,SF1205,11:30:00,11:00:00,33,,TAL,14934,PIST,Q400,29,7TV CM,5,CONTRAT,,,,25.0,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,10000.0,10000.0,10000.0,
139,DEPARTED,DZD,CZL,2021-01-24,AZR,SF1547,13:50:00,14:05:00,15,0,2021-01-24 00:00:00,ALG,SF1547,15:05:00,14:30:00,0,,TAL,14935,PIST,Q400,29,7TV CL,5,CONTRAT,,,,25.0,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,10000.0,10000.0,10000.0,
