KEY_FLT,STATUS,OCCAS,ESCALE (IATA),DATE,ROUTE_AC,FLT,TYPE,REG,FC,AC,CHR,DEP,ARR,STD,STA,ETD,ETA,TKof,TDwn,ST,ATD,ATA,BLOCK,FLThr,C1,DLY1,Sub1,C2,DLY2,Sub2,C3,DLY3,Sub3,C4,DLY4,Sub4,C5,DLY5,Sub5,C6,DLY6,Sub6,C7,DLY7,Sub7,C8,DLY8,Sub8,C1A,DLY1A,Sub9,C2A,DLY2A,Sb10,Cargo,Mail,Payld,Bags,EXP PAX F,EXP PAX C,EXP PAX Y,EXP PAX INF,ACT PAX F,ACT PAX C,ACT PAX Y,ACT PAX INF,EXP TTL,PAX TTL,SEATS TTL,LF %,AC CONFIG1,AC CONFIG2,AC CONFIG3,AC CONFIG4,Log_Page#,Character Seats F,Character Seats C,Character Seats Y,Character Seats INF,Code Share and Seats F,Code Share and Seats C,Code Share and Seats Y,Code Share and Seats INF,Dist,DStand,AStand,Change reason,Init,Uplf W,Ramp,Stdn,Burn,Uplf V,USG/LTS,Tank,ZFW,FPBurn,SGrav,Miles,Rt base,DGate,AGate,Orig.ARR Station,D.Closed,ch_type_app,ch_std,ch_dest,ch_config,FI_FILE
1504216352CZL,/,/,"",15/04/21,6340,6352,J,7TVJL,  ,B738,  ,CZL,TMR,14:15,16:15,0:00 ,0:00 ,0:00 ,0:00 ,"",0:00 ,0:00 ,2:00 ,1:40 ,"",     ,    ,"",     ,    ,"",     ,    ,"",     ,    ,"",     ,    ,"",     ,    ,"",     ,    ,"",     ,    ,"",     ,    ,"",     ,    ,0,0,0,0,0,   0,   0,   0,0,   0,   0,   0,0,0,148,0,16,0,132,0,"",0,0,0,0,"","","","",1498,	,	,"",0,0,0,0,0,0,Lts,0,0,0,0.0	,0,CZL,	,	,"",0:00	,"","","","",2021-04-08 01:15:00
1504216353TMR,/,/,"",15/04/21,6340,6353,J,7TVJL,  ,B738,  ,TMR,CZL,17:15,19:15,0:00 ,0:00 ,0:00 ,0:00 ,"",0:00 ,0:00 ,2:00 ,1:40 ,"",     ,    ,"",     ,    ,"",     ,    ,"",     ,    ,"",     ,    ,"",     ,    ,"",     ,    ,"",     ,    ,"",     ,    ,"",     ,    ,0,0,0,0,0,   0,   0,   0,0,   0,   0,   0,0,0,148,0,16,0,132,0,"",0,0,0,0,"","","","",1498,	,	,"",0,0,0,0,0,0,Lts,0,0,0,0.0	,0,CZL,	,	,"",0:00	,"","","","",2021-04-08 01:15:00
1504216384ORN,/,/,"",15/04/21,6234,6384,J,7TVKI,  ,B738,  ,ORN,AZR,14:45,16:10,0:00 ,0:00 ,0:00 ,0:00 ,"",0:00 ,0:00 ,1:25 ,1:05 ,"",     ,    ,"",     ,    ,"",     ,    ,"",     ,    ,"",     ,    ,"",     ,    ,"",     ,    ,"",     ,    ,"",     ,    ,"",     ,    ,0,0,0,0,0,   0,   0,   0,0,   0,   0,   0,0,0,148,0,16,0,132,0,"",0,0,0,0,"","","","",865,	,	,"",0,0,0,0,0,0,Lts,0,0,0,0.0	,0,ORN,	,	,"",0:00	,"","","","",2021-04-08 01:15:00
1504216385AZR,MODIFIED,/,"",15/04/21,6234,6385,J,7TVKI,  ,B738,  ,AZR,ORN,17:10,18:40,0:00 ,0:00 ,0:00 ,0:00 ,"",0:00 ,0:00 ,1:30 ,1:10 ,"",     ,    ,"",     ,    ,"",     ,    ,"",     ,    ,"",     ,    ,"",     ,    ,"",     ,    ,"",     ,    ,"",     ,    ,"",     ,    ,0,0,0,0,0,   0,   0,   0,0,   0,   0,   0,0,0,148,0,16,0,132,0,"",0,0,0,0,"","","","",865,	,	,"",0,0,0,0,0,0,Lts,0,0,0,0.0	,0,ORN,	,	,"",0:00	,,2021-04-12 23:15:00,2021-04-12 23:15:00,,2021-04-08 01:15:00
1504216400ORN,MODIFIED,/,"",15/04/21,6100,6400,J,7TVUO,  ,ATR6,  ,ORN,AAE,7:10 ,9:00 ,0:00 ,0:00 ,0:00 ,0:00 ,"",0:00 ,0:00 ,2:00 ,1:40 ,"",     ,    ,"",     ,    ,"",     ,    ,"",     ,    ,"",     ,    ,"",     ,    ,"",     ,    ,"",     ,    ,"",     ,    ,"",     ,    ,0,0,0,0,0,   0,   0,   0,0,   0,   0,   0,0,0,66,0,0,0,66,0,"",0,0,0,0,"","","","",692,	,	,"",0,0,0,0,0,0,Lts,0,0,0,0.0	,0,ALG,	,	,"",0:00	,2021-04-13 09:15:00,2021-04-13 09:15:00,2021-04-13 09:15:00,,2021-04-08 01:15:00
1504216400OGX,CANCELED,/,"",15/04/21,6100,6400,J,7TVUO,  ,AT72,  ,OGX,IAM,9:50 ,11:20,0:00 ,0:00 ,0:00 ,0:00 ,"",0:00 ,0:00 ,1:30 ,1:10 ,"",     ,    ,"",     ,    ,"",     ,    ,"",     ,    ,"",     ,    ,"",     ,    ,"",     ,    ,"",     ,    ,"",     ,    ,"",     ,    ,0,0,0,0,0,   0,   0,   0,0,   0,   0,   0,0,0,66,0,0,0,66,0,"",0,0,0,0,"","","","",593,	,	,"",0,0,0,0,0,0,Lts,0,0,0,0.0	,0,ALG,	,	,"",0:00	,"","","","",2021-04-08 01:15:00
1504216401IAM,/,/,"",15/04/21,6100,6401,J,7TVUO,  ,AT72,  ,IAM,OGX,12:10,13:40,0:00 ,0:00 ,0:00 ,0:00 ,"",0:00 ,0:00 ,1:30 ,1:10 ,"",     ,    ,"",     ,    ,"",     ,    ,"",     ,    ,"",     ,    ,"",     ,    ,"",     ,    ,"",     ,    ,"",     ,    ,"",     ,    ,0,0,0,0,0,   0,   0,   0,0,   0,   0,   0,0,0,66,0,0,0,66,0,"",0,0,0,0,"","","","",593,	,	,"",0,0,0,0,0,0,Lts,0,0,0,0.0	,0,ALG,	,	,"",0:00	,"","","","",2021-04-08 01:15:00
1504216401OGX,MODIFIED,/,"",15/04/21,6100,6401,J,7TVUO,  ,AT72,  ,OGX,ORN,14:30,16:15,0:00 ,0:00 ,0:00 ,0:00 ,"",0:00 ,0:00 ,1:45 ,1:25 ,"",     ,    ,"",     ,    ,"",     ,    ,"",     ,    ,"",     ,    ,"",     ,    ,"",     ,    ,"",     ,    ,"",     ,    ,"",     ,    ,0,0,0,0,0,   0,   0,   0,0,   0,   0,   0,0,0,66,0,0,0,66,0,"",0,0,0,0,"","","","",692,	,	,"",0,0,0,0,0,0,Lts,0,0,0,0.0	,0,ALG,	,	,"",0:00	,,2021-04-13 09:15:00,2021-04-13 09:15:00,,2021-04-08 01:15:00
1504216476ALG,/,/,"",15/04/21,6476,6476,J,7TVUI,AF,AT72,  ,ALG,EBH,10:00,11:10,0:00 ,0:00 ,0:00 ,0:00 ,"",0:00 ,0:00 ,1:10 ,1:10 ,"",     ,    ,"",     ,    ,"",     ,    ,"",     ,    ,"",     ,    ,"",     ,    ,"",     ,    ,"",     ,    ,"",     ,    ,"",     ,    ,0,0,0,0,0,   0,   0,   0,0,   0,   0,   0,0,0,66,0,0,0,66,0,"",0,0,0,0,"","","","",383,	,	,"",0,0,0,0,0,0,Lts,0,0,0,0.0	,0,ALG,	,	,"",0:00	,"","","","",2021-04-08 01:15:00
1504216477EBH,/,/,"",15/04/21,6476,6477,J,7TVUI,  ,AT72,  ,EBH,ALG,12:00,13:10,0:00 ,0:00 ,0:00 ,0:00 ,"",0:00 ,0:00 ,1:10 ,1:10 ,"",     ,    ,"",     ,    ,"",     ,    ,"",     ,    ,"",     ,    ,"",     ,    ,"",     ,    ,"",     ,    ,"",     ,    ,"",     ,    ,0,0,0,0,0,   0,   0,   0,0,   0,   0,   0,0,0,66,0,0,0,66,0,"",0,0,0,0,"","","","",383,	,	,"",0,0,0,0,0,0,Lts,0,0,0,0.0	,0,ALG,	,	,"",0:00	,"","","","",2021-04-08 01:15:00
1504216486ALG,/,/,"",15/04/21,6486,6486,J,7TVJR,AF,B736,  ,ALG,VVZ,8:05 ,10:00,0:00 ,0:00 ,0:00 ,0:00 ,"",0:00 ,0:00 ,1:55 ,1:35 ,"",     ,    ,"",     ,    ,"",     ,    ,"",     ,    ,"",     ,    ,"",     ,    ,"",     ,    ,"",     ,    ,"",     ,    ,"",     ,    ,0,0,0,0,0,   0,   0,   0,0,   0,   0,   0,0,0,102,0,16,0,86,0,"",0,0,0,0,"","","","",1227,	,	,"",0,0,0,0,0,0,Lts,0,0,0,0.0	,0,ALG,	,	,"",0:00	,"","","","",2021-04-08 01:15:00
1504216486VVZ,/,/,"",15/04/21,6486,6486,J,7TVJR,  ,B736,  ,VVZ,DJG,11:00,11:45,0:00 ,0:00 ,0:00 ,0:00 ,"",0:00 ,0:00 ,0:45 ,0:25 ,"",     ,    ,"",     ,    ,"",     ,    ,"",     ,    ,"",     ,    ,"",     ,    ,"",     ,    ,"",     ,    ,"",     ,    ,"",     ,    ,0,0,0,0,0,   0,   0,   0,0,   0,   0,   0,0,0,102,0,16,0,86,0,"",0,0,0,0,"","","","",272,	,	,"",0,0,0,0,0,0,Lts,0,0,0,0.0	,0,ALG,	,	,"",0:00	,"","","","",2021-04-08 01:15:00
1504216487DJG,/,/,"",15/04/21,6486,6487,J,7TVJR,  ,B736,  ,DJG,ALG,12:45,15:00,0:00 ,0:00 ,0:00 ,0:00 ,"",0:00 ,0:00 ,2:15 ,1:55 ,"",     ,    ,"",     ,    ,"",     ,    ,"",     ,    ,"",     ,    ,"",     ,    ,"",     ,    ,"",     ,    ,"",     ,    ,"",     ,    ,0,0,0,0,0,   0,   0,   0,0,   0,   0,   0,0,0,102,0,16,0,86,0,"",0,0,0,0,"","","","",1499,	,	,"",0,0,0,0,0,0,Lts,0,0,0,0.0	,0,ALG,	,	,"",0:00	,"","","","",2021-04-08 01:15:00
1504216506ALG,/,/,"",15/04/21,6506,6506,P,7TVJP,  ,B738,  ,ALG,ORN,7:00 ,8:00 ,0:00 ,0:00 ,0:00 ,0:00 ,"",0:00 ,0:00 ,1:00 ,0:40 ,"",     ,    ,"",     ,    ,"",     ,    ,"",     ,    ,"",     ,    ,"",     ,    ,"",     ,    ,"",     ,    ,"",     ,    ,"",     ,    ,0,0,0,0,0,   0,   0,   0,0,   0,   0,   0,0,0,148,0,16,0,132,0,"",0,0,0,0,"","","","",364,	,	,"",0,0,0,0,0,0,Lts,0,0,0,0.0	,0,ALG,	,	,"",0:00	,"","","","",2021-04-08 01:15:00
1504216507ORN,/,/,"",15/04/21,6106,6507,P,      ,  ,B738,  ,ORN,ALG,17:50,18:50,0:00 ,0:00 ,0:00 ,0:00 ,"",0:00 ,0:00 ,1:00 ,0:40 ,"",     ,    ,"",     ,    ,"",     ,    ,"",     ,    ,"",     ,    ,"",     ,    ,"",     ,    ,"",     ,    ,"",     ,    ,"",     ,    ,0,0,0,0,0,   0,   0,   0,0,   0,   0,   0,0,0,148,0,16,0,132,0,"",0,0,0,0,"","","","",364,	,	,"",0,0,0,0,0,0,Lts,0,0,0,0.0	,0,ALG,	,	,"",0:00	,"","","","",2021-04-08 01:15:00
1504216516ALG,/,/,"",15/04/21,6516,6516,P,7TVJM,  ,B738,  ,ALG,AAE,7:10 ,8:10 ,0:00 ,0:00 ,0:00 ,0:00 ,"",0:00 ,0:00 ,1:00 ,0:40 ,"",     ,    ,"",     ,    ,"",     ,    ,"",     ,    ,"",     ,    ,"",     ,    ,"",     ,    ,"",     ,    ,"",     ,    ,"",     ,    ,0,0,0,0,0,   0,   0,   0,0,   0,   0,   0,0,0,148,0,16,0,132,0,"",0,0,0,0,"","","","",410,	,	,"",0,0,0,0,0,0,Lts,0,0,0,0.0	,0,ALG,	,	,"",0:00	,"","","","",2021-04-08 01:15:00
1504216517AAE,/,/,"",15/04/21,6006,6517,P,7TVJM,  ,B738,  ,AAE,ALG,18:00,19:00,0:00 ,0:00 ,0:00 ,0:00 ,"",0:00 ,0:00 ,1:00 ,0:40 ,"",     ,    ,"",     ,    ,"",     ,    ,"",     ,    ,"",     ,    ,"",     ,    ,"",     ,    ,"",     ,    ,"",     ,    ,"",     ,    ,0,0,0,0,0,   0,   0,   0,0,   0,   0,   0,0,0,148,0,16,0,132,0,"",0,0,0,0,"","","","",410,	,	,"",0,0,0,0,0,0,Lts,0,0,0,0.0	,0,ALG,	,	,"",0:00	,"","","","",2021-04-08 01:15:00
1504216526ALG,/,/,"",15/04/21,6526,6526,P,7TVJO,  ,B738,  ,ALG,CZL,7:20 ,8:10 ,0:00 ,0:00 ,0:00 ,0:00 ,"",0:00 ,0:00 ,0:50 ,0:30 ,"",     ,    ,"",     ,    ,"",     ,    ,"",     ,    ,"",     ,    ,"",     ,    ,"",     ,    ,"",     ,    ,"",     ,    ,"",     ,    ,0,0,0,0,0,   0,   0,   0,0,   0,   0,   0,0,0,148,0,16,0,132,0,"",0,0,0,0,"","","","",308,	,	,"",0,0,0,0,0,0,Lts,0,0,0,0.0	,0,ALG,	,	,"",0:00	,"","","","",2021-04-08 01:15:00
1504216527CZL,/,/,"",15/04/21,6026,6527,P,7TVKB,  ,B738,  ,CZL,ALG,18:10,19:00,0:00 ,0:00 ,0:00 ,0:00 ,"",0:00 ,0:00 ,0:50 ,0:30 ,"",     ,    ,"",     ,    ,"",     ,    ,"",     ,    ,"",     ,    ,"",     ,    ,"",     ,    ,"",     ,    ,"",     ,    ,"",     ,    ,0,0,0,0,0,   0,   0,   0,0,   0,   0,   0,0,0,148,0,16,0,132,0,"",0,0,0,0,"","","","",308,	,	,"",0,0,0,0,0,0,Lts,0,0,0,0.0	,0,ALG,	,	,"",0:00	,"","","","",2021-04-08 01:15:00
1604211208ALG,/,/,"",16/04/21,1208,1208,F,7TVJJ,  ,B738,  ,ALG,CDG,7:00 ,9:30 ,0:00 ,0:00 ,0:00 ,0:00 ,"",0:00 ,0:00 ,2:30 ,2:10 ,"",     ,    ,"",     ,    ,"",     ,    ,"",     ,    ,"",     ,    ,"",     ,    ,"",     ,    ,"",     ,    ,"",     ,    ,"",     ,    ,0,0,0,0,0,   0,   0,   0,0,   0,   0,   0,0,0,148,0,16,0,132,0,"",0,0,0,0,"","","","",1370,	,	,"",0,0,0,0,0,0,Lts,0,0,0,0.0	,0,ALG,	,	,"",0:00	,"","","","",2021-04-09 01:15:00
1604211209CDG,/,/,"",16/04/21,1208,1209,F,7TVJJ,  ,B738,  ,CDG,ALG,10:30,12:55,0:00 ,0:00 ,0:00 ,0:00 ,"",0:00 ,0:00 ,2:25 ,2:05 ,"",     ,    ,"",     ,    ,"",     ,    ,"",     ,    ,"",     ,    ,"",     ,    ,"",     ,    ,"",     ,    ,"",     ,    ,"",     ,    ,0,0,0,0,0,   0,   0,   0,0,   0,   0,   0,0,0,148,0,16,0,132,0,"",0,0,0,0,"","","","",1370,	,	,"",0,0,0,0,0,0,Lts,0,0,0,0.0	,0,ALG,	,	,"",0:00	,"","","","",2021-04-09 01:15:00
1604212206ALG,MODIFIED,/,"",16/04/21,2206,2206,F,7TVUJ,  ,AT72,  ,ALG,MAD,16:30,18:30,0:00 ,0:00 ,0:00 ,0:00 ,"",0:00 ,0:00 ,2:00 ,1:40 ,"",     ,    ,"",     ,    ,"",     ,    ,"",     ,    ,"",     ,    ,"",     ,    ,"",     ,    ,"",     ,    ,"",     ,    ,"",     ,    ,0,0,0,0,0,   0,   0,   0,0,   0,   0,   0,0,0,66,0,0,0,66,0,"",0,0,0,0,"","","","",724,	,	,"",0,0,0,0,0,0,Lts,0,0,0,0.0	,0,ALG,	,	,"",0:00	,,2021-04-13 09:15:00,2021-04-13 09:15:00,,2021-04-09 01:15:00
1604212207MAD,/,/,"",16/04/21,2206,2207,F,7TVUJ,  ,AT72,  ,MAD,ALG,20:00,22:00,0:00 ,0:00 ,0:00 ,0:00 ,"",0:00 ,0:00 ,2:00 ,1:40 ,"",     ,    ,"",     ,    ,"",     ,    ,"",     ,    ,"",     ,    ,"",     ,    ,"",     ,    ,"",     ,    ,"",     ,    ,"",     ,    ,0,0,0,0,0,   0,   0,   0,0,   0,   0,   0,0,0,66,0,0,0,66,0,"",0,0,0,0,"","","","",724,	,	,"",0,0,0,0,0,0,Lts,0,0,0,0.0	,0,ALG,	,	,"",0:00	,"","","","",2021-04-09 01:15:00
1604213200ALG,CANCELED,/,"",16/04/21,3200,3200,F,7TVKS,  ,B737,  ,ALG,IST,10:00,13:15,0:00 ,0:00 ,0:00 ,0:00 ,"",0:00 ,0:00 ,3:15 ,2:55 ,"",     ,    ,"",     ,    ,"",     ,    ,"",     ,    ,"",     ,    ,"",     ,    ,"",     ,    ,"",     ,    ,"",     ,    ,"",     ,    ,0,0,0,0,0,   0,   0,   0,0,   0,   0,   0,0,0,112,0,0,16,96,0,"",0,0,0,0,"","","","",2264,	,	,"",0,0,0,0,0,0,Lts,0,0,0,0.0	,0,ALG,	,	,"",0:00	,"","","","",2021-04-09 01:15:00
1604213201IST,CANCELED,/,"",16/04/21,3200,3201,F,7TVKS,  ,B737,  ,IST,ALG,14:15,17:45,0:00 ,0:00 ,0:00 ,0:00 ,"",0:00 ,0:00 ,3:30 ,3:10 ,"",     ,    ,"",     ,    ,"",     ,    ,"",     ,    ,"",     ,    ,"",     ,    ,"",     ,    ,"",     ,    ,"",     ,    ,"",     ,    ,0,0,0,0,0,   0,   0,   0,0,   0,   0,   0,0,0,112,0,0,16,96,0,"",0,0,0,0,"","","","",2264,	,	,"",0,0,0,0,0,0,Lts,0,0,0,0.0	,0,ALG,	,	,"",0:00	,"","","","",2021-04-09 01:15:00
1604216006ALG,/,/,"",16/04/21,6006,6006,J,7TVKA,  ,B738,  ,ALG,AAE,16:10,17:10,0:00 ,0:00 ,0:00 ,0:00 ,"",0:00 ,0:00 ,1:00 ,0:40 ,"",     ,    ,"",     ,    ,"",     ,    ,"",     ,    ,"",     ,    ,"",     ,    ,"",     ,    ,"",     ,    ,"",     ,    ,"",     ,    ,0,0,0,0,0,   0,   0,   0,0,   0,   0,   0,0,0,148,0,16,0,132,0,"",0,0,0,0,"","","","",410,	,	,"",0,0,0,0,0,0,Lts,0,0,0,0.0	,0,ALG,	,	,"",0:00	,"","","","",2021-04-09 01:15:00
1604216007AAE,/,/,"",16/04/21,6516,6007,J,7TVJM,  ,B738,  ,AAE,ALG,9:10 ,10:10,0:00 ,0:00 ,0:00 ,0:00 ,"",0:00 ,0:00 ,1:00 ,0:40 ,"",     ,    ,"",     ,    ,"",     ,    ,"",     ,    ,"",     ,    ,"",     ,    ,"",     ,    ,"",     ,    ,"",     ,    ,"",     ,    ,0,0,0,0,0,   0,   0,   0,0,   0,   0,   0,0,0,148,0,16,0,132,0,"",0,0,0,0,"","","","",410,	,	,"",0,0,0,0,0,0,Lts,0,0,0,0.0	,0,ALG,	,	,"",0:00	,"","","","",2021-04-09 01:15:00
1604216026ALG,/,/,"",16/04/21,6026,6026,J,7TVKG,  ,B738,  ,ALG,CZL,16:20,17:10,0:00 ,0:00 ,0:00 ,0:00 ,"",0:00 ,0:00 ,0:50 ,0:30 ,"",     ,    ,"",     ,    ,"",     ,    ,"",     ,    ,"",     ,    ,"",     ,    ,"",     ,    ,"",     ,    ,"",     ,    ,"",     ,    ,0,0,0,0,0,   0,   0,   0,0,   0,   0,   0,0,0,148,0,16,0,132,0,"",0,0,0,0,"","","","",308,	,	,"",0,0,0,0,0,0,Lts,0,0,0,0.0	,0,ALG,	,	,"",0:00	,"","","","",2021-04-09 01:15:00
1604216027CZL,MODIFIED,/,"",16/04/21,6526,6027,J,7TVKG,  ,B738,  ,CZL,ALG,9:00 ,9:50 ,0:00 ,0:00 ,0:00 ,0:00 ,"",0:00 ,0:00 ,0:50 ,0:30 ,"",     ,    ,"",     ,    ,"",     ,    ,"",     ,    ,"",     ,    ,"",     ,    ,"",     ,    ,"",     ,    ,"",     ,    ,"",     ,    ,0,0,0,0,0,   0,   0,   0,0,   0,   0,   0,0,0,148,0,16,0,132,0,"",0,0,0,0,"","","","",308,	,	,"",0,0,0,0,0,0,Lts,0,0,0,0.0	,0,ALG,	,	,"",0:00	,2021-04-13 09:15:00,2021-04-13 09:15:00,,2021-04-13 09:15:00,2021-04-09 01:15:00
1604216038ALG,/,/,"",16/04/21,6038,6038,J,      ,  ,AT72,  ,ALG,BLJ,14:00,15:15,0:00 ,0:00 ,0:00 ,0:00 ,"",0:00 ,0:00 ,1:15 ,0:55 ,"",     ,    ,"",     ,    ,"",     ,    ,"",     ,    ,"",     ,    ,"",     ,    ,"",     ,    ,"",     ,    ,"",     ,    ,"",     ,    ,0,0,0,0,0,   0,   0,   0,0,   0,   0,   0,0,0,66,0,0,0,66,0,"",0,0,0,0,"","","","",282,	,	,"",0,0,0,0,0,0,Lts,0,0,0,0.0	,0,ALG,	,	,"",0:00	,"","","","",2021-04-09 01:15:00
1604216039BLJ,/,/,"",16/04/21,6038,6039,J,      ,  ,AT72,  ,BLJ,ALG,16:05,17:20,0:00 ,0:00 ,0:00 ,0:00 ,"",0:00 ,0:00 ,1:15 ,0:55 ,"",     ,    ,"",     ,    ,"",     ,    ,"",     ,    ,"",     ,    ,"",     ,    ,"",     ,    ,"",     ,    ,"",     ,    ,"",     ,    ,0,0,0,0,0,   0,   0,   0,0,   0,   0,   0,0,0,66,0,0,0,66,0,"",0,0,0,0,"","","","",282,	,	,"",0,0,0,0,0,0,Lts,0,0,0,0.0	,0,ALG,	,	,"",0:00	,"","","","",2021-04-09 01:15:00
1604216058ALG,/,/,"",16/04/21,6058,6058,J,7TVJR,  ,B736,  ,ALG,GJL,10:50,11:40,0:00 ,0:00 ,0:00 ,0:00 ,"",0:00 ,0:00 ,0:50 ,0:30 ,"",     ,    ,"",     ,    ,"",     ,    ,"",     ,    ,"",     ,    ,"",     ,    ,"",     ,    ,"",     ,    ,"",     ,    ,"",     ,    ,0,0,0,0,0,   0,   0,   0,0,   0,   0,   0,0,0,102,0,16,0,86,0,"",0,0,0,0,"","","","",238,	,	,"",0,0,0,0,0,0,Lts,0,0,0,0.0	,0,ALG,	,	,"",0:00	,"","","","",2021-04-09 01:15:00
1604216059GJL,/,/,"",16/04/21,6058,6059,J,7TVJR,  ,B736,  ,GJL,ALG,12:40,13:30,0:00 ,0:00 ,0:00 ,0:00 ,"",0:00 ,0:00 ,0:50 ,0:30 ,"",     ,    ,"",     ,    ,"",     ,    ,"",     ,    ,"",     ,    ,"",     ,    ,"",     ,    ,"",     ,    ,"",     ,    ,"",     ,    ,0,0,0,0,0,   0,   0,   0,0,   0,   0,   0,0,0,102,0,16,0,86,0,"",0,0,0,0,"","","","",238,	,	,"",0,0,0,0,0,0,Lts,0,0,0,0.0	,0,ALG,	,	,"",0:00	,"","","","",2021-04-09 01:15:00
1604216106ALG,/,/,"",16/04/21,6106,6106,J,      ,  ,B738,  ,ALG,ORN,16:00,17:00,0:00 ,0:00 ,0:00 ,0:00 ,"",0:00 ,0:00 ,1:00 ,0:40 ,"",     ,    ,"",     ,    ,"",     ,    ,"",     ,    ,"",     ,    ,"",     ,    ,"",     ,    ,"",     ,    ,"",     ,    ,"",     ,    ,0,0,0,0,0,   0,   0,   0,0,   0,   0,   0,0,0,148,0,16,0,132,0,"",0,0,0,0,"","","","",364,	,	,"",0,0,0,0,0,0,Lts,0,0,0,0.0	,0,ALG,	,	,"",0:00	,"","","","",2021-04-09 01:15:00
1604216107ORN,/,/,"",16/04/21,6506,6107,J,7TVJP,  ,B738,  ,ORN,ALG,8:50 ,9:50 ,0:00 ,0:00 ,0:00 ,0:00 ,"",0:00 ,0:00 ,1:00 ,0:40 ,"",     ,    ,"",     ,    ,"",     ,    ,"",     ,    ,"",     ,    ,"",     ,    ,"",     ,    ,"",     ,    ,"",     ,    ,"",     ,    ,0,0,0,0,0,   0,   0,   0,0,   0,   0,   0,0,0,148,0,16,0,132,0,"",0,0,0,0,"","","","",364,	,	,"",0,0,0,0,0,0,Lts,0,0,0,0.0	,0,ALG,	,	,"",0:00	,"","","","",2021-04-09 01:15:00
1604216118ALG,/,/,"",16/04/21,6118,6118,J,7TVJQ,  ,B736,  ,ALG,TLM,11:00,12:00,0:00 ,0:00 ,0:00 ,0:00 ,"",0:00 ,0:00 ,1:00 ,0:40 ,"",     ,    ,"",     ,    ,"",     ,    ,"",     ,    ,"",     ,    ,"",     ,    ,"",     ,    ,"",     ,    ,"",     ,    ,"",     ,    ,0,0,0,0,0,   0,   0,   0,0,   0,   0,   0,0,0,102,0,16,0,86,0,"",0,0,0,0,"","","","",461,	,	,"",0,0,0,0,0,0,Lts,0,0,0,0.0	,0,ALG,	,	,"",0:00	,"","","","",2021-04-09 01:15:00
1604216119TLM,/,/,"",16/04/21,6118,6119,J,7TVJQ,  ,B736,  ,TLM,ALG,13:00,14:00,0:00 ,0:00 ,0:00 ,0:00 ,"",0:00 ,0:00 ,1:00 ,0:40 ,"",     ,    ,"",     ,    ,"",     ,    ,"",     ,    ,"",     ,    ,"",     ,    ,"",     ,    ,"",     ,    ,"",     ,    ,"",     ,    ,0,0,0,0,0,   0,   0,   0,0,   0,   0,   0,0,0,102,0,16,0,86,0,"",0,0,0,0,"","","","",461,	,	,"",0,0,0,0,0,0,Lts,0,0,0,0.0	,0,ALG,	,	,"",0:00	,"","","","",2021-04-09 01:15:00
1604216140ALG,/,/,"",16/04/21,6140,6140,J,7TVUS,  ,AT72,  ,ALG,AZR,8:30 ,11:20,0:00 ,0:00 ,0:00 ,0:00 ,"",0:00 ,0:00 ,2:50 ,2:30 ,"",     ,    ,"",     ,    ,"",     ,    ,"",     ,    ,"",     ,    ,"",     ,    ,"",     ,    ,"",     ,    ,"",     ,    ,"",     ,    ,0,0,0,0,0,   0,   0,   0,0,   0,   0,   0,0,0,66,0,0,0,66,0,"",0,0,0,0,"","","","",1033,	,	,"",0,0,0,0,0,0,Lts,0,0,0,0.0	,0,ALG,	,	,"",0:00	,"","","","",2021-04-09 01:15:00
1604216146ALG,/,/,"",16/04/21,6146,6146,J,7TVJL,  ,B738,  ,ALG,TIN,10:00,12:30,0:00 ,0:00 ,0:00 ,0:00 ,"",0:00 ,0:00 ,2:30 ,2:10 ,"",     ,    ,"",     ,    ,"",     ,    ,"",     ,    ,"",     ,    ,"",     ,    ,"",     ,    ,"",     ,    ,"",     ,    ,"",     ,    ,0,0,0,0,0,   0,   0,   0,0,   0,   0,   0,0,0,148,0,16,0,132,0,"",0,0,0,0,"","","","",1463,	,	,"",0,0,0,0,0,0,Lts,0,0,0,0.0	,0,ALG,	,	,"",0:00	,"","","","",2021-04-09 01:15:00
1604216147TIN,/,/,"",16/04/21,6146,6147,J,7TVJL,  ,B738,  ,TIN,ALG,13:20,15:40,0:00 ,0:00 ,0:00 ,0:00 ,"",0:00 ,0:00 ,2:20 ,2:00 ,"",     ,    ,"",     ,    ,"",     ,    ,"",     ,    ,"",     ,    ,"",     ,    ,"",     ,    ,"",     ,    ,"",     ,    ,"",     ,    ,0,0,0,0,0,   0,   0,   0,0,   0,   0,   0,0,0,148,0,16,0,132,0,"",0,0,0,0,"","","","",1463,	,	,"",0,0,0,0,0,0,Lts,0,0,0,0.0	,0,ALG,	,	,"",0:00	,"","","","",2021-04-09 01:15:00
1604216201GHA,/,/,"",16/04/21,6200,6201,J,7TVUI,  ,AT72,  ,GHA,ALG,7:15 ,8:45 ,0:00 ,0:00 ,0:00 ,0:00 ,"",0:00 ,0:00 ,1:30 ,1:10 ,"",     ,    ,"",     ,    ,"",     ,    ,"",     ,    ,"",     ,    ,"",     ,    ,"",     ,    ,"",     ,    ,"",     ,    ,"",     ,    ,0,0,0,0,0,   0,   0,   0,0,   0,   0,   0,0,0,66,0,0,0,66,0,"",0,0,0,0,"","","","",481,	,	,"",0,0,0,0,0,0,Lts,0,0,0,0.0	,0,ALG,	,	,"",0:00	,"","","","",2021-04-09 01:15:00
