ID,KEY_FLT,ch_type_app,ch_std,ch_dest,ch_config,Aircraft_Type_x,Aircraft_Type_y,STD_UTC_x,STD_UTC_y,Arrival_Station_x,Arrival_Station_y,Aircraft_Configuration_x,Aircraft_Configuration_y
4309,2403216182ALG,,14FEB2113FEB22,,,736,736,1345,1400,ORN,ORN,F16Y85              ,F16Y85              
4310,2403216183ORN,,14FEB2113FEB22,,,736,736,1545,1600,ALG,ALG,F16Y85              ,F16Y85              
4311,2403216200ALG,,14FEB2113FEB22,,,AT7,AT7,1730,1615,GHA,GHA,Y66                 ,Y66                 
4312,2403216222ALG,,14FEB2113FEB22,,,AT7,AT7,1620,1550,HME,HME,Y66                 ,Y66                 
4313,2403216378ORN,,14FEB2113FEB22,,,AT7,AT7,1005,0800,TMX,TMX,Y66                 ,Y66                 
4314,2403216379TMX,,14FEB2113FEB22,,,AT7,AT7,1300,1115,ORN,ORN,Y66                 ,Y66                 
4315,2403216382HME,,14FEB2113FEB22,,,AT7,AT7,1740,1725,ORN,ORN,Y66                 ,Y66                 
4316,2403216383ORN,,14FEB2113FEB22,,,AT7,AT7,1445,1430,HME,HME,Y66                 ,Y66                 
4317,2403216388ORN,,14FEB2113FEB22,,,AT7,AT7,0905,1045,CBH,CBH,Y66                 ,Y66                 
4318,2403216389CBH,,14FEB2113FEB22,,,AT7,AT7,1155,1335,ORN,ORN,Y66                 ,Y66                 
4319,2503216027CZL,,14FEB2113FEB22,,,73H,73H,0720,0715,ALG,ALG,F16Y132             ,F16Y132             
4320,2503216052ALG,,14FEB2113FEB22,,,AT7,AT7,1220,1450,BJA,BJA,Y66                 ,Y66                 
4321,2503216053BJA,,14FEB2113FEB22,,,AT7,AT7,1355,1625,ALG,ALG,Y66                 ,Y66                 
4322,2503216056ALG,,14FEB2113FEB22,,,AT7,AT7,0925,1420,GJL,GJL,Y66                 ,Y66                 
4323,2503216057GJL,,14FEB2113FEB22,,,AT7,AT7,1105,1600,ALG,ALG,Y66                 ,Y66                 
4324,2503216106ALG,,14FEB2113FEB22,,,73H,73H,1830,1800,ORN,ORN,F16Y132             ,F16Y132             
4325,2503216107ORN,,14FEB2113FEB22,,,73H,73H,0645,0700,ALG,ALG,F16Y132             ,F16Y132             
4326,2503216195CZL,,14FEB2113FEB22,,,736,736,1550,1600,ALG,ALG,F16Y85              ,F16Y85              
4327,2503216200ALG,,14FEB2113FEB22,,,AT7,AT7,1730,1530,GHA,GHA,Y66                 ,Y66                 
4328,2503216201GHA,,14FEB2113FEB22,,,AT7,AT7,0715,0700,ALG,ALG,Y66                 ,Y66                 
4329,2503216222ALG,,14FEB2113FEB22,,,AT7,AT7,1620,1550,HME,HME,Y66                 ,Y66                 
4330,2503216223HME,,14FEB2113FEB22,,,AT7,AT7,0630,0700,ALG,ALG,Y66                 ,Y66                 
4331,2503216476ALG,,14FEB2113FEB22,,,AT7,AT7,1000,1040,EBH,EBH,Y66                 ,Y66                 
4332,2503216477EBH,,14FEB2113FEB22,,,AT7,AT7,1200,1240,ALG,ALG,Y66                 ,Y66                 
4333,2603216007AAE,,14FEB2113FEB22,,,73H,73H,0715,0745,ALG,ALG,F16Y132             ,F16Y132             
4334,2603216106ALG,,14FEB2113FEB22,,,73H,73H,1845,1830,ORN,ORN,F16Y132             ,F16Y132             
4335,2603216190ALG,,14FEB2113FEB22,,,736,736,0930,0830,CZL,CZL,F16Y85              ,F16Y85              
4336,2603216191CZL,,14FEB2113FEB22,,,736,736,1120,1020,ALG,ALG,F16Y85              ,F16Y85              
4337,2603216200ALG,,14FEB2113FEB22,,,AT7,AT7,1730,1530,GHA,GHA,Y66                 ,Y66                 
4338,2603216201GHA,,14FEB2113FEB22,,,AT7,AT7,0715,0700,ALG,ALG,Y66                 ,Y66                 
4339,2603216222ALG,,14FEB2113FEB22,,,AT7,AT7,1620,1550,HME,HME,Y66                 ,Y66                 
4340,2603216223HME,,14FEB2113FEB22,,,AT7,AT7,0630,0700,ALG,ALG,Y66                 ,Y66                 
4341,2603216245IAM,,14FEB2113FEB22,,,AT7,AT7,1535,1455,ALG,ALG,Y66                 ,Y66                 
4342,2603216252ALG,14FEB2113FEB22,,,14FEB2113FEB22,736,AT7,1300,1300,ELU,ELU,F16Y85              ,Y66                 
4343,2603216253ELU,14FEB2113FEB22,14FEB2113FEB22,,14FEB2113FEB22,736,AT7,1500,1515,ALG,ALG,F16Y85              ,Y66                 
4344,2603216318ALG,,14FEB2113FEB22,,,AT7,AT7,1030,0900,ELG,ELG,Y66                 ,Y66                 
4345,2603216319ELG,,14FEB2113FEB22,,,AT7,AT7,1245,1115,OGX,OGX,Y66                 ,Y66                 
4346,2603216319OGX,,14FEB2113FEB22,,,AT7,AT7,1500,1330,ALG,ALG,Y66                 ,Y66                 
4347,2703216056ALG,14FEB2113FEB22,14FEB2113FEB22,,14FEB2113FEB22,736,AT7,1350,1400,GJL,GJL,F16Y85              ,Y66                 
4348,2703216057GJL,14FEB2113FEB22,14FEB2113FEB22,,14FEB2113FEB22,736,AT7,1545,1550,ALG,ALG,F16Y85              ,Y66                 
4349,2703216107ORN,,14FEB2113FEB22,,,73H,73H,0700,0745,ALG,ALG,F16Y132             ,F16Y132             
4350,2703216200ALG,,14FEB2113FEB22,,,AT7,AT7,1730,1530,GHA,GHA,Y66                 ,Y66                 
4351,2703216201GHA,,14FEB2113FEB22,,,AT7,AT7,0715,0700,ALG,ALG,Y66                 ,Y66                 
4352,2703216222ALG,,14FEB2113FEB22,,,AT7,AT7,1610,1550,HME,HME,Y66                 ,Y66                 
4353,2703216223HME,,14FEB2113FEB22,,,AT7,AT7,0630,0700,ALG,ALG,Y66                 ,Y66                 
4354,2703216228ALG,,14FEB2113FEB22,,,AT7,AT7,1130,1110,HME,HME,Y66                 ,Y66                 
4355,2703216229HME,,14FEB2113FEB22,,,AT7,AT7,1400,1340,ALG,ALG,Y66                 ,Y66                 
4356,2703216518ELG,14FEB2113FEB22,14FEB2113FEB22,,14FEB2113FEB22,AT7,736,1040,0930,TMR,TMR,Y66                 ,F16Y85              
4357,2703216519TMR,14FEB2113FEB22,14FEB2113FEB22,,14FEB2113FEB22,AT7,736,1330,1155,ELG,ELG,Y66                 ,F16Y85              
4358,2703216520ALG,14FEB2113FEB22,14FEB2113FEB22,,14FEB2113FEB22,AT7,736,0800,0715,ELG,ELG,Y66                 ,F16Y85              
4359,2703216521ELG,14FEB2113FEB22,14FEB2113FEB22,,14FEB2113FEB22,AT7,736,1610,1420,ALG,ALG,Y66                 ,F16Y85              
4360,2803216006ALG,,14FEB2113FEB22,,,73H,73H,1815,1800,AAE,AAE,F16Y132             ,F16Y132             
4361,2803216007AAE,,14FEB2113FEB22,,,73H,73H,0715,0745,ALG,ALG,F16Y132             ,F16Y132             
4362,2803216027CZL,,14FEB2113FEB22,,,73H,73H,0720,0745,ALG,ALG,F16Y132             ,F16Y132             
4363,2803216107ORN,,14FEB2113FEB22,,,73H,73H,0630,0645,ALG,ALG,F16Y132             ,F16Y132             
4364,2803216156ALG,,14FEB2113FEB22,,,73H,73H,0915,1000,TMX,TMX,F16Y132             ,F16Y132             
4365,2803216157TMX,,14FEB2113FEB22,,,73H,73H,1145,1230,ALG,ALG,F16Y132             ,F16Y132             
4366,2803216176ALG,14FEB2113FEB22,14FEB2113FEB22,,14FEB2113FEB22,736,AT7,1415,1500,AAE,AAE,F16Y85              ,Y66                 
4367,2803216177AAE,14FEB2113FEB22,14FEB2113FEB22,,14FEB2113FEB22,736,AT7,1615,1705,ALG,ALG,F16Y85              ,Y66                 
4368,2803216194ALG,14FEB2113FEB22,,,14FEB2113FEB22,73H,736,1405,1405,CZL,CZL,F16Y132             ,F16Y85              
4369,2803216195CZL,14FEB2113FEB22,,,14FEB2113FEB22,73H,736,1555,1555,ALG,ALG,F16Y132             ,F16Y85              
4370,2803216200ALG,,14FEB2113FEB22,,,AT7,AT7,1730,1530,GHA,GHA,Y66                 ,Y66                 
4371,2803216201GHA,,14FEB2113FEB22,,,AT7,AT7,0715,0700,ALG,ALG,Y66                 ,Y66                 
4372,2803216222ALG,,14FEB2113FEB22,,,AT7,AT7,1620,1550,HME,HME,Y66                 ,Y66                 
4373,2803216223HME,,14FEB2113FEB22,,,AT7,AT7,0630,0700,ALG,ALG,Y66                 ,Y66                 
4374,2803216252ALG,14FEB2113FEB22,,,14FEB2113FEB22,736,AT7,1150,1150,ELU,ELU,F16Y85              ,Y66                 
4375,2803216253ELU,14FEB2113FEB22,14FEB2113FEB22,,14FEB2113FEB22,736,AT7,1500,1405,ALG,ALG,F16Y85              ,Y66                 
4376,2803216266ALG,,14FEB2113FEB22,,,AT7,AT7,1020,0925,TGR,TGR,Y66                 ,Y66                 
4377,2803216267TGR,,14FEB2113FEB22,,,AT7,AT7,1240,1140,ALG,ALG,Y66                 ,Y66                 
4378,2903216026ALG,,14FEB2113FEB22,,,73H,73H,1815,1820,CZL,CZL,F16Y132             ,F16Y132             
4379,2903216027CZL,,14FEB2113FEB22,,,73H,73H,0720,0730,ALG,ALG,F16Y132             ,F16Y132             
4380,2903216040ALG,,14FEB2113FEB22,,,AT7,AT7,1130,1415,BSK,BSK,Y66                 ,Y66                 
4381,2903216041BSK,,14FEB2113FEB22,,,AT7,AT7,1320,1605,ALG,ALG,Y66                 ,Y66                 
4382,2903216100ALG,,14FEB2113FEB22,,,73H,73H,1000,1030,ORN,ORN,F16Y132             ,F16Y132             
4383,2903216107ORN,,14FEB2113FEB22,,,73H,73H,0700,0745,ALG,ALG,F16Y132             ,F16Y132             
4384,2903216176ALG,14FEB2113FEB22,,,14FEB2113FEB22,736,AT7,1325,1325,AAE,AAE,F16Y85              ,Y66                 
4385,2903216177AAE,14FEB2113FEB22,14FEB2113FEB22,,14FEB2113FEB22,736,AT7,1525,1530,ALG,ALG,F16Y85              ,Y66                 
4386,2903216200ALG,,14FEB2113FEB22,,,AT7,AT7,1730,1530,GHA,GHA,Y66                 ,Y66                 
4387,2903216201GHA,,14FEB2113FEB22,,,AT7,AT7,0715,0600,ALG,ALG,Y66                 ,Y66                 
4388,2903216218ALG,,14FEB2113FEB22,,,AT7,AT7,1100,0700,OGX,OGX,Y66                 ,Y66                 
4389,2903216219OGX,,14FEB2113FEB22,,,AT7,AT7,1330,0930,ALG,ALG,Y66                 ,Y66                 
4390,2903216222ALG,,14FEB2113FEB22,,,AT7,AT7,1620,1550,HME,HME,Y66                 ,Y66                 
4391,2903216223HME,,14FEB2113FEB22,,,AT7,AT7,0630,0700,ALG,ALG,Y66                 ,Y66                 
4392,3003216027CZL,,14FEB2113FEB22,,,73H,73H,0720,0735,ALG,ALG,F16Y132             ,F16Y132             
4393,3003216050ALG,14FEB2113FEB22,,,14FEB2113FEB22,AT7,736,1000,1000,BJA,BJA,Y66                 ,F16Y85              
4394,3003216051BJA,14FEB2113FEB22,14FEB2113FEB22,,14FEB2113FEB22,AT7,736,1135,1130,ALG,ALG,Y66                 ,F16Y85              
4395,3003216106ALG,,14FEB2113FEB22,,,73H,73H,1845,1830,ORN,ORN,F16Y132             ,F16Y132             
4396,3003216107ORN,,14FEB2113FEB22,,,73H,73H,0700,0720,ALG,ALG,F16Y132             ,F16Y132             
4397,3003216141AZR,,14FEB2113FEB22,,,AT7,AT7,1255,1455,ALG,ALG,Y66                 ,Y66                 
4398,3003216201GHA,,14FEB2113FEB22,,,AT7,AT7,0715,0700,ALG,ALG,Y66                 ,Y66                 
4399,3003216223HME,,14FEB2113FEB22,,,AT7,AT7,0630,0700,ALG,ALG,Y66                 ,Y66                 
4400,3003216252ALG,14FEB2113FEB22,14FEB2113FEB22,,14FEB2113FEB22,736,AT7,0930,0910,ELU,ELU,F16Y85              ,Y66                 
4401,3003216253ELU,14FEB2113FEB22,14FEB2113FEB22,,14FEB2113FEB22,736,AT7,1120,1125,ALG,ALG,F16Y85              ,Y66                 
4402,3003216454AZR,,14FEB2113FEB22,,,AT7,AT7,0700,0900,BMW,BMW,Y66                 ,Y66                 
4403,3003216455BMW,,14FEB2113FEB22,,,AT7,AT7,1000,1200,AZR,AZR,Y66                 ,Y66                 
4404,3103216006ALG,,14FEB2113FEB22,,,73H,73H,1815,1735,AAE,AAE,F16Y132             ,F16Y132             
4405,3103216100ALG,,14FEB2113FEB22,,,AT7,AT7,0700,0600,ORN,ORN,Y66                 ,Y66                 
4406,3103216103ORN,,14FEB2113FEB22,,,AT7,AT7,1600,1625,ALG,ALG,Y66                 ,Y66                 
4407,3103216107ORN,,14FEB2113FEB22,,,73H,73H,0700,0745,ALG,ALG,F16Y132             ,F16Y132             
4408,3103216126ORN,,14FEB2113FEB22,,,AT7,AT7,0620,0700,EBH,EBH,Y66                 ,Y66                 
4409,3103216127EBH,,14FEB2113FEB22,,,AT7,AT7,0810,0850,ORN,ORN,Y66                 ,Y66                 
4410,3103216168ORN,,14FEB2113FEB22,,,73H,73H,1045,1100,CZL,CZL,F16Y132             ,F16Y132             
4411,3103216169CZL,,14FEB2113FEB22,,,73H,73H,1315,1330,ORN,ORN,F16Y132             ,F16Y132             
4412,3103216176ALG,14FEB2113FEB22,,,14FEB2113FEB22,736,AT7,1400,1400,AAE,AAE,F16Y85              ,Y66                 
4413,3103216177AAE,14FEB2113FEB22,14FEB2113FEB22,,14FEB2113FEB22,736,AT7,1600,1605,ALG,ALG,F16Y85              ,Y66                 
4414,3103216182ALG,,14FEB2113FEB22,,,736,736,1345,1400,ORN,ORN,F16Y85              ,F16Y85              
4415,3103216183ORN,,14FEB2113FEB22,,,736,736,1545,1600,ALG,ALG,F16Y85              ,F16Y85              
4416,3103216200ALG,,14FEB2113FEB22,,,AT7,AT7,1730,1615,GHA,GHA,Y66                 ,Y66                 
4417,3103216222ALG,,14FEB2113FEB22,,,AT7,AT7,1620,1550,HME,HME,Y66                 ,Y66                 
4418,3103216378ORN,,14FEB2113FEB22,,,AT7,AT7,1005,0800,TMX,TMX,Y66                 ,Y66                 
4419,3103216379TMX,,14FEB2113FEB22,,,AT7,AT7,1300,1115,ORN,ORN,Y66                 ,Y66                 
4420,3103216382HME,,14FEB2113FEB22,,,AT7,AT7,1740,1725,ORN,ORN,Y66                 ,Y66                 
4421,3103216383ORN,,14FEB2113FEB22,,,AT7,AT7,1445,1430,HME,HME,Y66                 ,Y66                 
4422,3103216388ORN,,14FEB2113FEB22,,,AT7,AT7,0905,1045,CBH,CBH,Y66                 ,Y66                 
4423,3103216389CBH,,14FEB2113FEB22,,,AT7,AT7,1155,1335,ORN,ORN,Y66                 ,Y66                 
4424,0104216027CZL,,14MAR2113MAR22,,,73H,73H,0715,0720,ALG,ALG,F16Y132             ,F16Y132             
4425,0104216107ORN,,14MAR2113MAR22,,,73H,73H,0700,0645,ALG,ALG,F16Y132             ,F16Y132             
4426,0104216201GHA,,14MAR2113MAR22,,,AT7,AT7,0700,0715,ALG,ALG,Y66                 ,Y66                 
4427,0104216223HME,,14MAR2113MAR22,,,AT7,AT7,0700,0630,ALG,ALG,Y66                 ,Y66                 
4428,1403216006ALG,,14MAR2113MAR22,,,73H,73H,1800,1815,AAE,AAE,F16Y132             ,F16Y132             
4429,1403216007AAE,,14MAR2113MAR22,,,73H,73H,0745,0715,ALG,ALG,F16Y132             ,F16Y132             
4430,1403216026ALG,14MAR2113MAR22,,,14MAR2113MAR22,73H,736,1815,1815,CZL,CZL,F16Y132             ,F16Y85              
4431,1403216027CZL,,14MAR2113MAR22,,,73H,73H,0745,0720,ALG,ALG,F16Y132             ,F16Y132             
4432,1403216042ALG,14MAR2113MAR22,,,14MAR2113MAR22,736,73H,1340,1340,BSK,BSK,F16Y85              ,F16Y132             
4433,1403216043BSK,14MAR2113MAR22,,,14MAR2113MAR22,736,73H,1530,1530,ALG,ALG,F16Y85              ,F16Y132             
4434,1403216107ORN,,14MAR2113MAR22,,,73H,73H,0645,0630,ALG,ALG,F16Y132             ,F16Y132             
4435,1403216156ALG,,14MAR2113MAR22,,,73H,73H,1000,0915,TMX,TMX,F16Y132             ,F16Y132             
4436,1403216157TMX,,14MAR2113MAR22,,,73H,73H,1230,1145,ALG,ALG,F16Y132             ,F16Y132             
4437,1403216176ALG,14MAR2113MAR22,14MAR2113MAR22,,14MAR2113MAR22,AT7,736,1500,1415,AAE,AAE,Y66                 ,F16Y85              
4438,1403216177AAE,14MAR2113MAR22,14MAR2113MAR22,,14MAR2113MAR22,AT7,736,1705,1615,ALG,ALG,Y66                 ,F16Y85              
4439,1403216200ALG,,14MAR2113MAR22,,,AT7,AT7,1530,1730,GHA,GHA,Y66                 ,Y66                 
4440,1403216201GHA,,14MAR2113MAR22,,,AT7,AT7,0700,0715,ALG,ALG,Y66                 ,Y66                 
4441,1403216216ALG,14MAR2113MAR22,,,14MAR2113MAR22,AT7,73H,0715,0715,OGX,OGX,Y66                 ,F16Y132             
4442,1403216217OGX,14MAR2113MAR22,14MAR2113MAR22,,14MAR2113MAR22,AT7,73H,0945,1455,ALG,ALG,Y66                 ,F16Y132             
4443,1403216222ALG,,14MAR2113MAR22,,,AT7,AT7,1550,1620,HME,HME,Y66                 ,Y66                 
4444,1403216223HME,,14MAR2113MAR22,,,AT7,AT7,0700,0630,ALG,ALG,Y66                 ,Y66                 
4445,1403216232DJG,14MAR2113MAR22,,,14MAR2113MAR22,73H,332,1315,1315,ALG,ALG,F16Y132             ,F18C14Y219          
4446,1403216232TMR,14MAR2113MAR22,,,14MAR2113MAR22,73H,332,1125,1125,DJG,DJG,F16Y132             ,F18C14Y219          
4447,1403216232ALG,14MAR2113MAR22,,,14MAR2113MAR22,73H,332,0800,0800,TMR,TMR,F16Y132             ,F18C14Y219          
4448,1403216252ALG,14MAR2113MAR22,,,14MAR2113MAR22,AT7,73H,1150,1150,ELU,ELU,Y66                 ,F16Y132             
4449,1403216253ELU,14MAR2113MAR22,14MAR2113MAR22,,14MAR2113MAR22,AT7,73H,1405,1350,ALG,ALG,Y66                 ,F16Y132             
4450,1403216266ALG,,14MAR2113MAR22,,,AT7,AT7,0925,1020,TGR,TGR,Y66                 ,Y66                 
4451,1403216267TGR,,14MAR2113MAR22,,,AT7,AT7,1140,1240,ALG,ALG,Y66                 ,Y66                 
4452,1503216026ALG,,14MAR2113MAR22,,,73H,73H,1820,1815,CZL,CZL,F16Y132             ,F16Y132             
4453,1503216027CZL,14MAR2113MAR22,14MAR2113MAR22,,14MAR2113MAR22,73H,736,0730,0720,ALG,ALG,F16Y132             ,F16Y85              
4454,1503216040ALG,,14MAR2113MAR22,,,AT7,AT7,1415,1130,BSK,BSK,Y66                 ,Y66                 
4455,1503216041BSK,,14MAR2113MAR22,,,AT7,AT7,1605,1320,ALG,ALG,Y66                 ,Y66                 
4456,1503216100ALG,,14MAR2113MAR22,,,73H,73H,1030,1000,ORN,ORN,F16Y132             ,F16Y132             
4457,1503216107ORN,,14MAR2113MAR22,,,73H,73H,0745,0700,ALG,ALG,F16Y132             ,F16Y132             
4458,1503216120ALG,14MAR2113MAR22,,,14MAR2113MAR22,73H,AT7,1300,1300,TLM,TLM,F16Y132             ,Y66                 
4459,1503216121TLM,14MAR2113MAR22,14MAR2113MAR22,,14MAR2113MAR22,73H,AT7,1500,1530,ALG,ALG,F16Y132             ,Y66                 
4460,1503216176ALG,14MAR2113MAR22,,,14MAR2113MAR22,AT7,736,1325,1325,AAE,AAE,Y66                 ,F16Y85              
4461,1503216177AAE,14MAR2113MAR22,14MAR2113MAR22,,14MAR2113MAR22,AT7,736,1530,1525,ALG,ALG,Y66                 ,F16Y85              
4462,1503216200ALG,,14MAR2113MAR22,,,AT7,AT7,1530,1730,GHA,GHA,Y66                 ,Y66                 
4463,1503216201GHA,,14MAR2113MAR22,,,AT7,AT7,0600,0715,ALG,ALG,Y66                 ,Y66                 
4464,1503216218ALG,,14MAR2113MAR22,,,AT7,AT7,0700,1100,OGX,OGX,Y66                 ,Y66                 
4465,1503216219OGX,,14MAR2113MAR22,,,AT7,AT7,0930,1330,ALG,ALG,Y66                 ,Y66                 
4466,1503216222ALG,,14MAR2113MAR22,,,AT7,AT7,1550,1620,HME,HME,Y66                 ,Y66                 
4467,1503216223HME,,14MAR2113MAR22,,,AT7,AT7,0700,0630,ALG,ALG,Y66                 ,Y66                 
4468,1603216027CZL,,14MAR2113MAR22,,,73H,73H,0735,0720,ALG,ALG,F16Y132             ,F16Y132             
4469,1603216050ALG,14MAR2113MAR22,,,14MAR2113MAR22,736,AT7,1000,1000,BJA,BJA,F16Y85              ,Y66                 
4470,1603216051BJA,14MAR2113MAR22,14MAR2113MAR22,,14MAR2113MAR22,736,AT7,1130,1135,ALG,ALG,F16Y85              ,Y66                 
4471,1603216106ALG,,14MAR2113MAR22,,,73H,73H,1830,1845,ORN,ORN,F16Y132             ,F16Y132             
4472,1603216107ORN,,14MAR2113MAR22,,,73H,73H,0720,0700,ALG,ALG,F16Y132             ,F16Y132             
4473,1603216141AZR,,14MAR2113MAR22,,,AT7,AT7,1455,1255,ALG,ALG,Y66                 ,Y66                 
4474,1603216201GHA,,14MAR2113MAR22,,,AT7,AT7,0700,0715,ALG,ALG,Y66                 ,Y66                 
4475,1603216223HME,,14MAR2113MAR22,,,AT7,AT7,0700,0630,ALG,ALG,Y66                 ,Y66                 
4476,1603216252ALG,14MAR2113MAR22,14MAR2113MAR22,,14MAR2113MAR22,AT7,736,0910,0930,ELU,ELU,Y66                 ,F16Y85              
4477,1603216253ELU,14MAR2113MAR22,14MAR2113MAR22,,14MAR2113MAR22,AT7,736,1125,1120,ALG,ALG,Y66                 ,F16Y85              
4478,1603216454AZR,,14MAR2113MAR22,,,AT7,AT7,0900,0700,BMW,BMW,Y66                 ,Y66                 
4479,1603216455BMW,,14MAR2113MAR22,,,AT7,AT7,1200,1000,AZR,AZR,Y66                 ,Y66                 
4480,1703216006ALG,,14MAR2113MAR22,,,73H,73H,1735,1815,AAE,AAE,F16Y132             ,F16Y132             
4481,1703216100ALG,,14MAR2113MAR22,,,AT7,AT7,0600,0700,ORN,ORN,Y66                 ,Y66                 
4482,1703216103ORN,,14MAR2113MAR22,,,AT7,AT7,1625,1600,ALG,ALG,Y66                 ,Y66                 
4483,1703216107ORN,,14MAR2113MAR22,,,73H,73H,0745,0700,ALG,ALG,F16Y132             ,F16Y132             
4484,1703216126ORN,,14MAR2113MAR22,,,AT7,AT7,0700,0620,EBH,EBH,Y66                 ,Y66                 
4485,1703216127EBH,,14MAR2113MAR22,,,AT7,AT7,0850,0810,ORN,ORN,Y66                 ,Y66                 
4486,1703216168ORN,,14MAR2113MAR22,,,73H,73H,1100,1045,CZL,CZL,F16Y132             ,F16Y132             
4487,1703216169CZL,,14MAR2113MAR22,,,73H,73H,1330,1315,ORN,ORN,F16Y132             ,F16Y132             
4488,1703216182ALG,,14MAR2113MAR22,,,736,736,1400,1345,ORN,ORN,F16Y85              ,F16Y85              
4489,1703216183ORN,,14MAR2113MAR22,,,736,736,1600,1545,ALG,ALG,F16Y85              ,F16Y85              
4490,1703216200ALG,,14MAR2113MAR22,,,AT7,AT7,1615,1730,GHA,GHA,Y66                 ,Y66                 
4491,1703216222ALG,,14MAR2113MAR22,,,AT7,AT7,1550,1620,HME,HME,Y66                 ,Y66                 
4492,1703216252ALG,14MAR2113MAR22,,,14MAR2113MAR22,AT7,73H,0710,0710,ELU,ELU,Y66                 ,F16Y132             
4493,1703216253ELU,14MAR2113MAR22,14MAR2113MAR22,,14MAR2113MAR22,AT7,73H,0925,0900,ALG,ALG,Y66                 ,F16Y132             
4494,1703216378ORN,,14MAR2113MAR22,,,AT7,AT7,0800,1005,TMX,TMX,Y66                 ,Y66                 
4495,1703216379TMX,,14MAR2113MAR22,,,AT7,AT7,1115,1300,ORN,ORN,Y66                 ,Y66                 
4496,1703216382HME,,14MAR2113MAR22,,,AT7,AT7,1725,1740,ORN,ORN,Y66                 ,Y66                 
4497,1703216383ORN,,14MAR2113MAR22,,,AT7,AT7,1430,1445,HME,HME,Y66                 ,Y66                 
4498,1703216388ORN,,14MAR2113MAR22,,,AT7,AT7,1045,0905,CBH,CBH,Y66                 ,Y66                 
