ID,KEY_FLT,ch_type_app,ch_std,ch_dest,ch_config,Aircraft_Type_x,Aircraft_Type_y,STD_UTC_x,STD_UTC_y,Arrival_Station_x,Arrival_Station_y,Aircraft_Configuration_x,Aircraft_Configuration_y
4093,3103216182ALG,,13MAR2112MAR22,,,736,736,1400,1345,ORN,ORN,F16Y85              ,F16Y85              
4094,3103216183ORN,,13MAR2112MAR22,,,736,736,1600,1545,ALG,ALG,F16Y85              ,F16Y85              
4095,3103216200ALG,,13MAR2112MAR22,,,AT7,AT7,1615,1730,GHA,GHA,Y66                 ,Y66                 
4096,3103216222ALG,,13MAR2112MAR22,,,AT7,AT7,1550,1620,HME,HME,Y66                 ,Y66                 
4097,3103216378ORN,,13MAR2112MAR22,,,AT7,AT7,0800,1005,TMX,TMX,Y66                 ,Y66                 
4098,3103216379TMX,,13MAR2112MAR22,,,AT7,AT7,1115,1300,ORN,ORN,Y66                 ,Y66                 
4099,3103216382HME,,13MAR2112MAR22,,,AT7,AT7,1725,1740,ORN,ORN,Y66                 ,Y66                 
4100,3103216383ORN,,13MAR2112MAR22,,,AT7,AT7,1430,1445,HME,HME,Y66                 ,Y66                 
4101,3103216388ORN,,13MAR2112MAR22,,,AT7,AT7,1045,0905,CBH,CBH,Y66                 ,Y66                 
4102,3103216389CBH,,13MAR2112MAR22,,,AT7,AT7,1335,1155,ORN,ORN,Y66                 ,Y66                 
4103,0103216201GHA,,14FEB2113FEB22,,,AT7,AT7,0700,0600,ALG,ALG,Y66                 ,Y66                 
4104,0104216027CZL,,14FEB2113FEB22,,,73H,73H,0720,0715,ALG,ALG,F16Y132             ,F16Y132             
4105,0104216107ORN,,14FEB2113FEB22,,,73H,73H,0645,0700,ALG,ALG,F16Y132             ,F16Y132             
4106,0104216201GHA,,14FEB2113FEB22,,,AT7,AT7,0715,0700,ALG,ALG,Y66                 ,Y66                 
4107,0104216223HME,,14FEB2113FEB22,,,AT7,AT7,0630,0700,ALG,ALG,Y66                 ,Y66                 
4108,1303216056ALG,14FEB2113FEB22,14FEB2113FEB22,,14FEB2113FEB22,736,AT7,1350,1400,GJL,GJL,F16Y85              ,Y66                 
4109,1303216057GJL,14FEB2113FEB22,14FEB2113FEB22,,14FEB2113FEB22,736,AT7,1545,1550,ALG,ALG,F16Y85              ,Y66                 
4110,1303216107ORN,,14FEB2113FEB22,,,73H,73H,0700,0745,ALG,ALG,F16Y132             ,F16Y132             
4111,1303216132ALG,14FEB2113FEB22,,,14FEB2113FEB22,736,AT7,0900,0900,CBH,CBH,F16Y85              ,Y66                 
4112,1303216133CBH,14FEB2113FEB22,14FEB2113FEB22,,14FEB2113FEB22,736,AT7,1130,1205,ALG,ALG,F16Y85              ,Y66                 
4113,1303216141AZR,,14FEB2113FEB22,,,AT7,AT7,1145,0700,ALG,ALG,Y66                 ,Y66                 
4114,1303216200ALG,,14FEB2113FEB22,,,AT7,AT7,1730,1530,GHA,GHA,Y66                 ,Y66                 
4115,1303216201GHA,,14FEB2113FEB22,,,AT7,AT7,0715,0700,ALG,ALG,Y66                 ,Y66                 
4116,1303216222ALG,,14FEB2113FEB22,,,AT7,AT7,1610,1550,HME,HME,Y66                 ,Y66                 
4117,1303216223HME,,14FEB2113FEB22,,,AT7,AT7,0630,0700,ALG,ALG,Y66                 ,Y66                 
4118,1303216228ALG,,14FEB2113FEB22,,,AT7,AT7,1130,1110,HME,HME,Y66                 ,Y66                 
4119,1303216229HME,,14FEB2113FEB22,,,AT7,AT7,1400,1340,ALG,ALG,Y66                 ,Y66                 
4120,1303216252ALG,14FEB2113FEB22,,,14FEB2113FEB22,73H,AT7,0935,0935,ELU,ELU,F16Y132             ,Y66                 
4121,1303216253ELU,14FEB2113FEB22,14FEB2113FEB22,,14FEB2113FEB22,73H,AT7,1135,1150,ALG,ALG,F16Y132             ,Y66                 
4122,1303216292ALG,14FEB2113FEB22,,,14FEB2113FEB22,332,736,0905,0905,DJG,DJG,F18C14Y219          ,F16Y86              
4123,1303216292TMR,14FEB2113FEB22,,,14FEB2113FEB22,332,736,1410,1410,ALG,ALG,F18C14Y219          ,F16Y86              
4124,1303216292DJG,14FEB2113FEB22,,,14FEB2113FEB22,332,736,1220,1220,TMR,TMR,F18C14Y219          ,F16Y86              
4125,1303216472ALG,,14FEB2113FEB22,,,73H,73H,1030,1000,DJG,DJG,F16Y132             ,F16Y132             
4126,1303216473VVZ,,14FEB2113FEB22,,,73H,73H,1535,1505,ALG,ALG,F16Y132             ,F16Y132             
4127,1303216473DJG,,14FEB2113FEB22,,,73H,73H,1345,1315,VVZ,VVZ,F16Y132             ,F16Y132             
4128,1303216518ELG,14FEB2113FEB22,14FEB2113FEB22,,14FEB2113FEB22,AT7,736,1040,0930,TMR,TMR,Y66                 ,F16Y85              
4129,1303216519TMR,14FEB2113FEB22,14FEB2113FEB22,,14FEB2113FEB22,AT7,736,1330,1155,ELG,ELG,Y66                 ,F16Y85              
4130,1303216520ALG,14FEB2113FEB22,14FEB2113FEB22,,14FEB2113FEB22,AT7,736,0800,0715,ELG,ELG,Y66                 ,F16Y85              
4131,1303216521ELG,14FEB2113FEB22,14FEB2113FEB22,,14FEB2113FEB22,AT7,736,1610,1420,ALG,ALG,Y66                 ,F16Y85              
4132,1403216006ALG,,14FEB2113FEB22,,,73H,73H,1815,1800,AAE,AAE,F16Y132             ,F16Y132             
4133,1403216007AAE,,14FEB2113FEB22,,,73H,73H,0715,0745,ALG,ALG,F16Y132             ,F16Y132             
4134,1403216027CZL,,14FEB2113FEB22,,,73H,73H,0720,0745,ALG,ALG,F16Y132             ,F16Y132             
4135,1403216107ORN,,14FEB2113FEB22,,,73H,73H,0630,0645,ALG,ALG,F16Y132             ,F16Y132             
4136,1403216156ALG,,14FEB2113FEB22,,,73H,73H,0915,1000,TMX,TMX,F16Y132             ,F16Y132             
4137,1403216157TMX,,14FEB2113FEB22,,,73H,73H,1145,1230,ALG,ALG,F16Y132             ,F16Y132             
4138,1403216176ALG,14FEB2113FEB22,14FEB2113FEB22,,14FEB2113FEB22,736,AT7,1415,1500,AAE,AAE,F16Y85              ,Y66                 
4139,1403216177AAE,14FEB2113FEB22,14FEB2113FEB22,,14FEB2113FEB22,736,AT7,1615,1705,ALG,ALG,F16Y85              ,Y66                 
4140,1403216194ALG,14FEB2113FEB22,,,14FEB2113FEB22,73H,736,1405,1405,CZL,CZL,F16Y132             ,F16Y85              
4141,1403216195CZL,14FEB2113FEB22,,,14FEB2113FEB22,73H,736,1555,1555,ALG,ALG,F16Y132             ,F16Y85              
4142,1403216200ALG,,14FEB2113FEB22,,,AT7,AT7,1730,1530,GHA,GHA,Y66                 ,Y66                 
4143,1403216201GHA,,14FEB2113FEB22,,,AT7,AT7,0715,0700,ALG,ALG,Y66                 ,Y66                 
4144,1403216222ALG,,14FEB2113FEB22,,,AT7,AT7,1620,1550,HME,HME,Y66                 ,Y66                 
4145,1403216223HME,,14FEB2113FEB22,,,AT7,AT7,0630,0700,ALG,ALG,Y66                 ,Y66                 
4146,1403216232DJG,14FEB2113FEB22,,,14FEB2113FEB22,332,73H,1315,1315,ALG,ALG,F18C14Y219          ,F16Y132             
4147,1403216232TMR,14FEB2113FEB22,,,14FEB2113FEB22,332,73H,1125,1125,DJG,DJG,F18C14Y219          ,F16Y132             
4148,1403216232ALG,14FEB2113FEB22,,,14FEB2113FEB22,332,73H,0800,0800,TMR,TMR,F18C14Y219          ,F16Y132             
4149,1403216252ALG,14FEB2113FEB22,,,14FEB2113FEB22,73H,AT7,1150,1150,ELU,ELU,F16Y132             ,Y66                 
4150,1403216253ELU,14FEB2113FEB22,14FEB2113FEB22,,14FEB2113FEB22,73H,AT7,1350,1405,ALG,ALG,F16Y132             ,Y66                 
4151,1403216266ALG,,14FEB2113FEB22,,,AT7,AT7,1020,0925,TGR,TGR,Y66                 ,Y66                 
4152,1403216267TGR,,14FEB2113FEB22,,,AT7,AT7,1240,1140,ALG,ALG,Y66                 ,Y66                 
4153,1503216026ALG,,14FEB2113FEB22,,,73H,73H,1815,1820,CZL,CZL,F16Y132             ,F16Y132             
4154,1503216027CZL,,14FEB2113FEB22,,,73H,73H,0720,0730,ALG,ALG,F16Y132             ,F16Y132             
4155,1503216040ALG,,14FEB2113FEB22,,,AT7,AT7,1130,1415,BSK,BSK,Y66                 ,Y66                 
4156,1503216041BSK,,14FEB2113FEB22,,,AT7,AT7,1320,1605,ALG,ALG,Y66                 ,Y66                 
4157,1503216100ALG,,14FEB2113FEB22,,,73H,73H,1000,1030,ORN,ORN,F16Y132             ,F16Y132             
4158,1503216107ORN,,14FEB2113FEB22,,,73H,73H,0700,0745,ALG,ALG,F16Y132             ,F16Y132             
4159,1503216176ALG,14FEB2113FEB22,,,14FEB2113FEB22,736,AT7,1325,1325,AAE,AAE,F16Y85              ,Y66                 
4160,1503216177AAE,14FEB2113FEB22,14FEB2113FEB22,,14FEB2113FEB22,736,AT7,1525,1530,ALG,ALG,F16Y85              ,Y66                 
4161,1503216200ALG,,14FEB2113FEB22,,,AT7,AT7,1730,1530,GHA,GHA,Y66                 ,Y66                 
4162,1503216201GHA,,14FEB2113FEB22,,,AT7,AT7,0715,0600,ALG,ALG,Y66                 ,Y66                 
4163,1503216218ALG,,14FEB2113FEB22,,,AT7,AT7,1100,0700,OGX,OGX,Y66                 ,Y66                 
4164,1503216219OGX,,14FEB2113FEB22,,,AT7,AT7,1330,0930,ALG,ALG,Y66                 ,Y66                 
4165,1503216222ALG,,14FEB2113FEB22,,,AT7,AT7,1620,1550,HME,HME,Y66                 ,Y66                 
4166,1503216223HME,,14FEB2113FEB22,,,AT7,AT7,0630,0700,ALG,ALG,Y66                 ,Y66                 
4167,1603216027CZL,,14FEB2113FEB22,,,73H,73H,0720,0735,ALG,ALG,F16Y132             ,F16Y132             
4168,1603216050ALG,14FEB2113FEB22,,,14FEB2113FEB22,AT7,736,1000,1000,BJA,BJA,Y66                 ,F16Y85              
4169,1603216051BJA,14FEB2113FEB22,14FEB2113FEB22,,14FEB2113FEB22,AT7,736,1135,1130,ALG,ALG,Y66                 ,F16Y85              
4170,1603216106ALG,,14FEB2113FEB22,,,73H,73H,1845,1830,ORN,ORN,F16Y132             ,F16Y132             
4171,1603216107ORN,,14FEB2113FEB22,,,73H,73H,0700,0720,ALG,ALG,F16Y132             ,F16Y132             
4172,1603216141AZR,,14FEB2113FEB22,,,AT7,AT7,1255,1455,ALG,ALG,Y66                 ,Y66                 
4173,1603216201GHA,,14FEB2113FEB22,,,AT7,AT7,0715,0700,ALG,ALG,Y66                 ,Y66                 
4174,1603216223HME,,14FEB2113FEB22,,,AT7,AT7,0630,0700,ALG,ALG,Y66                 ,Y66                 
4175,1603216252ALG,14FEB2113FEB22,14FEB2113FEB22,,14FEB2113FEB22,736,AT7,0930,0910,ELU,ELU,F16Y85              ,Y66                 
4176,1603216253ELU,14FEB2113FEB22,14FEB2113FEB22,,14FEB2113FEB22,736,AT7,1120,1125,ALG,ALG,F16Y85              ,Y66                 
4177,1603216454AZR,,14FEB2113FEB22,,,AT7,AT7,0700,0900,BMW,BMW,Y66                 ,Y66                 
4178,1603216455BMW,,14FEB2113FEB22,,,AT7,AT7,1000,1200,AZR,AZR,Y66                 ,Y66                 
4179,1703216006ALG,,14FEB2113FEB22,,,73H,73H,1815,1735,AAE,AAE,F16Y132             ,F16Y132             
4180,1703216100ALG,,14FEB2113FEB22,,,AT7,AT7,0700,0600,ORN,ORN,Y66                 ,Y66                 
4181,1703216103ORN,,14FEB2113FEB22,,,AT7,AT7,1600,1625,ALG,ALG,Y66                 ,Y66                 
4182,1703216107ORN,,14FEB2113FEB22,,,73H,73H,0700,0745,ALG,ALG,F16Y132             ,F16Y132             
4183,1703216126ORN,,14FEB2113FEB22,,,AT7,AT7,0620,0700,EBH,EBH,Y66                 ,Y66                 
4184,1703216127EBH,,14FEB2113FEB22,,,AT7,AT7,0810,0850,ORN,ORN,Y66                 ,Y66                 
4185,1703216168ORN,,14FEB2113FEB22,,,73H,73H,1045,1100,CZL,CZL,F16Y132             ,F16Y132             
4186,1703216169CZL,,14FEB2113FEB22,,,73H,73H,1315,1330,ORN,ORN,F16Y132             ,F16Y132             
4187,1703216182ALG,,14FEB2113FEB22,,,736,736,1345,1400,ORN,ORN,F16Y85              ,F16Y85              
4188,1703216183ORN,,14FEB2113FEB22,,,736,736,1545,1600,ALG,ALG,F16Y85              ,F16Y85              
4189,1703216200ALG,,14FEB2113FEB22,,,AT7,AT7,1730,1615,GHA,GHA,Y66                 ,Y66                 
4190,1703216222ALG,,14FEB2113FEB22,,,AT7,AT7,1620,1550,HME,HME,Y66                 ,Y66                 
4191,1703216252ALG,14FEB2113FEB22,,,14FEB2113FEB22,736,AT7,0710,0710,ELU,ELU,F16Y85              ,Y66                 
4192,1703216253ELU,14FEB2113FEB22,14FEB2113FEB22,,14FEB2113FEB22,736,AT7,0900,0925,ALG,ALG,F16Y85              ,Y66                 
4193,1703216378ORN,,14FEB2113FEB22,,,AT7,AT7,1005,0800,TMX,TMX,Y66                 ,Y66                 
4194,1703216379TMX,,14FEB2113FEB22,,,AT7,AT7,1300,1115,ORN,ORN,Y66                 ,Y66                 
4195,1703216382HME,,14FEB2113FEB22,,,AT7,AT7,1740,1725,ORN,ORN,Y66                 ,Y66                 
4196,1703216383ORN,,14FEB2113FEB22,,,AT7,AT7,1445,1430,HME,HME,Y66                 ,Y66                 
4197,1703216388ORN,,14FEB2113FEB22,,,AT7,AT7,0905,1045,CBH,CBH,Y66                 ,Y66                 
4198,1703216389CBH,,14FEB2113FEB22,,,AT7,AT7,1155,1335,ORN,ORN,Y66                 ,Y66                 
4199,1803216027CZL,,14FEB2113FEB22,,,73H,73H,0720,0715,ALG,ALG,F16Y132             ,F16Y132             
4200,1803216052ALG,,14FEB2113FEB22,,,AT7,AT7,1220,1450,BJA,BJA,Y66                 ,Y66                 
4201,1803216053BJA,,14FEB2113FEB22,,,AT7,AT7,1355,1625,ALG,ALG,Y66                 ,Y66                 
4202,1803216056ALG,,14FEB2113FEB22,,,AT7,AT7,0925,1420,GJL,GJL,Y66                 ,Y66                 
4203,1803216057GJL,,14FEB2113FEB22,,,AT7,AT7,1105,1600,ALG,ALG,Y66                 ,Y66                 
4204,1803216106ALG,,14FEB2113FEB22,,,73H,73H,1830,1800,ORN,ORN,F16Y132             ,F16Y132             
4205,1803216107ORN,,14FEB2113FEB22,,,73H,73H,0645,0700,ALG,ALG,F16Y132             ,F16Y132             
4206,1803216132ALG,14FEB2113FEB22,,,14FEB2113FEB22,736,AT7,1000,1000,CBH,CBH,F16Y85              ,Y66                 
4207,1803216133CBH,14FEB2113FEB22,14FEB2113FEB22,,14FEB2113FEB22,736,AT7,1230,1305,ALG,ALG,F16Y85              ,Y66                 
4208,1803216195CZL,,14FEB2113FEB22,,,736,736,1550,1600,ALG,ALG,F16Y85              ,F16Y85              
4209,1803216200ALG,,14FEB2113FEB22,,,AT7,AT7,1730,1530,GHA,GHA,Y66                 ,Y66                 
4210,1803216201GHA,,14FEB2113FEB22,,,AT7,AT7,0715,0700,ALG,ALG,Y66                 ,Y66                 
4211,1803216222ALG,,14FEB2113FEB22,,,AT7,AT7,1620,1550,HME,HME,Y66                 ,Y66                 
4212,1803216223HME,,14FEB2113FEB22,,,AT7,AT7,0630,0700,ALG,ALG,Y66                 ,Y66                 
4213,1803216476ALG,,14FEB2113FEB22,,,AT7,AT7,1000,1040,EBH,EBH,Y66                 ,Y66                 
4214,1803216477EBH,,14FEB2113FEB22,,,AT7,AT7,1200,1240,ALG,ALG,Y66                 ,Y66                 
4215,1803216486VVZ,14FEB2113FEB22,,,14FEB2113FEB22,73H,736,1100,1100,DJG,DJG,F16Y132             ,F16Y86              
4216,1803216486ALG,14FEB2113FEB22,,,14FEB2113FEB22,73H,736,0805,0805,VVZ,VVZ,F16Y132             ,F16Y86              
4217,1803216487DJG,14FEB2113FEB22,,,14FEB2113FEB22,73H,736,1245,1245,ALG,ALG,F16Y132             ,F16Y86              
4218,1903216007AAE,,14FEB2113FEB22,,,73H,73H,0715,0745,ALG,ALG,F16Y132             ,F16Y132             
4219,1903216106ALG,,14FEB2113FEB22,,,73H,73H,1845,1830,ORN,ORN,F16Y132             ,F16Y132             
4220,1903216190ALG,,14FEB2113FEB22,,,736,736,0930,0830,CZL,CZL,F16Y85              ,F16Y85              
4221,1903216191CZL,,14FEB2113FEB22,,,736,736,1120,1020,ALG,ALG,F16Y85              ,F16Y85              
4222,1903216200ALG,,14FEB2113FEB22,,,AT7,AT7,1730,1530,GHA,GHA,Y66                 ,Y66                 
4223,1903216201GHA,,14FEB2113FEB22,,,AT7,AT7,0715,0700,ALG,ALG,Y66                 ,Y66                 
4224,1903216222ALG,,14FEB2113FEB22,,,AT7,AT7,1620,1550,HME,HME,Y66                 ,Y66                 
4225,1903216223HME,,14FEB2113FEB22,,,AT7,AT7,0630,0700,ALG,ALG,Y66                 ,Y66                 
4226,1903216232ALG,14FEB2113FEB22,,,,332,73H,0730,0730,TMR,TMR,F16Y86              ,F16Y86              
4227,1903216232DJG,14FEB2113FEB22,,,,332,73H,1245,1245,ALG,ALG,F16Y86              ,F16Y86              
4228,1903216232TMR,14FEB2113FEB22,,,,332,73H,1055,1055,DJG,DJG,F16Y86              ,F16Y86              
4229,1903216245IAM,,14FEB2113FEB22,,,AT7,AT7,1535,1455,ALG,ALG,Y66                 ,Y66                 
4230,1903216252ALG,14FEB2113FEB22,,,14FEB2113FEB22,73H,AT7,1300,1300,ELU,ELU,F16Y132             ,Y66                 
4231,1903216253ELU,14FEB2113FEB22,14FEB2113FEB22,,14FEB2113FEB22,73H,AT7,1500,1515,ALG,ALG,F16Y132             ,Y66                 
4232,1903216318ALG,,14FEB2113FEB22,,,AT7,AT7,1030,0900,ELG,ELG,Y66                 ,Y66                 
4233,1903216319OGX,,14FEB2113FEB22,,,AT7,AT7,1500,1330,ALG,ALG,Y66                 ,Y66                 
4234,1903216319ELG,,14FEB2113FEB22,,,AT7,AT7,1245,1115,OGX,OGX,Y66                 ,Y66                 
4235,2003216056ALG,14FEB2113FEB22,14FEB2113FEB22,,14FEB2113FEB22,736,AT7,1350,1400,GJL,GJL,F16Y85              ,Y66                 
4236,2003216057GJL,14FEB2113FEB22,14FEB2113FEB22,,14FEB2113FEB22,736,AT7,1545,1550,ALG,ALG,F16Y85              ,Y66                 
4237,2003216107ORN,,14FEB2113FEB22,,,73H,73H,0700,0745,ALG,ALG,F16Y132             ,F16Y132             
4238,2003216132ALG,14FEB2113FEB22,,,14FEB2113FEB22,736,AT7,0900,0900,CBH,CBH,F16Y85              ,Y66                 
4239,2003216133CBH,14FEB2113FEB22,14FEB2113FEB22,,14FEB2113FEB22,736,AT7,1130,1205,ALG,ALG,F16Y85              ,Y66                 
4240,2003216200ALG,,14FEB2113FEB22,,,AT7,AT7,1730,1530,GHA,GHA,Y66                 ,Y66                 
4241,2003216201GHA,,14FEB2113FEB22,,,AT7,AT7,0715,0700,ALG,ALG,Y66                 ,Y66                 
4242,2003216222ALG,,14FEB2113FEB22,,,AT7,AT7,1610,1550,HME,HME,Y66                 ,Y66                 
4243,2003216223HME,,14FEB2113FEB22,,,AT7,AT7,0715,0700,ALG,ALG,Y66                 ,Y66                 
4244,2003216228ALG,,14FEB2113FEB22,,,AT7,AT7,1130,1110,HME,HME,Y66                 ,Y66                 
4245,2003216229HME,,14FEB2113FEB22,,,AT7,AT7,1400,1340,ALG,ALG,Y66                 ,Y66                 
4246,2003216252ALG,14FEB2113FEB22,14FEB2113FEB22,,14FEB2113FEB22,736,AT7,0945,0935,ELU,ELU,F16Y85              ,Y66                 
4247,2003216253ELU,14FEB2113FEB22,14FEB2113FEB22,,14FEB2113FEB22,736,AT7,1145,1150,ALG,ALG,F16Y85              ,Y66                 
4248,2003216292TMR,14FEB2113FEB22,,,14FEB2113FEB22,73H,736,1410,1410,ALG,ALG,F16Y132             ,F16Y86              
4249,2003216292DJG,14FEB2113FEB22,,,14FEB2113FEB22,73H,736,1220,1220,TMR,TMR,F16Y132             ,F16Y86              
4250,2003216292ALG,14FEB2113FEB22,,,14FEB2113FEB22,73H,736,0905,0905,DJG,DJG,F16Y132             ,F16Y86              
4251,2003216518ELG,14FEB2113FEB22,14FEB2113FEB22,,14FEB2113FEB22,AT7,736,1040,0930,TMR,TMR,Y66                 ,F16Y85              
4252,2003216519TMR,14FEB2113FEB22,14FEB2113FEB22,,14FEB2113FEB22,AT7,736,1330,1155,ELG,ELG,Y66                 ,F16Y85              
4253,2003216520ALG,14FEB2113FEB22,14FEB2113FEB22,,14FEB2113FEB22,AT7,736,0800,0715,ELG,ELG,Y66                 ,F16Y85              
4254,2003216521ELG,14FEB2113FEB22,14FEB2113FEB22,,14FEB2113FEB22,AT7,736,1610,1420,ALG,ALG,Y66                 ,F16Y85              
4255,2103216006ALG,,14FEB2113FEB22,,,73H,73H,1815,1800,AAE,AAE,F16Y132             ,F16Y132             
4256,2103216007AAE,,14FEB2113FEB22,,,73H,73H,0715,0745,ALG,ALG,F16Y132             ,F16Y132             
4257,2103216027CZL,,14FEB2113FEB22,,,73H,73H,0720,0745,ALG,ALG,F16Y132             ,F16Y132             
4258,2103216107ORN,,14FEB2113FEB22,,,73H,73H,0630,0645,ALG,ALG,F16Y132             ,F16Y132             
4259,2103216156ALG,,14FEB2113FEB22,,,73H,73H,0915,1000,TMX,TMX,F16Y132             ,F16Y132             
4260,2103216157TMX,,14FEB2113FEB22,,,73H,73H,1145,1230,ALG,ALG,F16Y132             ,F16Y132             
4261,2103216176ALG,14FEB2113FEB22,14FEB2113FEB22,,14FEB2113FEB22,736,AT7,1415,1500,AAE,AAE,F16Y85              ,Y66                 
4262,2103216177AAE,14FEB2113FEB22,14FEB2113FEB22,,14FEB2113FEB22,736,AT7,1615,1705,ALG,ALG,F16Y85              ,Y66                 
4263,2103216194ALG,14FEB2113FEB22,,,14FEB2113FEB22,73H,736,1405,1405,CZL,CZL,F16Y132             ,F16Y85              
4264,2103216195CZL,14FEB2113FEB22,,,14FEB2113FEB22,73H,736,1555,1555,ALG,ALG,F16Y132             ,F16Y85              
4265,2103216200ALG,,14FEB2113FEB22,,,AT7,AT7,1730,1530,GHA,GHA,Y66                 ,Y66                 
4266,2103216201GHA,,14FEB2113FEB22,,,AT7,AT7,0735,0700,ALG,ALG,Y66                 ,Y66                 
4267,2103216222ALG,,14FEB2113FEB22,,,AT7,AT7,1620,1550,HME,HME,Y66                 ,Y66                 
4268,2103216223HME,,14FEB2113FEB22,,,AT7,AT7,0630,0700,ALG,ALG,Y66                 ,Y66                 
4269,2103216252ALG,14FEB2113FEB22,,,14FEB2113FEB22,736,AT7,1150,1150,ELU,ELU,F16Y85              ,Y66                 
4270,2103216253ELU,14FEB2113FEB22,14FEB2113FEB22,,14FEB2113FEB22,736,AT7,1350,1405,ALG,ALG,F16Y85              ,Y66                 
4271,2103216266ALG,,14FEB2113FEB22,,,AT7,AT7,1020,0925,TGR,TGR,Y66                 ,Y66                 
4272,2103216267TGR,,14FEB2113FEB22,,,AT7,AT7,1240,1140,ALG,ALG,Y66                 ,Y66                 
4273,2203216026ALG,,14FEB2113FEB22,,,73H,73H,1815,1820,CZL,CZL,F16Y132             ,F16Y132             
4274,2203216027CZL,,14FEB2113FEB22,,,73H,73H,0720,0730,ALG,ALG,F16Y132             ,F16Y132             
4275,2203216040ALG,,14FEB2113FEB22,,,AT7,AT7,1130,1415,BSK,BSK,Y66                 ,Y66                 
4276,2203216041BSK,,14FEB2113FEB22,,,AT7,AT7,1320,1605,ALG,ALG,Y66                 ,Y66                 
4277,2203216100ALG,,14FEB2113FEB22,,,73H,73H,1000,1030,ORN,ORN,F16Y132             ,F16Y132             
4278,2203216107ORN,,14FEB2113FEB22,,,73H,73H,0700,0745,ALG,ALG,F16Y132             ,F16Y132             
4279,2203216176ALG,14FEB2113FEB22,,,14FEB2113FEB22,736,AT7,1325,1325,AAE,AAE,F16Y85              ,Y66                 
4280,2203216177AAE,14FEB2113FEB22,14FEB2113FEB22,,14FEB2113FEB22,736,AT7,1525,1530,ALG,ALG,F16Y85              ,Y66                 
4281,2203216200ALG,,14FEB2113FEB22,,,AT7,AT7,1730,1530,GHA,GHA,Y66                 ,Y66                 
4282,2203216201GHA,,14FEB2113FEB22,,,AT7,AT7,0715,0600,ALG,ALG,Y66                 ,Y66                 
4283,2203216218ALG,,14FEB2113FEB22,,,AT7,AT7,1100,0700,OGX,OGX,Y66                 ,Y66                 
4284,2203216219OGX,,14FEB2113FEB22,,,AT7,AT7,1330,0930,ALG,ALG,Y66                 ,Y66                 
4285,2203216222ALG,,14FEB2113FEB22,,,AT7,AT7,1620,1550,HME,HME,Y66                 ,Y66                 
4286,2203216223HME,,14FEB2113FEB22,,,AT7,AT7,0630,0700,ALG,ALG,Y66                 ,Y66                 
4287,2303216027CZL,,14FEB2113FEB22,,,73H,73H,0720,0735,ALG,ALG,F16Y132             ,F16Y132             
4288,2303216050ALG,14FEB2113FEB22,,,14FEB2113FEB22,AT7,736,1000,1000,BJA,BJA,Y66                 ,F16Y85              
4289,2303216051BJA,14FEB2113FEB22,14FEB2113FEB22,,14FEB2113FEB22,AT7,736,1135,1130,ALG,ALG,Y66                 ,F16Y85              
4290,2303216106ALG,,14FEB2113FEB22,,,73H,73H,1845,1830,ORN,ORN,F16Y132             ,F16Y132             
4291,2303216107ORN,,14FEB2113FEB22,,,73H,73H,0700,0720,ALG,ALG,F16Y132             ,F16Y132             
4292,2303216141AZR,,14FEB2113FEB22,,,AT7,AT7,1255,1455,ALG,ALG,Y66                 ,Y66                 
4293,2303216201GHA,,14FEB2113FEB22,,,AT7,AT7,0715,0700,ALG,ALG,Y66                 ,Y66                 
4294,2303216223HME,,14FEB2113FEB22,,,AT7,AT7,0630,0700,ALG,ALG,Y66                 ,Y66                 
4295,2303216252ALG,14FEB2113FEB22,14FEB2113FEB22,,14FEB2113FEB22,736,AT7,0930,0910,ELU,ELU,F16Y85              ,Y66                 
4296,2303216253ELU,14FEB2113FEB22,14FEB2113FEB22,,14FEB2113FEB22,736,AT7,1120,1125,ALG,ALG,F16Y85              ,Y66                 
4297,2303216454AZR,,14FEB2113FEB22,,,AT7,AT7,0700,0900,BMW,BMW,Y66                 ,Y66                 
4298,2303216455BMW,,14FEB2113FEB22,,,AT7,AT7,1000,1200,AZR,AZR,Y66                 ,Y66                 
4299,2403216006ALG,,14FEB2113FEB22,,,73H,73H,1815,1735,AAE,AAE,F16Y132             ,F16Y132             
4300,2403216100ALG,,14FEB2113FEB22,,,AT7,AT7,0700,0600,ORN,ORN,Y66                 ,Y66                 
4301,2403216103ORN,,14FEB2113FEB22,,,AT7,AT7,1600,1625,ALG,ALG,Y66                 ,Y66                 
4302,2403216107ORN,,14FEB2113FEB22,,,73H,73H,0700,0745,ALG,ALG,F16Y132             ,F16Y132             
4303,2403216126ORN,,14FEB2113FEB22,,,AT7,AT7,0620,0700,EBH,EBH,Y66                 ,Y66                 
4304,2403216127EBH,,14FEB2113FEB22,,,AT7,AT7,0810,0850,ORN,ORN,Y66                 ,Y66                 
4305,2403216168ORN,,14FEB2113FEB22,,,73H,73H,1045,1100,CZL,CZL,F16Y132             ,F16Y132             
4306,2403216169CZL,,14FEB2113FEB22,,,73H,73H,1315,1330,ORN,ORN,F16Y132             ,F16Y132             
4307,2403216176ALG,14FEB2113FEB22,,,14FEB2113FEB22,736,AT7,1400,1400,AAE,AAE,F16Y85              ,Y66                 
4308,2403216177AAE,14FEB2113FEB22,14FEB2113FEB22,,14FEB2113FEB22,736,AT7,1600,1605,ALG,ALG,F16Y85              ,Y66                 
