KEY_FLT,STATUS,ssim_period,index_commercial,ST_SSIM,Airline,Flight_Number,Itinirary_Variation_Indicator,Leg_Sequence_Number,Service_Type,Start_period,End_period,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday,Sunday,Departure_Station,PAX_STD_UTC,STD_UTC,STD_Variation_Sign,STD_Variation_UTC,Arrival_Station,STA_UTC,PAX_STA_UTC,STA_Variation_Sign,STA_Variation_UTC,Aircraft_Type,fly_next_number,Aircraft_Configuration,fly_date,arrival_date,vol_commercial_number,vol_commercial_airline,code_ssim,day_op,ch_type_app,ch_std,ch_dest,ch_config
1703216288ALG,CANCELED,01MAR2128FEB22,3, ,AH,6288,01,01,J,03MAR21,26MAY21, , ,3, , , , ,ALG,0910,0910,+,0100,TMR,1135,1135,+,0100,73H,       ,F16Y132             ,2021-03-17,2021-03-17,,,,3.0,,,,
1703216289TMR,CANCELED,01MAR2128FEB22,3, ,AH,6289,01,01,J,03MAR21,26MAY21, , ,3, , , , ,TMR,1225,1225,+,0100,ALG,1455,1455,+,0100,73H,       ,F16Y132             ,2021-03-17,2021-03-17,,,,3.0,,,,
1703216292DJG,CANCELED,01MAR2128FEB22,3, ,AH,6292,01,02,J,03MAR21,26MAY21, , ,3, , , , ,DJG,1015,1015,+,0100,TMR,1105,1105,+,0100,73H,       ,F16Y132             ,2021-03-17,2021-03-17,,,,3.0,,,,
1703216292ALG,CANCELED,01MAR2128FEB22,3, ,AH,6292,01,01,J,03MAR21,26MAY21, , ,3, , , , ,ALG,0700,0700,+,0100,DJG,0915,0915,+,0100,73H,       ,F16Y132             ,2021-03-17,2021-03-17,,,,3.0,,,,
1703216292TMR,CANCELED,01MAR2128FEB22,3, ,AH,6292,01,03,J,03MAR21,26MAY21, , ,3, , , , ,TMR,1205,1205,+,0100,ALG,1435,1435,+,0100,73H,       ,F16Y132             ,2021-03-17,2021-03-17,,,,3.0,,,,
1703216297INZ,CANCELED,01MAR2128FEB22,3, ,AH,6297,01,01,J,03MAR21,26MAY21, , ,3, , , , ,INZ,1325,1325,+,0100,ALG,1615,1615,+,0100,AT7,       ,Y66                 ,2021-03-17,2021-03-17,,,,3.0,,,,
1703216350CZL,CANCELED,01MAR2128FEB22,3, ,AH,6350,02,01,J,10MAR21,26MAY21, , ,3, , , , ,CZL,1020,1020,+,0100,GHA,1125,1125,+,0100,73H,       ,F16Y86              ,2021-03-17,2021-03-17,,,,3.0,,,,
1703216351GHA,CANCELED,01MAR2128FEB22,3, ,AH,6351,02,01,J,10MAR21,26MAY21, , ,3, , , , ,GHA,1225,1225,+,0100,CZL,1340,1340,+,0100,73H,       ,F16Y86              ,2021-03-17,2021-03-17,,,,3.0,,,,
1703216378ORN,CANCELED,01MAR2128FEB22,3, ,AH,6378,03,01,J,10MAR21,26MAY21, , ,3, , , , ,ORN,1005,1005,+,0100,TMX,1210,1210,+,0100,AT7,       ,Y66                 ,2021-03-17,2021-03-17,,,,3.0,,23FEB2122FEB22,,
1703216379TMX,CANCELED,01MAR2128FEB22,3, ,AH,6379,03,01,J,10MAR21,26MAY21, , ,3, , , , ,TMX,1300,1300,+,0100,ORN,1510,1510,+,0100,AT7,       ,Y66                 ,2021-03-17,2021-03-17,,,,3.0,,24FEB2123FEB22,,
1703216382HME,CANCELED,01MAR2128FEB22,3, ,AH,6382,01,01,J,03MAR21,26MAY21, , ,3, , , , ,HME,1740,1740,+,0100,ORN,1945,1945,+,0100,AT7,       ,Y66                 ,2021-03-17,2021-03-17,,,,3.0,,14MAR2113MAR22,,
1703216383ORN,CANCELED,01MAR2128FEB22,3, ,AH,6383,01,01,J,03MAR21,26MAY21, , ,3, , , , ,ORN,1445,1445,+,0100,HME,1650,1650,+,0100,AT7,       ,Y66                 ,2021-03-17,2021-03-17,,,,3.0,,14MAR2113MAR22,,
1703216388ORN,CANCELED,01MAR2128FEB22,3, ,AH,6388,02,01,J,03MAR21,26MAY21, , ,3, , , , ,ORN,0905,0905,+,0100,CBH,1105,1105,+,0100,AT7,       ,Y66                 ,2021-03-17,2021-03-17,,,,3.0,,14MAR2113MAR22,,
1703216389CBH,CANCELED,01MAR2128FEB22,3, ,AH,6389,02,01,J,03MAR21,26MAY21, , ,3, , , , ,CBH,1155,1155,+,0100,ORN,1355,1355,+,0100,AT7,       ,Y66                 ,2021-03-17,2021-03-17,,,,3.0,,14MAR2113MAR22,,
1703216478AZR,CANCELED,01MAR2128FEB22,3, ,AH,6478,01,01,J,03MAR21,26MAY21, , ,3, , , , ,AZR,0700,0700,+,0100,BMW,0910,0910,+,0100,AT7,       ,Y66                 ,2021-03-17,2021-03-17,,,,3.0,,,,
1703216478BMW,CANCELED,01MAR2128FEB22,3, ,AH,6478,01,02,J,03MAR21,26MAY21, , ,3, , , , ,BMW,1000,1000,+,0100,TMR,1115,1115,+,0100,AT7,       ,Y66                 ,2021-03-17,2021-03-17,,,,3.0,,,,
1703216479BMW,CANCELED,01MAR2128FEB22,3, ,AH,6479,01,02,J,03MAR21,26MAY21, , ,3, , , , ,BMW,1415,1415,+,0100,AZR,1620,1620,+,0100,AT7,       ,Y66                 ,2021-03-17,2021-03-17,,,,3.0,,,,
1703216479TMR,CANCELED,01MAR2128FEB22,3, ,AH,6479,01,01,J,03MAR21,26MAY21, , ,3, , , , ,TMR,1205,1205,+,0100,BMW,1325,1325,+,0100,AT7,       ,Y66                 ,2021-03-17,2021-03-17,,,,3.0,,,,
1704216006ALG,CANCELED,01MAR2128FEB22,3, ,AH,6006,03,01,J,04MAR21,29MAY21, , , ,4, ,6, ,ALG,1830,1610,+,0100,AAE,1930,1930,+,0100,73H,       ,F16Y132             ,2021-04-17,2021-04-17,,,,6.0,,09MAR2108MAR22,,
1704216007AAE,CANCELED,01MAR2128FEB22,3, ,AH,6007,05,01,J,05APR21,01JUN21,1,2,3, ,5,6, ,AAE,0715,0910,+,0100,ALG,0815,0815,+,0100,73H,       ,F16Y132             ,2021-04-17,2021-04-17,,,,6.0,,09MAR2108MAR22,,
1704216026ALG,CANCELED,01MAR2128FEB22,3, ,AH,6026,02,01,J,06MAR21,29MAY21, , , , , ,6, ,ALG,1840,1620,+,0100,CZL,1930,1930,+,0100,73H,       ,F16Y132             ,2021-04-17,2021-04-17,,,,6.0,,08MAR2107MAR22,,
1704216027CZL,CANCELED,01MAR2128FEB22,3, ,AH,6027,07,01,J,02APR21,01JUN21,1,2,3,4,5,6, ,CZL,0720,0900,+,0100,ALG,0810,0810,+,0100,73H,       ,F16Y132             ,2021-04-17,2021-04-17,,,,6.0,,08MAR2107MAR22,,
1704216028ALG,CANCELED,01MAR2128FEB22,3, ,AH,6028,01,01,J,06MAR21,29MAY21, , , , , ,6, ,ALG,0910,0910,+,0100,CZL,1015,1015,+,0100,AT7,       ,Y66                 ,2021-04-17,2021-04-17,,,,6.0,,,,
1704216042ALG,CANCELED,01MAR2128FEB22,3, ,AH,6042,01,01,J,06MAR21,29MAY21, , , , , ,6, ,ALG,0950,1100,+,0100,BSK,1040,1040,+,0100,736,       ,F16Y85              ,2021-04-17,2021-04-17,,,,6.0,,15MAR2114MAR22,,
1704216043BSK,CANCELED,01MAR2128FEB22,3, ,AH,6043,01,01,J,06MAR21,29MAY21, , , , , ,6, ,BSK,1140,1250,+,0100,ALG,1230,1230,+,0100,736,       ,F16Y85              ,2021-04-17,2021-04-17,,,,6.0,,15MAR2114MAR22,,
1704216056ALG,CANCELED,01MAR2128FEB22,3, ,AH,6056,03,01,J,06MAR21,29MAY21, , , , , ,6, ,ALG,1350,1350,+,0100,GJL,1445,1445,+,0100,736,       ,F16Y85              ,2021-04-17,2021-04-17,,,,6.0,,,,
1704216057GJL,CANCELED,01MAR2128FEB22,3, ,AH,6057,03,01,J,06MAR21,29MAY21, , , , , ,6, ,GJL,1545,1545,+,0100,ALG,1640,1640,+,0100,736,       ,F16Y85              ,2021-04-17,2021-04-17,,,,6.0,,,,
1704216070ALG,CANCELED,01MAR2128FEB22,3, ,AH,6070,03,01,J,06MAR21,29MAY21, , , , , ,6, ,ALG,0940,0940,+,0100,LOO,1050,1050,+,0100,AT7,       ,Y66                 ,2021-04-17,2021-04-17,,,,6.0,,,,
1704216071LOO,CANCELED,01MAR2128FEB22,3, ,AH,6071,03,01,J,06MAR21,29MAY21, , , , , ,6, ,LOO,1140,1140,+,0100,ALG,1245,1245,+,0100,AT7,       ,Y66                 ,2021-04-17,2021-04-17,,,,6.0,,,,
1704216106ALG,CANCELED,01MAR2128FEB22,3, ,AH,6106,01,01,J,01MAR21,31MAY21,1, , ,4, ,6, ,ALG,1830,1600,+,0100,ORN,1930,1930,+,0100,73H,       ,F16Y132             ,2021-04-17,2021-04-17,,,,6.0,,08MAR2107MAR22,,
1704216107ORN,CANCELED,01MAR2128FEB22,3, ,AH,6107,11,01,J,10APR21,01JUN21,1,2,3, , ,6, ,ORN,0700,0850,+,0100,ALG,0800,0800,+,0100,73H,       ,F16Y132             ,2021-04-17,2021-04-17,,,,6.0,,08MAR2107MAR22,,
1704216132ALG,CANCELED,01MAR2128FEB22,3, ,AH,6132,03,01,J,06MAR21,29MAY21, , , , , ,6, ,ALG,0900,0900,+,0100,CBH,1115,1115,+,0100,AT7,       ,Y66                 ,2021-04-17,2021-04-17,,,,6.0,,,,
1704216133CBH,CANCELED,01MAR2128FEB22,3, ,AH,6133,03,01,J,06MAR21,29MAY21, , , , , ,6, ,CBH,1205,1205,+,0100,ALG,1405,1405,+,0100,AT7,       ,Y66                 ,2021-04-17,2021-04-17,,,,6.0,,,,
1704216141AZR,CANCELED,01MAR2128FEB22,3, ,AH,6141,04,01,J,06MAR21,29MAY21, , , , , ,6, ,AZR,0700,0700,+,0100,ALG,0950,0950,+,0100,AT7,       ,Y66                 ,2021-04-17,2021-04-17,,,,6.0,,,,
1704216142ALG,CANCELED,01MAR2128FEB22,3, ,AH,6142,03,01,J,06MAR21,29MAY21, , , , , ,6, ,ALG,0920,0920,+,0100,AZR,1110,1110,+,0100,736,       ,F16Y86              ,2021-04-17,2021-04-17,,,,6.0,,,,
1704216143AZR,CANCELED,01MAR2128FEB22,3, ,AH,6143,03,01,J,06MAR21,29MAY21, , , , , ,6, ,AZR,1210,1210,+,0100,ALG,1400,1400,+,0100,736,       ,F16Y86              ,2021-04-17,2021-04-17,,,,6.0,,,,
1704216146ALG,CANCELED,01MAR2128FEB22,3, ,AH,6146,04,01,J,06MAR21,29MAY21, , , , , ,6, ,ALG,1140,1140,+,0100,TIN,1410,1410,+,0100,73H,       ,F16Y132             ,2021-04-17,2021-04-17,,,,6.0,,,,
1704216147TIN,CANCELED,01MAR2128FEB22,3, ,AH,6147,04,01,J,06MAR21,29MAY21, , , , , ,6, ,TIN,1510,1510,+,0100,ALG,1730,1730,+,0100,73H,       ,F16Y132             ,2021-04-17,2021-04-17,,,,6.0,,,,
1704216156ALG,CANCELED,01MAR2128FEB22,3, ,AH,6156,03,01,J,06MAR21,29MAY21, , , , , ,6, ,ALG,0930,0930,+,0100,TMX,1100,1100,+,0100,73H,       ,F16Y132             ,2021-04-17,2021-04-17,,,,6.0,,,,
1704216157TMX,CANCELED,01MAR2128FEB22,3, ,AH,6157,03,01,J,06MAR21,29MAY21, , , , , ,6, ,TMX,1200,1200,+,0100,ALG,1330,1330,+,0100,73H,       ,F16Y132             ,2021-04-17,2021-04-17,,,,6.0,,,,
1704216164AAE,CANCELED,01MAR2128FEB22,3, ,AH,6164,05,01,J,13MAR21,29MAY21, , , , , ,6, ,AAE,1435,1435,+,0100,ORN,1600,1600,+,0100,73H,       ,F16Y132             ,2021-04-17,2021-04-17,,,,6.0,,,,
1704216165ORN,CANCELED,01MAR2128FEB22,3, ,AH,6165,05,01,J,13MAR21,29MAY21, , , , , ,6, ,ORN,1220,1220,+,0100,AAE,1335,1335,+,0100,73H,       ,F16Y132             ,2021-04-17,2021-04-17,,,,6.0,,,,
1704216170ALG,CANCELED,01MAR2128FEB22,3, ,AH,6170,11,01,J,03APR21,29MAY21, , , , , ,6, ,ALG,0715,0715,+,0100,AAE,0830,0830,+,0100,AT7,       ,Y66                 ,2021-04-17,2021-04-17,,,,6.0,,,,
1704216171AAE,CANCELED,01MAR2128FEB22,3, ,AH,6171,13,01,J,03APR21,29MAY21, , , , , ,6, ,AAE,0920,0920,+,0100,ALG,1035,1035,+,0100,AT7,       ,Y66                 ,2021-04-17,2021-04-17,,,,6.0,,,,
1704216176ALG,CANCELED,01MAR2128FEB22,3, ,AH,6176,08,01,J,20MAR21,30MAY21, , , , , ,6,7,ALG,1500,1500,+,0100,AAE,1615,1615,+,0100,AT7,       ,Y66                 ,2021-04-17,2021-04-17,,,,6.0,,,,
1704216177AAE,CANCELED,01MAR2128FEB22,3, ,AH,6177,08,01,J,20MAR21,30MAY21, , , , , ,6,7,AAE,1705,1705,+,0100,ALG,1825,1825,+,0100,AT7,       ,Y66                 ,2021-04-17,2021-04-17,,,,6.0,,,,
1704216180ALG,CANCELED,01MAR2128FEB22,3, ,AH,6180,12,01,J,03APR21,29MAY21, , , , , ,6, ,ALG,0730,0730,+,0100,ORN,0845,0845,+,0100,AT7,       ,Y66                 ,2021-04-17,2021-04-17,,,,6.0,,,,
1704216181ORN,CANCELED,01MAR2128FEB22,3, ,AH,6181,12,01,J,03APR21,29MAY21, , , , , ,6, ,ORN,0935,0935,+,0100,ALG,1050,1050,+,0100,AT7,       ,Y66                 ,2021-04-17,2021-04-17,,,,6.0,,,,
1704216184ALG,CANCELED,01MAR2128FEB22,3, ,AH,6184,03,01,J,05MAR21,29MAY21, , , , ,5,6, ,ALG,1400,1400,+,0100,ORN,1500,1500,+,0100,736,       ,F16Y85              ,2021-04-17,2021-04-17,,,,6.0,,,,
1704216185ORN,CANCELED,01MAR2128FEB22,3, ,AH,6185,01,01,J,02MAR21,29MAY21, ,2, , ,5,6, ,ORN,1600,1600,+,0100,ALG,1700,1700,+,0100,736,       ,F16Y85              ,2021-04-17,2021-04-17,,,,6.0,,,,
1704216190ALG,CANCELED,01MAR2128FEB22,3, ,AH,6190,07,01,J,27MAR21,31MAY21,1, , ,4, ,6, ,ALG,0730,0730,+,0100,CZL,0840,0840,+,0100,AT7,       ,Y66                 ,2021-04-17,2021-04-17,,,,6.0,,,,
1704216191CZL,CANCELED,01MAR2128FEB22,3, ,AH,6191,07,01,J,27MAR21,31MAY21,1, , ,4, ,6, ,CZL,0930,0930,+,0100,ALG,1040,1040,+,0100,AT7,       ,Y66                 ,2021-04-17,2021-04-17,,,,6.0,,,,
1704216192ALG,CANCELED,01MAR2128FEB22,3, ,AH,6192,03,01,J,06MAR21,29MAY21, , , , , ,6, ,ALG,1500,1500,+,0100,CZL,1550,1550,+,0100,73H,       ,F16Y132             ,2021-04-17,2021-04-17,,,,6.0,,,,
1704216193CZL,CANCELED,01MAR2128FEB22,3, ,AH,6193,03,01,J,06MAR21,29MAY21, , , , , ,6, ,CZL,1650,1650,+,0100,ALG,1740,1740,+,0100,73H,       ,F16Y132             ,2021-04-17,2021-04-17,,,,6.0,,,,
1704216200ALG,CANCELED,01MAR2128FEB22,3, ,AH,6200,01,01,J,01MAR21,31MAY21,1, ,3,4,5,6,7,ALG,1730,1630,+,0100,GHA,1900,1900,+,0100,AT7,       ,Y66                 ,2021-04-17,2021-04-17,,,,6.0,,11MAR2110MAR22,,
1704216201GHA,CANCELED,01MAR2128FEB22,3, ,AH,6201,07,01,J,05APR21,01JUN21,1,2, ,4,5,6, ,GHA,0715,0715,+,0100,ALG,0845,0845,+,0100,AT7,       ,Y66                 ,2021-04-17,2021-04-17,,,,6.0,,,,
1704216216ALG,CANCELED,01MAR2128FEB22,3, ,AH,6216,13,01,J,03APR21,29MAY21, , , , , ,6, ,ALG,1130,1130,+,0100,OGX,1310,1310,+,0100,AT7,       ,Y66                 ,2021-04-17,2021-04-17,,,,6.0,,,,
1704216217OGX,CANCELED,01MAR2128FEB22,3, ,AH,6217,13,01,J,03APR21,29MAY21, , , , , ,6, ,OGX,1400,1400,+,0100,ALG,1540,1540,+,0100,AT7,       ,Y66                 ,2021-04-17,2021-04-17,,,,6.0,,,,
1704216222ALG,CANCELED,01MAR2128FEB22,3, ,AH,6222,03,01,J,06MAR21,29MAY21, , , , , ,6, ,ALG,1610,1610,+,0100,HME,1750,1750,+,0100,AT7,       ,Y66                 ,2021-04-17,2021-04-17,,,,6.0,,,,
1704216223HME,CANCELED,01MAR2128FEB22,3, ,AH,6223,12,01,J,05APR21,01JUN21,1,2, ,4, ,6, ,HME,0630,0630,+,0100,ALG,0810,0810,+,0100,AT7,       ,Y66                 ,2021-04-17,2021-04-17,,,,6.0,,,,
1704216228ALG,CANCELED,01MAR2128FEB22,3, ,AH,6228,01,01,J,06MAR21,29MAY21, , , , , ,6, ,ALG,1130,1130,+,0100,HME,1310,1310,+,0100,AT7,       ,Y66                 ,2021-04-17,2021-04-17,,,,6.0,,,,
1704216229HME,CANCELED,01MAR2128FEB22,3, ,AH,6229,01,01,J,06MAR21,29MAY21, , , , , ,6, ,HME,1400,1400,+,0100,ALG,1540,1540,+,0100,AT7,       ,Y66                 ,2021-04-17,2021-04-17,,,,6.0,,,,
1704216238ALG,CANCELED,01MAR2128FEB22,3, ,AH,6238,01,01,J,06MAR21,29MAY21, , , , , ,6, ,ALG,0900,0900,+,0100,TMR,1125,1125,+,0100,73H,       ,F16Y132             ,2021-04-17,2021-04-17,,,,6.0,,,,
1704216239GHA,CANCELED,01MAR2128FEB22,3, ,AH,6239,01,02,J,06MAR21,29MAY21, , , , , ,6, ,GHA,1505,1505,+,0100,ALG,1605,1605,+,0100,73H,       ,F16Y132             ,2021-04-17,2021-04-17,,,,6.0,,,,
1704216239TMR,CANCELED,01MAR2128FEB22,3, ,AH,6239,01,01,J,06MAR21,29MAY21, , , , , ,6, ,TMR,1225,1225,+,0100,GHA,1405,1405,+,0100,73H,       ,F16Y132             ,2021-04-17,2021-04-17,,,,6.0,,,,
1704216252ALG,CANCELED,01MAR2128FEB22,3, ,AH,6252,10,01,J,27MAR21,29MAY21, , , , , ,6, ,ALG,0935,1035,+,0100,ELU,1100,1100,+,0100,AT7,       ,Y66                 ,2021-04-17,2021-04-17,,,,6.0,,15MAR2114MAR22,,
1704216253ELU,CANCELED,01MAR2128FEB22,3, ,AH,6253,11,01,J,27MAR21,29MAY21, , , , , ,6, ,ELU,1150,1250,+,0100,ALG,1320,1320,+,0100,AT7,       ,Y66                 ,2021-04-17,2021-04-17,,,,6.0,,15MAR2114MAR22,,
1704216292TMR,CANCELED,01MAR2128FEB22,3, ,AH,6292,02,03,J,06MAR21,29MAY21, , , , , ,6, ,TMR,1410,1410,+,0100,ALG,1640,1640,+,0100,736,       ,F16Y86              ,2021-04-17,2021-04-17,,,,6.0,,,,
1704216292DJG,CANCELED,01MAR2128FEB22,3, ,AH,6292,02,02,J,06MAR21,29MAY21, , , , , ,6, ,DJG,1220,1220,+,0100,TMR,1310,1310,+,0100,736,       ,F16Y86              ,2021-04-17,2021-04-17,,,,6.0,,,,
1704216292ALG,CANCELED,01MAR2128FEB22,3, ,AH,6292,02,01,J,06MAR21,29MAY21, , , , , ,6, ,ALG,0905,0905,+,0100,DJG,1120,1120,+,0100,736,       ,F16Y86              ,2021-04-17,2021-04-17,,,,6.0,,,,
1704216342ALG,CANCELED,01MAR2128FEB22,3, ,AH,6342,01,01,J,06MAR21,29MAY21, , , , , ,6, ,ALG,0750,0750,+,0100,OGX,0900,0900,+,0100,73H,       ,F16Y132             ,2021-04-17,2021-04-17,,,,6.0,,,,
1704216342OGX,CANCELED,01MAR2128FEB22,3, ,AH,6342,01,02,J,06MAR21,29MAY21, , , , , ,6, ,OGX,1000,1000,+,0100,TMR,1150,1150,+,0100,73H,       ,F16Y132             ,2021-04-17,2021-04-17,,,,6.0,,,,
1704216343OGX,CANCELED,01MAR2128FEB22,3, ,AH,6343,01,02,J,06MAR21,29MAY21, , , , , ,6, ,OGX,1530,1530,+,0100,ALG,1640,1640,+,0100,73H,       ,F16Y132             ,2021-04-17,2021-04-17,,,,6.0,,,,
1704216343TMR,CANCELED,01MAR2128FEB22,3, ,AH,6343,01,01,J,06MAR21,29MAY21, , , , , ,6, ,TMR,1250,1250,+,0100,OGX,1430,1430,+,0100,73H,       ,F16Y132             ,2021-04-17,2021-04-17,,,,6.0,,,,
1704216346CZL,CANCELED,01MAR2128FEB22,3, ,AH,6346,02,01,J,13MAR21,29MAY21, , , , , ,6, ,CZL,1055,1055,+,0100,CBH,1225,1225,+,0100,73H,       ,F16Y132             ,2021-04-17,2021-04-17,,,,6.0,,,,
1704216347CBH,CANCELED,01MAR2128FEB22,3, ,AH,6347,02,01,J,13MAR21,29MAY21, , , , , ,6, ,CBH,1325,1325,+,0100,CZL,1500,1500,+,0100,73H,       ,F16Y132             ,2021-04-17,2021-04-17,,,,6.0,,,,
1704216348CZL,CANCELED,01MAR2128FEB22,3, ,AH,6348,01,01,J,06MAR21,29MAY21, , , , , ,6, ,CZL,1105,1105,+,0100,OGX,1225,1225,+,0100,AT7,       ,Y66                 ,2021-04-17,2021-04-17,,,,6.0,,,,
1704216349OGX,CANCELED,01MAR2128FEB22,3, ,AH,6349,01,01,J,06MAR21,29MAY21, , , , , ,6, ,OGX,1315,1315,+,0100,ALG,1455,1455,+,0100,AT7,       ,Y66                 ,2021-04-17,2021-04-17,,,,6.0,,,,
1704216380ORN,CANCELED,01MAR2128FEB22,3, ,AH,6380,01,01,J,06MAR21,29MAY21, , , , , ,6, ,ORN,1320,1320,+,0100,GHA,1450,1450,+,0100,AT7,       ,Y66                 ,2021-04-17,2021-04-17,,,,6.0,,,,
1704216381GHA,CANCELED,01MAR2128FEB22,3, ,AH,6381,01,01,J,06MAR21,29MAY21, , , , , ,6, ,GHA,1540,1540,+,0100,ORN,1710,1710,+,0100,AT7,       ,Y66                 ,2021-04-17,2021-04-17,,,,6.0,,,,
1704216388ORN,CANCELED,01MAR2128FEB22,3, ,AH,6388,03,01,J,06MAR21,29MAY21, , , , , ,6, ,ORN,0700,0700,+,0100,CBH,0900,0900,+,0100,AT7,       ,Y66                 ,2021-04-17,2021-04-17,,,,6.0,,,,
1704216389CBH,CANCELED,01MAR2128FEB22,3, ,AH,6389,03,01,J,06MAR21,29MAY21, , , , , ,6, ,CBH,0940,0940,+,0100,ORN,1140,1140,+,0100,AT7,       ,Y66                 ,2021-04-17,2021-04-17,,,,6.0,,,,
1704216472ALG,CANCELED,01MAR2128FEB22,3, ,AH,6472,01,01,J,06MAR21,29MAY21, , , , , ,6, ,ALG,1000,1000,+,0100,DJG,1215,1215,+,0100,73H,       ,F16Y132             ,2021-04-17,2021-04-17,,,,6.0,,,,
1704216473DJG,CANCELED,01MAR2128FEB22,3, ,AH,6473,01,01,J,06MAR21,29MAY21, , , , , ,6, ,DJG,1315,1315,+,0100,VVZ,1405,1405,+,0100,73H,       ,F16Y132             ,2021-04-17,2021-04-17,,,,6.0,,,,
1704216473VVZ,CANCELED,01MAR2128FEB22,3, ,AH,6473,01,02,J,06MAR21,29MAY21, , , , , ,6, ,VVZ,1505,1505,+,0100,ALG,1645,1645,+,0100,73H,       ,F16Y132             ,2021-04-17,2021-04-17,,,,6.0,,,,
1704216518ELG,CANCELED,01MAR2128FEB22,3, ,AH,6518,02,01,J,13MAR21,29MAY21, , , , , ,6, ,ELG,1040,1040,+,0100,TMR,1240,1240,+,0100,AT7,       ,Y66                 ,2021-04-17,2021-04-17,,,,6.0,,,,
1704216519TMR,CANCELED,01MAR2128FEB22,3, ,AH,6519,02,01,J,13MAR21,29MAY21, , , , , ,6, ,TMR,1330,1330,+,0100,ELG,1520,1520,+,0100,AT7,       ,Y66                 ,2021-04-17,2021-04-17,,,,6.0,,,,
1704216520ALG,CANCELED,01MAR2128FEB22,3, ,AH,6520,02,01,J,13MAR21,29MAY21, , , , , ,6, ,ALG,0800,0800,+,0100,ELG,0950,0950,+,0100,AT7,       ,Y66                 ,2021-04-17,2021-04-17,,,,6.0,,,,
1704216521ELG,CANCELED,01MAR2128FEB22,3, ,AH,6521,02,01,J,13MAR21,29MAY21, , , , , ,6, ,ELG,1610,1610,+,0100,ALG,1810,1810,+,0100,AT7,       ,Y66                 ,2021-04-17,2021-04-17,,,,6.0,,,,
1705213061PEK,CANCELED,01MAR2128FEB22,3, ,AH,3061,02,01,J,03MAY21,31DEC21,1, , , ,5, , ,PEK,0050,0050,+,0800,ALG,1320,1320,+,0100,332,       ,F18C14Y219          ,2021-05-17,2021-05-17,,,,1.0,,,,
1705216006ALG,CANCELED,01MAR2128FEB22,3, ,AH,6006,01,01,J,01MAR21,31MAY21,1,2, , ,5, ,7,ALG,1800,1800,+,0100,AAE,1900,1900,+,0100,73H,       ,F16Y132             ,2021-05-17,2021-05-17,,,,1.0,,,,
1705216007AAE,CANCELED,01MAR2128FEB22,3, ,AH,6007,05,01,J,05APR21,01JUN21,1,2,3, ,5,6, ,AAE,0715,0715,+,0100,ALG,0815,0815,+,0100,73H,       ,F16Y132             ,2021-05-17,2021-05-17,,,,1.0,,,,
1705216026ALG,CANCELED,01MAR2128FEB22,3, ,AH,6026,01,01,J,01MAR21,31MAY21,1,2,3,4,5, ,7,ALG,1815,1815,+,0100,CZL,1905,1905,+,0100,73H,       ,F16Y132             ,2021-05-17,2021-05-17,,,,1.0,,,,
1705216027CZL,CANCELED,01MAR2128FEB22,3, ,AH,6027,07,01,J,02APR21,01JUN21,1,2,3,4,5,6, ,CZL,0720,0720,+,0100,ALG,0810,0810,+,0100,73H,       ,F16Y132             ,2021-05-17,2021-05-17,,,,1.0,,,,
1705216032ALG,CANCELED,01MAR2128FEB22,3, ,AH,6032,01,01,J,01MAR21,31MAY21,1, , , ,5, , ,ALG,0830,0830,+,0100,TEE,0945,0945,+,0100,AT7,       ,Y66                 ,2021-05-17,2021-05-17,,,,1.0,,,,
1705216033TEE,CANCELED,01MAR2128FEB22,3, ,AH,6033,01,01,J,01MAR21,31MAY21,1, , , ,5, , ,TEE,1035,1035,+,0100,ALG,1210,1210,+,0100,AT7,       ,Y66                 ,2021-05-17,2021-05-17,,,,1.0,,,,
1705216040ALG,CANCELED,01MAR2128FEB22,3, ,AH,6040,05,01,J,22MAR21,31MAY21,1, , , , , , ,ALG,1130,1130,+,0100,BSK,1230,1230,+,0100,AT7,       ,Y66                 ,2021-05-17,2021-05-17,,,,1.0,,,,
1705216041BSK,CANCELED,01MAR2128FEB22,3, ,AH,6041,05,01,J,22MAR21,31MAY21,1, , , , , , ,BSK,1320,1320,+,0100,ALG,1420,1420,+,0100,AT7,       ,Y66                 ,2021-05-17,2021-05-17,,,,1.0,,,,
1705216058ALG,CANCELED,01MAR2128FEB22,3, ,AH,6058,01,01,J,01MAR21,31MAY21,1, , , , , , ,ALG,0945,0945,+,0100,GJL,1035,1035,+,0100,736,       ,F16Y85              ,2021-05-17,2021-05-17,,,,1.0,,,,
1705216059GJL,CANCELED,01MAR2128FEB22,3, ,AH,6059,01,01,J,01MAR21,31MAY21,1, , , , , , ,GJL,1135,1135,+,0100,ALG,1225,1225,+,0100,736,       ,F16Y85              ,2021-05-17,2021-05-17,,,,1.0,,,,
1705216100ALG,CANCELED,01MAR2128FEB22,3, ,AH,6100,01,01,J,01MAR21,31MAY21,1, , , , , , ,ALG,1000,1000,+,0100,ORN,1100,1100,+,0100,73H,       ,F16Y132             ,2021-05-17,2021-05-17,,,,1.0,,,,
1705216106ALG,CANCELED,01MAR2128FEB22,3, ,AH,6106,01,01,J,01MAR21,31MAY21,1, , ,4, ,6, ,ALG,1830,1830,+,0100,ORN,1930,1930,+,0100,73H,       ,F16Y132             ,2021-05-17,2021-05-17,,,,1.0,,,,
