ID,KEY_FLT,ch_type_app,ch_std,ch_dest,ch_config,STD_x,STD_y,AC_x,AC_y,ARR_x,ARR_y,AC CONFIG1_x,AC CONFIG1_y,AC CONFIG2_x,AC CONFIG2_y,AC CONFIG3_x,AC CONFIG3_y,AC CONFIG4_x,AC CONFIG4_y
151,1304215607BKO,2021-04-07 13:15:00,2021-04-07 13:15:00,2021-04-07 13:15:00,2021-04-07 13:15:00,10:30,12:15,AT72,B738,ELG,ALG,0,16,0,0,66,132,0,0
152,0804211208ALG,,2021-04-07 14:15:00,,,7:00 ,6:00 ,B738,B738,CDG,CDG,16,16,0,0,132,132,0,0
153,0804211209CDG,,2021-04-07 14:15:00,,,10:30,9:30 ,B738,B738,ALG,ALG,16,16,0,0,132,132,0,0
154,0804211226ALG,2021-04-07 14:15:00,2021-04-07 14:15:00,,2021-04-07 14:15:00,6:15 ,7:20 ,B737,L382,LYS,LYS,0,0,16,0,96,0,0,0
155,0804211227ORN,2021-04-07 14:15:00,2021-04-07 14:15:00,,2021-04-07 14:15:00,12:05,15:10,B737,L382,ALG,ALG,0,0,16,0,96,0,0,0
156,0804211227LYS,2021-04-07 14:15:00,2021-04-07 14:15:00,,2021-04-07 14:15:00,9:00 ,11:00,B737,L382,ORN,ORN,0,0,16,0,96,0,0,0
157,0904216318ALG,2021-04-07 14:15:00,2021-04-07 14:15:00,2021-04-07 14:15:00,2021-04-07 14:15:00,12:15,10:30,B738,AT72,ALG,ELG,16,0,0,0,132,66,0,0
158,1004214201CMN,2021-04-07 14:15:00,2021-04-07 14:15:00,2021-04-07 14:15:00,2021-04-07 14:15:00,11:50,17:00,B736,B737,ELU,ALG,16,0,0,16,86,96,0,0
159,0904216184ALG,2021-04-07 15:15:00,,,2021-04-07 15:15:00,14:00,14:00,B736,B738,ORN,ORN,16,16,0,0,86,132,0,0
160,0904216185ORN,2021-04-07 15:15:00,,,2021-04-07 15:15:00,16:00,16:00,B736,B738,ALG,ALG,16,16,0,0,86,132,0,0
161,0904216252ALG,2021-04-07 15:15:00,,,2021-04-07 15:15:00,13:00,13:00,AT72,B736,ELU,ELU,0,16,0,0,66,86,0,0
162,0904216253ELU,2021-04-07 15:15:00,2021-04-07 15:15:00,,2021-04-07 15:15:00,15:15,15:00,AT72,B736,ALG,ALG,0,16,0,0,66,86,0,0
163,1104216252ALG,2021-04-07 15:15:00,2021-04-07 15:15:00,2021-04-07 15:15:00,2021-04-07 15:15:00,17:00,11:50,B737,B736,ALG,ELU,0,16,16,0,96,86,0,0
164,1304215607BKO,2021-04-07 15:15:00,2021-04-07 15:15:00,2021-04-07 15:15:00,2021-04-07 15:15:00,10:30,12:15,AT72,B738,ELG,ALG,0,16,0,0,66,132,0,0
165,0904216318ALG,2021-04-07 16:15:00,2021-04-07 16:15:00,2021-04-07 16:15:00,2021-04-07 16:15:00,12:15,10:30,B738,AT72,ALG,ELG,16,0,0,0,132,66,0,0
166,1004214201CMN,2021-04-07 16:15:00,2021-04-07 16:15:00,2021-04-07 16:15:00,2021-04-07 16:15:00,11:50,17:00,B736,B737,ELU,ALG,16,0,0,16,86,96,0,0
167,0904216232DJG,2021-04-07 17:15:00,2021-04-07 17:15:00,,2021-04-07 17:15:00,12:45,13:55,B738,A335,ALG,ALG,16,18,0,14,86,219,0,0
168,0904216232ALG,2021-04-07 17:15:00,,,2021-04-07 17:15:00,7:30 ,7:30 ,B738,A335,TMR,TMR,16,18,0,14,86,219,0,0
169,0904216232TMR,2021-04-07 17:15:00,2021-04-07 17:15:00,,2021-04-07 17:15:00,10:55,11:25,B738,A335,DJG,DJG,16,18,0,14,86,219,0,0
170,1004216026ALG,2021-04-07 17:15:00,,,2021-04-07 17:15:00,18:40,18:40,B738,B736,CZL,CZL,16,16,0,0,132,86,0,0
171,1004216042ALG,2021-04-07 17:15:00,,,2021-04-07 17:15:00,9:50 ,9:50 ,B736,B738,BSK,BSK,16,16,0,0,86,132,0,0
172,1104216143AZR,,2021-04-11 09:15:00,,,14:20,11:50,B736,B736,ALG,ALG,16,16,0,0,86,86,0,0
173,1004216043BSK,2021-04-07 17:15:00,,,2021-04-07 17:15:00,11:40,11:40,B736,B738,ALG,ALG,16,16,0,0,86,132,0,0
174,1004216292ALG,2021-04-07 17:15:00,,,2021-04-07 17:15:00,9:05 ,9:05 ,B736,A335,DJG,DJG,16,18,0,14,86,219,0,0
175,1004216292TMR,2021-04-07 17:15:00,2021-04-07 17:15:00,,2021-04-07 17:15:00,14:10,15:10,B736,A335,ALG,ALG,16,18,0,14,86,219,0,0
176,1004216292DJG,2021-04-07 17:15:00,2021-04-07 17:15:00,,2021-04-07 17:15:00,12:20,12:50,B736,A335,TMR,TMR,16,18,0,14,86,219,0,0
177,1104216027CZL,2021-04-07 17:15:00,,,2021-04-07 17:15:00,7:45 ,7:45 ,B738,B736,ALG,ALG,16,16,0,0,132,86,0,0
178,1104216252ALG,2021-04-07 17:15:00,2021-04-07 17:15:00,2021-04-07 17:15:00,2021-04-07 17:15:00,17:00,11:50,B737,B736,ALG,ELU,0,16,16,0,96,86,0,0
179,1304215607BKO,2021-04-07 17:15:00,2021-04-07 17:15:00,2021-04-07 17:15:00,2021-04-07 17:15:00,10:30,12:15,AT72,B738,ELG,ALG,0,16,0,0,66,132,0,0
180,0904216318ALG,2021-04-07 18:15:00,2021-04-07 18:15:00,2021-04-07 18:15:00,2021-04-07 18:15:00,12:15,10:30,B738,AT72,ALG,ELG,16,0,0,0,132,66,0,0
181,1004214201CMN,2021-04-07 18:15:00,2021-04-07 18:15:00,2021-04-07 18:15:00,2021-04-07 18:15:00,11:50,17:00,B736,B737,ELU,ALG,16,0,0,16,86,96,0,0
182,1004216132ALG,2021-04-07 18:15:00,,,2021-04-07 18:15:00,9:00 ,9:00 ,AT72,B736,CBH,CBH,0,16,0,0,66,86,0,0
183,1004216133CBH,2021-04-07 18:15:00,2021-04-07 18:15:00,,2021-04-07 18:15:00,12:05,11:30,AT72,B736,ALG,ALG,0,16,0,0,66,86,0,0
184,1104216106ALG,,2021-04-07 18:15:00,2021-04-07 18:15:00,,9:50 ,18:45,B738,B738,BSK,ORN,16,16,0,0,132,132,0,0
185,1104216177AAE,2021-04-07 18:15:00,2021-04-07 18:15:00,,2021-04-07 18:15:00,15:10,16:15,A335,B736,ALG,ALG,18,16,14,0,219,86,0,0
186,1104216194ALG,,2021-04-07 18:15:00,2021-04-07 18:15:00,,11:40,14:05,B738,B738,ALG,CZL,16,16,0,0,132,132,0,0
187,1104216232TMR,2021-04-07 18:15:00,2021-04-07 18:15:00,,2021-04-07 18:15:00,11:25,11:55,B738,A335,DJG,DJG,16,18,0,14,132,219,0,0
188,1104216232DJG,2021-04-07 18:15:00,2021-04-07 18:15:00,,2021-04-07 18:15:00,13:15,14:15,B738,A335,ALG,ALG,16,18,0,14,132,219,0,0
189,1104216232ALG,2021-04-07 18:15:00,,,2021-04-07 18:15:00,8:00 ,8:00 ,B738,A335,TMR,TMR,16,18,0,14,132,219,0,0
190,1304216051BJA,2021-04-07 18:15:00,2021-04-07 18:15:00,,2021-04-07 18:15:00,11:40,11:35,B738,AT72,ALG,ALG,16,0,0,0,132,66,0,0
191,1304216201GHA,2021-04-07 18:15:00,2021-04-07 18:15:00,2021-04-07 18:15:00,2021-04-07 18:15:00,12:50,7:15 ,A335,AT72,TMR,ALG,18,0,14,0,219,66,0,0
192,1404216126ORN,2021-04-07 18:15:00,2021-04-07 18:15:00,2021-04-07 18:15:00,2021-04-07 18:15:00,9:05 ,6:20 ,A335,AT72,DJG,EBH,18,0,14,0,219,66,0,0
193,1004216042ALG,,2021-04-07 19:15:00,2021-04-07 19:15:00,,18:45,9:50 ,B738,B738,ORN,BSK,16,16,0,0,132,132,0,0
194,1004216043BSK,2021-04-07 19:15:00,2021-04-07 19:15:00,,2021-04-07 19:15:00,11:35,11:40,AT72,B738,ALG,ALG,0,16,0,0,66,132,0,0
195,1004216292TMR,2021-04-07 19:15:00,2021-04-07 19:15:00,,2021-04-07 19:15:00,16:15,15:10,B736,A335,ALG,ALG,16,18,0,14,86,219,0,0
196,1004216292DJG,2021-04-07 19:15:00,2021-04-07 19:15:00,2021-04-07 19:15:00,2021-04-07 19:15:00,7:15 ,12:50,AT72,A335,ALG,TMR,0,18,0,14,66,219,0,0
197,1004216292ALG,2021-04-07 19:15:00,2021-04-07 19:15:00,2021-04-07 19:15:00,2021-04-07 19:15:00,6:20 ,9:05 ,AT72,A335,EBH,DJG,0,18,0,14,66,219,0,0
198,1104216194ALG,2021-04-07 19:15:00,2021-04-07 19:15:00,2021-04-07 19:15:00,2021-04-07 19:15:00,11:35,14:05,AT72,B738,ALG,CZL,0,16,0,0,66,132,0,0
199,1104216252ALG,2021-04-07 19:15:00,2021-04-07 19:15:00,2021-04-07 19:15:00,2021-04-07 19:15:00,17:00,11:50,B737,B736,ALG,ELU,0,16,16,0,96,86,0,0
200,1304215607BKO,2021-04-07 19:15:00,2021-04-07 19:15:00,2021-04-07 19:15:00,2021-04-07 19:15:00,10:30,12:15,AT72,B738,ELG,ALG,0,16,0,0,66,132,0,0
201,1304216236ALG,2021-04-07 19:15:00,2021-04-07 19:15:00,2021-04-07 19:15:00,2021-04-07 19:15:00,14:15,8:45 ,A335,B738,ALG,GHA,18,16,14,0,219,132,0,0
202,1304216527CZL,2021-04-07 19:15:00,2021-04-07 19:15:00,2021-04-07 19:15:00,2021-04-07 19:15:00,8:00 ,18:10,A335,B738,TMR,ALG,18,16,14,0,219,132,0,0
203,1404216478BMW,2021-04-07 19:15:00,2021-04-07 19:15:00,,2021-04-07 19:15:00,8:00 ,10:00,A335,AT72,TMR,TMR,18,0,14,0,219,66,0,0
204,0904216318ALG,2021-04-07 20:15:00,2021-04-07 20:15:00,2021-04-07 20:15:00,2021-04-07 20:15:00,12:15,10:30,B738,AT72,ALG,ELG,16,0,0,0,132,66,0,0
205,1004214201CMN,2021-04-07 20:15:00,2021-04-07 20:15:00,2021-04-07 20:15:00,2021-04-07 20:15:00,11:50,17:00,B736,B737,ELU,ALG,16,0,0,16,86,96,0,0
206,1004216043BSK,,2021-04-07 20:15:00,2021-04-07 20:15:00,,14:05,11:40,B738,B738,CZL,ALG,16,16,0,0,132,132,0,0
207,1104216106ALG,,2021-04-07 20:15:00,2021-04-07 20:15:00,,9:50 ,18:45,B738,B738,BSK,ORN,16,16,0,0,132,132,0,0
208,1104216177AAE,2021-04-07 20:15:00,2021-04-07 20:15:00,,2021-04-07 20:15:00,15:10,16:15,A335,B736,ALG,ALG,18,16,14,0,219,86,0,0
209,1104216232DJG,2021-04-07 20:15:00,2021-04-07 20:15:00,2021-04-07 20:15:00,2021-04-07 20:15:00,8:45 ,14:15,B738,A335,GHA,ALG,16,18,0,14,132,219,0,0
210,1104216232ALG,2021-04-07 20:15:00,2021-04-07 20:15:00,,2021-04-07 20:15:00,10:00,8:00 ,AT72,A335,TMR,TMR,0,18,0,14,66,219,0,0
211,1304216051BJA,2021-04-07 20:15:00,2021-04-07 20:15:00,2021-04-07 20:15:00,2021-04-07 20:15:00,14:05,11:35,B738,AT72,CZL,ALG,16,0,0,0,132,66,0,0
212,1304216201GHA,2021-04-07 20:15:00,2021-04-07 20:15:00,2021-04-07 20:15:00,2021-04-07 20:15:00,12:50,7:15 ,A335,AT72,TMR,ALG,18,0,14,0,219,66,0,0
213,1304216527CZL,2021-04-07 20:15:00,2021-04-07 20:15:00,2021-04-07 20:15:00,2021-04-07 20:15:00,10:00,18:10,AT72,B738,TMR,ALG,0,16,0,0,66,132,0,0
214,1404216126ORN,2021-04-07 20:15:00,2021-04-07 20:15:00,2021-04-07 20:15:00,2021-04-07 20:15:00,9:05 ,6:20 ,A335,AT72,DJG,EBH,18,0,14,0,219,66,0,0
215,1004216042ALG,,2021-04-07 21:15:00,2021-04-07 21:15:00,,18:45,9:50 ,B738,B738,ORN,BSK,16,16,0,0,132,132,0,0
216,1004216043BSK,2021-04-07 21:15:00,2021-04-07 21:15:00,,2021-04-07 21:15:00,11:35,11:40,AT72,B738,ALG,ALG,0,16,0,0,66,132,0,0
217,1004216292DJG,2021-04-07 21:15:00,2021-04-07 21:15:00,2021-04-07 21:15:00,2021-04-07 21:15:00,7:15 ,12:50,AT72,A335,ALG,TMR,0,18,0,14,66,219,0,0
218,1004216292ALG,2021-04-07 21:15:00,2021-04-07 21:15:00,2021-04-07 21:15:00,2021-04-07 21:15:00,6:20 ,9:05 ,AT72,A335,EBH,DJG,0,18,0,14,66,219,0,0
219,1004216292TMR,2021-04-07 21:15:00,2021-04-07 21:15:00,,2021-04-07 21:15:00,16:15,15:10,B736,A335,ALG,ALG,16,18,0,14,86,219,0,0
220,1104216194ALG,2021-04-07 21:15:00,2021-04-07 21:15:00,2021-04-07 21:15:00,2021-04-07 21:15:00,11:35,14:05,AT72,B738,ALG,CZL,0,16,0,0,66,132,0,0
221,1104216232ALG,2021-04-07 21:15:00,2021-04-07 21:15:00,2021-04-07 21:15:00,2021-04-07 21:15:00,18:10,8:00 ,B738,A335,ALG,TMR,16,18,0,14,132,219,0,0
222,1104216252ALG,2021-04-07 21:15:00,2021-04-07 21:15:00,2021-04-07 21:15:00,2021-04-07 21:15:00,17:00,11:50,B737,B736,ALG,ELU,0,16,16,0,96,86,0,0
223,1304215607BKO,2021-04-07 21:15:00,2021-04-07 21:15:00,2021-04-07 21:15:00,2021-04-07 21:15:00,10:30,12:15,AT72,B738,ELG,ALG,0,16,0,0,66,132,0,0
224,1304216236ALG,2021-04-07 21:15:00,2021-04-07 21:15:00,2021-04-07 21:15:00,2021-04-07 21:15:00,14:15,8:45 ,A335,B738,ALG,GHA,18,16,14,0,219,132,0,0
225,1404216478BMW,2021-04-07 21:15:00,2021-04-07 21:15:00,2021-04-07 21:15:00,2021-04-07 21:15:00,18:10,10:00,B738,AT72,ALG,TMR,16,0,0,0,132,66,0,0
226,0904216318ALG,2021-04-07 22:15:00,2021-04-07 22:15:00,2021-04-07 22:15:00,2021-04-07 22:15:00,12:15,10:30,B738,AT72,ALG,ELG,16,0,0,0,132,66,0,0
227,1004214201CMN,2021-04-07 22:15:00,2021-04-07 22:15:00,2021-04-07 22:15:00,2021-04-07 22:15:00,11:50,17:00,B736,B737,ELU,ALG,16,0,0,16,86,96,0,0
228,1004216043BSK,,2021-04-07 22:15:00,2021-04-07 22:15:00,,14:05,11:40,B738,B738,CZL,ALG,16,16,0,0,132,132,0,0
229,1104216106ALG,,2021-04-07 22:15:00,2021-04-07 22:15:00,,9:50 ,18:45,B738,B738,BSK,ORN,16,16,0,0,132,132,0,0
230,1104216177AAE,2021-04-07 22:15:00,2021-04-07 22:15:00,,2021-04-07 22:15:00,15:10,16:15,A335,B736,ALG,ALG,18,16,14,0,219,86,0,0
231,1104216232DJG,2021-04-07 22:15:00,2021-04-07 22:15:00,2021-04-07 22:15:00,2021-04-07 22:15:00,8:45 ,14:15,B738,A335,GHA,ALG,16,18,0,14,132,219,0,0
232,1104216232ALG,2021-04-07 22:15:00,2021-04-07 22:15:00,,2021-04-07 22:15:00,10:00,8:00 ,AT72,A335,TMR,TMR,0,18,0,14,66,219,0,0
233,1304216051BJA,2021-04-07 22:15:00,2021-04-07 22:15:00,2021-04-07 22:15:00,2021-04-07 22:15:00,14:05,11:35,B738,AT72,CZL,ALG,16,0,0,0,132,66,0,0
234,1304216201GHA,2021-04-07 22:15:00,2021-04-07 22:15:00,2021-04-07 22:15:00,2021-04-07 22:15:00,12:50,7:15 ,A335,AT72,TMR,ALG,18,0,14,0,219,66,0,0
235,1304216527CZL,2021-04-07 22:15:00,2021-04-07 22:15:00,2021-04-07 22:15:00,2021-04-07 22:15:00,10:00,18:10,AT72,B738,TMR,ALG,0,16,0,0,66,132,0,0
236,1404216126ORN,2021-04-07 22:15:00,2021-04-07 22:15:00,2021-04-07 22:15:00,2021-04-07 22:15:00,9:05 ,6:20 ,A335,AT72,DJG,EBH,18,0,14,0,219,66,0,0
237,1004216042ALG,,2021-04-07 23:15:00,2021-04-07 23:15:00,,18:45,9:50 ,B738,B738,ORN,BSK,16,16,0,0,132,132,0,0
238,1004216043BSK,2021-04-07 23:15:00,2021-04-07 23:15:00,,2021-04-07 23:15:00,11:35,11:40,AT72,B738,ALG,ALG,0,16,0,0,66,132,0,0
239,1004216292ALG,2021-04-07 23:15:00,2021-04-07 23:15:00,2021-04-07 23:15:00,2021-04-07 23:15:00,6:20 ,9:05 ,AT72,A335,EBH,DJG,0,18,0,14,66,219,0,0
240,1004216292TMR,2021-04-07 23:15:00,2021-04-07 23:15:00,,2021-04-07 23:15:00,16:15,15:10,B736,A335,ALG,ALG,16,18,0,14,86,219,0,0
241,1004216292DJG,2021-04-07 23:15:00,2021-04-07 23:15:00,2021-04-07 23:15:00,2021-04-07 23:15:00,7:15 ,12:50,AT72,A335,ALG,TMR,0,18,0,14,66,219,0,0
242,1104216194ALG,2021-04-07 23:15:00,2021-04-07 23:15:00,2021-04-07 23:15:00,2021-04-07 23:15:00,11:35,14:05,AT72,B738,ALG,CZL,0,16,0,0,66,132,0,0
243,1104216232ALG,2021-04-07 23:15:00,2021-04-07 23:15:00,2021-04-07 23:15:00,2021-04-07 23:15:00,18:10,8:00 ,B738,A335,ALG,TMR,16,18,0,14,132,219,0,0
244,1104216252ALG,2021-04-07 23:15:00,2021-04-07 23:15:00,2021-04-07 23:15:00,2021-04-07 23:15:00,17:00,11:50,B737,B736,ALG,ELU,0,16,16,0,96,86,0,0
245,1304215607BKO,2021-04-07 23:15:00,2021-04-07 23:15:00,2021-04-07 23:15:00,2021-04-07 23:15:00,10:30,12:15,AT72,B738,ELG,ALG,0,16,0,0,66,132,0,0
246,1304216236ALG,2021-04-07 23:15:00,2021-04-07 23:15:00,2021-04-07 23:15:00,2021-04-07 23:15:00,14:15,8:45 ,A335,B738,ALG,GHA,18,16,14,0,219,132,0,0
247,1404216478BMW,2021-04-07 23:15:00,2021-04-07 23:15:00,2021-04-07 23:15:00,2021-04-07 23:15:00,18:10,10:00,B738,AT72,ALG,TMR,16,0,0,0,132,66,0,0
248,0904216318ALG,2021-04-08 00:15:00,2021-04-08 00:15:00,2021-04-08 00:15:00,2021-04-08 00:15:00,12:15,10:30,B738,AT72,ALG,ELG,16,0,0,0,132,66,0,0
249,1004214201CMN,2021-04-08 00:15:00,2021-04-08 00:15:00,2021-04-08 00:15:00,2021-04-08 00:15:00,11:50,17:00,B736,B737,ELU,ALG,16,0,0,16,86,96,0,0
250,1004216043BSK,,2021-04-08 00:15:00,2021-04-08 00:15:00,,14:05,11:40,B738,B738,CZL,ALG,16,16,0,0,132,132,0,0
251,1104216106ALG,,2021-04-08 00:15:00,2021-04-08 00:15:00,,9:50 ,18:45,B738,B738,BSK,ORN,16,16,0,0,132,132,0,0
252,1104216177AAE,2021-04-08 00:15:00,2021-04-08 00:15:00,,2021-04-08 00:15:00,15:10,16:15,A335,B736,ALG,ALG,18,16,14,0,219,86,0,0
253,1104216232DJG,2021-04-08 00:15:00,2021-04-08 00:15:00,2021-04-08 00:15:00,2021-04-08 00:15:00,8:45 ,14:15,B738,A335,GHA,ALG,16,18,0,14,132,219,0,0
254,1104216232ALG,2021-04-08 00:15:00,2021-04-08 00:15:00,,2021-04-08 00:15:00,10:00,8:00 ,AT72,A335,TMR,TMR,0,18,0,14,66,219,0,0
255,1304216051BJA,2021-04-08 00:15:00,2021-04-08 00:15:00,2021-04-08 00:15:00,2021-04-08 00:15:00,14:05,11:35,B738,AT72,CZL,ALG,16,0,0,0,132,66,0,0
256,1304216201GHA,2021-04-08 00:15:00,2021-04-08 00:15:00,2021-04-08 00:15:00,2021-04-08 00:15:00,12:50,7:15 ,A335,AT72,TMR,ALG,18,0,14,0,219,66,0,0
257,1304216527CZL,2021-04-08 00:15:00,2021-04-08 00:15:00,2021-04-08 00:15:00,2021-04-08 00:15:00,10:00,18:10,AT72,B738,TMR,ALG,0,16,0,0,66,132,0,0
258,1404216126ORN,2021-04-08 00:15:00,2021-04-08 00:15:00,2021-04-08 00:15:00,2021-04-08 00:15:00,9:05 ,6:20 ,A335,AT72,DJG,EBH,18,0,14,0,219,66,0,0
259,1004216042ALG,,2021-04-08 01:15:00,2021-04-08 01:15:00,,18:45,9:50 ,B738,B738,ORN,BSK,16,16,0,0,132,132,0,0
260,1004216043BSK,2021-04-08 01:15:00,2021-04-08 01:15:00,,2021-04-08 01:15:00,11:35,11:40,AT72,B738,ALG,ALG,0,16,0,0,66,132,0,0
261,1004216292DJG,2021-04-08 01:15:00,2021-04-08 01:15:00,2021-04-08 01:15:00,2021-04-08 01:15:00,7:15 ,12:50,AT72,A335,ALG,TMR,0,18,0,14,66,219,0,0
262,1004216292ALG,2021-04-08 01:15:00,2021-04-08 01:15:00,2021-04-08 01:15:00,2021-04-08 01:15:00,6:20 ,9:05 ,AT72,A335,EBH,DJG,0,18,0,14,66,219,0,0
263,1004216292TMR,2021-04-08 01:15:00,2021-04-08 01:15:00,,2021-04-08 01:15:00,16:15,15:10,B736,A335,ALG,ALG,16,18,0,14,86,219,0,0
264,1104216194ALG,2021-04-08 01:15:00,2021-04-08 01:15:00,2021-04-08 01:15:00,2021-04-08 01:15:00,11:35,14:05,AT72,B738,ALG,CZL,0,16,0,0,66,132,0,0
265,1104216232ALG,2021-04-08 01:15:00,2021-04-08 01:15:00,2021-04-08 01:15:00,2021-04-08 01:15:00,18:10,8:00 ,B738,A335,ALG,TMR,16,18,0,14,132,219,0,0
266,1104216252ALG,2021-04-08 01:15:00,2021-04-08 01:15:00,2021-04-08 01:15:00,2021-04-08 01:15:00,17:00,11:50,B737,B736,ALG,ELU,0,16,16,0,96,86,0,0
267,1304215607BKO,2021-04-08 01:15:00,2021-04-08 01:15:00,2021-04-08 01:15:00,2021-04-08 01:15:00,10:30,12:15,AT72,B738,ELG,ALG,0,16,0,0,66,132,0,0
268,1304216236ALG,2021-04-08 01:15:00,2021-04-08 01:15:00,2021-04-08 01:15:00,2021-04-08 01:15:00,14:15,8:45 ,A335,B738,ALG,GHA,18,16,14,0,219,132,0,0
269,1404216478BMW,2021-04-08 01:15:00,2021-04-08 01:15:00,2021-04-08 01:15:00,2021-04-08 01:15:00,18:10,10:00,B738,AT72,ALG,TMR,16,0,0,0,132,66,0,0
270,0904216318ALG,2021-04-08 02:15:00,2021-04-08 02:15:00,2021-04-08 02:15:00,2021-04-08 02:15:00,12:15,10:30,B738,AT72,ALG,ELG,16,0,0,0,132,66,0,0
271,1004214201CMN,2021-04-08 02:15:00,2021-04-08 02:15:00,2021-04-08 02:15:00,2021-04-08 02:15:00,11:50,17:00,B736,B737,ELU,ALG,16,0,0,16,86,96,0,0
272,1004216043BSK,,2021-04-08 02:15:00,2021-04-08 02:15:00,,14:05,11:40,B738,B738,CZL,ALG,16,16,0,0,132,132,0,0
273,1104216106ALG,,2021-04-08 02:15:00,2021-04-08 02:15:00,,9:50 ,18:45,B738,B738,BSK,ORN,16,16,0,0,132,132,0,0
274,1104216177AAE,2021-04-08 02:15:00,2021-04-08 02:15:00,,2021-04-08 02:15:00,15:10,16:15,A335,B736,ALG,ALG,18,16,14,0,219,86,0,0
275,1104216232DJG,2021-04-08 02:15:00,2021-04-08 02:15:00,2021-04-08 02:15:00,2021-04-08 02:15:00,8:45 ,14:15,B738,A335,GHA,ALG,16,18,0,14,132,219,0,0
276,1104216232ALG,2021-04-08 02:15:00,2021-04-08 02:15:00,,2021-04-08 02:15:00,10:00,8:00 ,AT72,A335,TMR,TMR,0,18,0,14,66,219,0,0
277,1304216051BJA,2021-04-08 02:15:00,2021-04-08 02:15:00,2021-04-08 02:15:00,2021-04-08 02:15:00,14:05,11:35,B738,AT72,CZL,ALG,16,0,0,0,132,66,0,0
278,1304216201GHA,2021-04-08 02:15:00,2021-04-08 02:15:00,2021-04-08 02:15:00,2021-04-08 02:15:00,12:50,7:15 ,A335,AT72,TMR,ALG,18,0,14,0,219,66,0,0
279,1304216527CZL,2021-04-08 02:15:00,2021-04-08 02:15:00,2021-04-08 02:15:00,2021-04-08 02:15:00,10:00,18:10,AT72,B738,TMR,ALG,0,16,0,0,66,132,0,0
280,1404216126ORN,2021-04-08 02:15:00,2021-04-08 02:15:00,2021-04-08 02:15:00,2021-04-08 02:15:00,9:05 ,6:20 ,A335,AT72,DJG,EBH,18,0,14,0,219,66,0,0
281,1504216401OGX,,2021-04-08 02:15:00,2021-04-08 02:15:00,,10:00,14:30,AT72,AT72,TMR,ORN,0,0,0,0,66,66,0,0
282,1004216042ALG,,2021-04-08 03:15:00,2021-04-08 03:15:00,,18:45,9:50 ,B738,B738,ORN,BSK,16,16,0,0,132,132,0,0
283,1004216043BSK,2021-04-08 03:15:00,2021-04-08 03:15:00,,2021-04-08 03:15:00,11:35,11:40,AT72,B738,ALG,ALG,0,16,0,0,66,132,0,0
284,1004216292DJG,2021-04-08 03:15:00,2021-04-08 03:15:00,2021-04-08 03:15:00,2021-04-08 03:15:00,7:15 ,12:50,AT72,A335,ALG,TMR,0,18,0,14,66,219,0,0
285,1004216292ALG,2021-04-08 03:15:00,2021-04-08 03:15:00,2021-04-08 03:15:00,2021-04-08 03:15:00,6:20 ,9:05 ,AT72,A335,EBH,DJG,0,18,0,14,66,219,0,0
286,1004216292TMR,2021-04-08 03:15:00,2021-04-08 03:15:00,,2021-04-08 03:15:00,16:15,15:10,B736,A335,ALG,ALG,16,18,0,14,86,219,0,0
287,1104216194ALG,2021-04-08 03:15:00,2021-04-08 03:15:00,2021-04-08 03:15:00,2021-04-08 03:15:00,11:35,14:05,AT72,B738,ALG,CZL,0,16,0,0,66,132,0,0
288,1104216232ALG,2021-04-08 03:15:00,2021-04-08 03:15:00,2021-04-08 03:15:00,2021-04-08 03:15:00,14:30,8:00 ,AT72,A335,ORN,TMR,0,18,0,14,66,219,0,0
289,1104216252ALG,2021-04-08 03:15:00,2021-04-08 03:15:00,2021-04-08 03:15:00,2021-04-08 03:15:00,17:00,11:50,B737,B736,ALG,ELU,0,16,16,0,96,86,0,0
290,1304215607BKO,2021-04-08 03:15:00,2021-04-08 03:15:00,2021-04-08 03:15:00,2021-04-08 03:15:00,10:30,12:15,AT72,B738,ELG,ALG,0,16,0,0,66,132,0,0
291,1304216236ALG,2021-04-08 03:15:00,2021-04-08 03:15:00,2021-04-08 03:15:00,2021-04-08 03:15:00,14:15,8:45 ,A335,B738,ALG,GHA,18,16,14,0,219,132,0,0
292,1304216527CZL,2021-04-08 03:15:00,2021-04-08 03:15:00,2021-04-08 03:15:00,2021-04-08 03:15:00,14:30,18:10,AT72,B738,ORN,ALG,0,16,0,0,66,132,0,0
293,1404216478BMW,,2021-04-08 03:15:00,2021-04-08 03:15:00,,14:30,10:00,AT72,AT72,ORN,TMR,0,0,0,0,66,66,0,0
294,0904216318ALG,2021-04-08 04:15:00,2021-04-08 04:15:00,2021-04-08 04:15:00,2021-04-08 04:15:00,12:15,10:30,B738,AT72,ALG,ELG,16,0,0,0,132,66,0,0
295,1004214201CMN,2021-04-08 04:15:00,2021-04-08 04:15:00,2021-04-08 04:15:00,2021-04-08 04:15:00,11:50,17:00,B736,B737,ELU,ALG,16,0,0,16,86,96,0,0
296,1004216043BSK,,2021-04-08 04:15:00,2021-04-08 04:15:00,,14:05,11:40,B738,B738,CZL,ALG,16,16,0,0,132,132,0,0
297,1104216106ALG,,2021-04-08 04:15:00,2021-04-08 04:15:00,,9:50 ,18:45,B738,B738,BSK,ORN,16,16,0,0,132,132,0,0
298,1104216177AAE,2021-04-08 04:15:00,2021-04-08 04:15:00,,2021-04-08 04:15:00,15:10,16:15,A335,B736,ALG,ALG,18,16,14,0,219,86,0,0
