ID,KEY_FLT,ch_type_app,ch_std,ch_dest,ch_config,STD_x,STD_y,AC_x,AC_y,ARR_x,ARR_y,AC CONFIG1_x,AC CONFIG1_y,AC CONFIG2_x,AC CONFIG2_y,AC CONFIG3_x,AC CONFIG3_y,AC CONFIG4_x,AC CONFIG4_y
842,1104216194ALG,2021-04-09 23:15:00,2021-04-09 23:15:00,2021-04-09 23:15:00,2021-04-09 23:15:00,11:35,14:05,AT72,B738,ALG,CZL,0,16,0,0,66,132,0,0
843,1104216232ALG,2021-04-09 23:15:00,2021-04-09 23:15:00,2021-04-09 23:15:00,2021-04-09 23:15:00,14:30,8:00 ,AT72,B738,ORN,TMR,0,16,0,0,66,132,0,0
844,1304215607BKO,2021-04-09 23:15:00,2021-04-09 23:15:00,2021-04-09 23:15:00,2021-04-09 23:15:00,10:30,12:15,AT72,B738,ELG,ALG,0,16,0,0,66,132,0,0
845,1304216236ALG,,2021-04-09 23:15:00,2021-04-09 23:15:00,,13:15,8:45 ,B738,B738,ALG,GHA,16,16,0,0,132,132,0,0
846,1304216527CZL,2021-04-09 23:15:00,2021-04-09 23:15:00,2021-04-09 23:15:00,2021-04-09 23:15:00,14:30,18:10,AT72,B738,ORN,ALG,0,16,0,0,66,132,0,0
847,1404216478BMW,,2021-04-09 23:15:00,2021-04-09 23:15:00,,14:30,10:00,AT72,AT72,ORN,TMR,0,0,0,0,66,66,0,0
848,0904216318ALG,2021-04-10 00:15:00,2021-04-10 00:15:00,2021-04-10 00:15:00,2021-04-10 00:15:00,12:15,10:30,B738,AT72,ALG,ELG,16,0,0,0,132,66,0,0
849,1004216043BSK,,2021-04-10 00:15:00,2021-04-10 00:15:00,,14:05,11:40,B738,B738,CZL,ALG,16,16,0,0,132,132,0,0
850,1104216106ALG,,2021-04-10 00:15:00,2021-04-10 00:15:00,,9:50 ,18:45,B738,B738,BSK,ORN,16,16,0,0,132,132,0,0
851,1104216142ALG,2021-04-10 00:15:00,2021-04-10 00:15:00,2021-04-10 00:15:00,2021-04-10 00:15:00,9:30 ,9:00 ,B737,B738,ALG,AZR,0,16,16,0,96,132,0,0
852,1104216177AAE,2021-04-10 00:15:00,2021-04-10 00:15:00,,2021-04-10 00:15:00,14:10,16:15,B738,B736,ALG,ALG,16,16,0,0,132,86,0,0
853,1104216232DJG,,2021-04-10 00:15:00,2021-04-10 00:15:00,,8:45 ,13:15,B738,B738,GHA,ALG,16,16,0,0,132,132,0,0
854,1104216232ALG,2021-04-10 00:15:00,2021-04-10 00:15:00,,2021-04-10 00:15:00,10:00,8:00 ,AT72,B738,TMR,TMR,0,16,0,0,66,132,0,0
855,1304216051BJA,2021-04-10 00:15:00,2021-04-10 00:15:00,2021-04-10 00:15:00,2021-04-10 00:15:00,14:05,11:35,B738,AT72,CZL,ALG,16,0,0,0,132,66,0,0
856,1304216201GHA,2021-04-10 00:15:00,2021-04-10 00:15:00,2021-04-10 00:15:00,2021-04-10 00:15:00,12:20,7:15 ,B738,AT72,TMR,ALG,16,0,0,0,132,66,0,0
857,1304216527CZL,2021-04-10 00:15:00,2021-04-10 00:15:00,2021-04-10 00:15:00,2021-04-10 00:15:00,10:00,18:10,AT72,B738,TMR,ALG,0,16,0,0,66,132,0,0
858,1404216126ORN,2021-04-10 00:15:00,2021-04-10 00:15:00,2021-04-10 00:15:00,2021-04-10 00:15:00,9:05 ,6:20 ,B738,AT72,DJG,EBH,16,0,0,0,132,66,0,0
859,1504216401OGX,,2021-04-10 00:15:00,2021-04-10 00:15:00,,10:00,14:30,AT72,AT72,TMR,ORN,0,0,0,0,66,66,0,0
860,1004211209CDG,2021-04-10 01:15:00,2021-04-10 01:15:00,2021-04-10 01:15:00,2021-04-10 01:15:00,9:00 ,9:30 ,B738,B737,AZR,ALG,16,0,0,16,132,96,0,0
861,1004216042ALG,,2021-04-10 01:15:00,2021-04-10 01:15:00,,18:45,9:50 ,B738,B738,ORN,BSK,16,16,0,0,132,132,0,0
862,1004216043BSK,2021-04-10 01:15:00,2021-04-10 01:15:00,,2021-04-10 01:15:00,11:35,11:40,AT72,B738,ALG,ALG,0,16,0,0,66,132,0,0
863,1004216292DJG,2021-04-10 01:15:00,2021-04-10 01:15:00,2021-04-10 01:15:00,2021-04-10 01:15:00,7:15 ,12:20,AT72,B738,ALG,TMR,0,16,0,0,66,132,0,0
864,1004216292ALG,2021-04-10 01:15:00,2021-04-10 01:15:00,2021-04-10 01:15:00,2021-04-10 01:15:00,6:20 ,9:05 ,AT72,B738,EBH,DJG,0,16,0,0,66,132,0,0
865,1004216292TMR,2021-04-10 01:15:00,2021-04-10 01:15:00,,2021-04-10 01:15:00,16:15,14:10,B736,B738,ALG,ALG,16,16,0,0,86,132,0,0
866,1104216194ALG,2021-04-10 01:15:00,2021-04-10 01:15:00,2021-04-10 01:15:00,2021-04-10 01:15:00,11:35,14:05,AT72,B738,ALG,CZL,0,16,0,0,66,132,0,0
867,1104216232ALG,2021-04-10 01:15:00,2021-04-10 01:15:00,2021-04-10 01:15:00,2021-04-10 01:15:00,14:30,8:00 ,AT72,B738,ORN,TMR,0,16,0,0,66,132,0,0
868,1304215607BKO,2021-04-10 01:15:00,2021-04-10 01:15:00,2021-04-10 01:15:00,2021-04-10 01:15:00,10:30,12:15,AT72,B738,ELG,ALG,0,16,0,0,66,132,0,0
869,1304216236ALG,,2021-04-10 01:15:00,2021-04-10 01:15:00,,13:15,8:45 ,B738,B738,ALG,GHA,16,16,0,0,132,132,0,0
870,1304216527CZL,2021-04-10 01:15:00,2021-04-10 01:15:00,2021-04-10 01:15:00,2021-04-10 01:15:00,14:30,18:10,AT72,B738,ORN,ALG,0,16,0,0,66,132,0,0
871,1404216478BMW,,2021-04-10 01:15:00,2021-04-10 01:15:00,,14:30,10:00,AT72,AT72,ORN,TMR,0,0,0,0,66,66,0,0
872,1004216043BSK,,2021-04-10 02:15:00,2021-04-10 02:15:00,,14:05,11:40,B738,B738,CZL,ALG,16,16,0,0,132,132,0,0
873,1104216106ALG,,2021-04-10 02:15:00,2021-04-10 02:15:00,,9:50 ,18:45,B738,B738,BSK,ORN,16,16,0,0,132,132,0,0
874,1104216142ALG,2021-04-10 02:15:00,2021-04-10 02:15:00,2021-04-10 02:15:00,2021-04-10 02:15:00,9:30 ,9:00 ,B737,B738,ALG,AZR,0,16,16,0,96,132,0,0
875,1104216177AAE,2021-04-10 02:15:00,2021-04-10 02:15:00,,2021-04-10 02:15:00,14:10,16:15,B738,B736,ALG,ALG,16,16,0,0,132,86,0,0
876,1104216232ALG,2021-04-10 02:15:00,2021-04-10 02:15:00,,2021-04-10 02:15:00,10:00,8:00 ,AT72,B738,TMR,TMR,0,16,0,0,66,132,0,0
877,1104216232DJG,,2021-04-10 02:15:00,2021-04-10 02:15:00,,8:45 ,13:15,B738,B738,GHA,ALG,16,16,0,0,132,132,0,0
878,1304216051BJA,2021-04-10 02:15:00,2021-04-10 02:15:00,2021-04-10 02:15:00,2021-04-10 02:15:00,14:05,11:35,B738,AT72,CZL,ALG,16,0,0,0,132,66,0,0
879,1304216201GHA,2021-04-10 02:15:00,2021-04-10 02:15:00,2021-04-10 02:15:00,2021-04-10 02:15:00,12:20,7:15 ,B738,AT72,TMR,ALG,16,0,0,0,132,66,0,0
880,1304216527CZL,2021-04-10 02:15:00,2021-04-10 02:15:00,2021-04-10 02:15:00,2021-04-10 02:15:00,10:00,18:10,AT72,B738,TMR,ALG,0,16,0,0,66,132,0,0
881,1404216126ORN,2021-04-10 02:15:00,2021-04-10 02:15:00,2021-04-10 02:15:00,2021-04-10 02:15:00,9:05 ,6:20 ,B738,AT72,DJG,EBH,16,0,0,0,132,66,0,0
882,1504216401OGX,,2021-04-10 02:15:00,2021-04-10 02:15:00,,10:00,14:30,AT72,AT72,TMR,ORN,0,0,0,0,66,66,0,0
883,1004211209CDG,2021-04-10 03:15:00,2021-04-10 03:15:00,2021-04-10 03:15:00,2021-04-10 03:15:00,9:00 ,9:30 ,B738,B737,AZR,ALG,16,0,0,16,132,96,0,0
884,1004216042ALG,,2021-04-10 03:15:00,2021-04-10 03:15:00,,18:45,9:50 ,B738,B738,ORN,BSK,16,16,0,0,132,132,0,0
885,1004216043BSK,2021-04-10 03:15:00,2021-04-10 03:15:00,,2021-04-10 03:15:00,11:35,11:40,AT72,B738,ALG,ALG,0,16,0,0,66,132,0,0
886,1004216292DJG,2021-04-10 03:15:00,2021-04-10 03:15:00,2021-04-10 03:15:00,2021-04-10 03:15:00,7:15 ,12:20,AT72,B738,ALG,TMR,0,16,0,0,66,132,0,0
887,1004216292ALG,2021-04-10 03:15:00,2021-04-10 03:15:00,2021-04-10 03:15:00,2021-04-10 03:15:00,6:20 ,9:05 ,AT72,B738,EBH,DJG,0,16,0,0,66,132,0,0
888,1004216292TMR,2021-04-10 03:15:00,2021-04-10 03:15:00,,2021-04-10 03:15:00,16:15,14:10,B736,B738,ALG,ALG,16,16,0,0,86,132,0,0
889,1104216194ALG,2021-04-10 03:15:00,2021-04-10 03:15:00,2021-04-10 03:15:00,2021-04-10 03:15:00,11:35,14:05,AT72,B738,ALG,CZL,0,16,0,0,66,132,0,0
890,1104216232ALG,2021-04-10 03:15:00,2021-04-10 03:15:00,2021-04-10 03:15:00,2021-04-10 03:15:00,14:30,8:00 ,AT72,B738,ORN,TMR,0,16,0,0,66,132,0,0
891,1304216236ALG,,2021-04-10 03:15:00,2021-04-10 03:15:00,,13:15,8:45 ,B738,B738,ALG,GHA,16,16,0,0,132,132,0,0
892,1304216527CZL,2021-04-10 03:15:00,2021-04-10 03:15:00,2021-04-10 03:15:00,2021-04-10 03:15:00,14:30,18:10,AT72,B738,ORN,ALG,0,16,0,0,66,132,0,0
893,1404216478BMW,,2021-04-10 03:15:00,2021-04-10 03:15:00,,14:30,10:00,AT72,AT72,ORN,TMR,0,0,0,0,66,66,0,0
894,1004216043BSK,,2021-04-10 04:15:00,2021-04-10 04:15:00,,14:05,11:40,B738,B738,CZL,ALG,16,16,0,0,132,132,0,0
895,1104216106ALG,,2021-04-10 04:15:00,2021-04-10 04:15:00,,9:50 ,18:45,B738,B738,BSK,ORN,16,16,0,0,132,132,0,0
896,1104216142ALG,2021-04-10 04:15:00,2021-04-10 04:15:00,2021-04-10 04:15:00,2021-04-10 04:15:00,9:30 ,9:00 ,B737,B738,ALG,AZR,0,16,16,0,96,132,0,0
897,1104216177AAE,2021-04-10 04:15:00,2021-04-10 04:15:00,,2021-04-10 04:15:00,14:10,16:15,B738,B736,ALG,ALG,16,16,0,0,132,86,0,0
898,1104216232DJG,,2021-04-10 04:15:00,2021-04-10 04:15:00,,8:45 ,13:15,B738,B738,GHA,ALG,16,16,0,0,132,132,0,0
899,1104216232ALG,2021-04-10 04:15:00,2021-04-10 04:15:00,,2021-04-10 04:15:00,10:00,8:00 ,AT72,B738,TMR,TMR,0,16,0,0,66,132,0,0
900,1304216051BJA,2021-04-10 04:15:00,2021-04-10 04:15:00,2021-04-10 04:15:00,2021-04-10 04:15:00,14:05,11:35,B738,AT72,CZL,ALG,16,0,0,0,132,66,0,0
901,1304216201GHA,2021-04-10 04:15:00,2021-04-10 04:15:00,2021-04-10 04:15:00,2021-04-10 04:15:00,12:20,7:15 ,B738,AT72,TMR,ALG,16,0,0,0,132,66,0,0
902,1304216527CZL,2021-04-10 04:15:00,2021-04-10 04:15:00,2021-04-10 04:15:00,2021-04-10 04:15:00,10:00,18:10,AT72,B738,TMR,ALG,0,16,0,0,66,132,0,0
903,1404216126ORN,2021-04-10 04:15:00,2021-04-10 04:15:00,2021-04-10 04:15:00,2021-04-10 04:15:00,9:05 ,6:20 ,B738,AT72,DJG,EBH,16,0,0,0,132,66,0,0
904,1504216401OGX,,2021-04-10 04:15:00,2021-04-10 04:15:00,,10:00,14:30,AT72,AT72,TMR,ORN,0,0,0,0,66,66,0,0
905,1004211209CDG,2021-04-10 05:15:00,2021-04-10 05:15:00,2021-04-10 05:15:00,2021-04-10 05:15:00,9:00 ,9:30 ,B738,B737,AZR,ALG,16,0,0,16,132,96,0,0
906,1004216042ALG,,2021-04-10 05:15:00,2021-04-10 05:15:00,,18:45,9:50 ,B738,B738,ORN,BSK,16,16,0,0,132,132,0,0
907,1004216043BSK,2021-04-10 05:15:00,2021-04-10 05:15:00,,2021-04-10 05:15:00,11:35,11:40,AT72,B738,ALG,ALG,0,16,0,0,66,132,0,0
908,1004216292DJG,2021-04-10 05:15:00,2021-04-10 05:15:00,2021-04-10 05:15:00,2021-04-10 05:15:00,7:15 ,12:20,AT72,B738,ALG,TMR,0,16,0,0,66,132,0,0
909,1004216292ALG,2021-04-10 05:15:00,2021-04-10 05:15:00,2021-04-10 05:15:00,2021-04-10 05:15:00,6:20 ,9:05 ,AT72,B738,EBH,DJG,0,16,0,0,66,132,0,0
910,1004216292TMR,2021-04-10 05:15:00,2021-04-10 05:15:00,,2021-04-10 05:15:00,16:15,14:10,B736,B738,ALG,ALG,16,16,0,0,86,132,0,0
911,1104216194ALG,2021-04-10 05:15:00,2021-04-10 05:15:00,2021-04-10 05:15:00,2021-04-10 05:15:00,11:35,14:05,AT72,B738,ALG,CZL,0,16,0,0,66,132,0,0
912,1104216232ALG,2021-04-10 05:15:00,2021-04-10 05:15:00,2021-04-10 05:15:00,2021-04-10 05:15:00,14:30,8:00 ,AT72,B738,ORN,TMR,0,16,0,0,66,132,0,0
913,1304216236ALG,,2021-04-10 05:15:00,2021-04-10 05:15:00,,13:15,8:45 ,B738,B738,ALG,GHA,16,16,0,0,132,132,0,0
914,1304216527CZL,2021-04-10 05:15:00,2021-04-10 05:15:00,2021-04-10 05:15:00,2021-04-10 05:15:00,14:30,18:10,AT72,B738,ORN,ALG,0,16,0,0,66,132,0,0
915,1404216478BMW,,2021-04-10 05:15:00,2021-04-10 05:15:00,,14:30,10:00,AT72,AT72,ORN,TMR,0,0,0,0,66,66,0,0
916,1004216043BSK,,2021-04-10 06:15:00,2021-04-10 06:15:00,,14:05,11:40,B738,B738,CZL,ALG,16,16,0,0,132,132,0,0
917,1104216106ALG,,2021-04-10 06:15:00,2021-04-10 06:15:00,,9:50 ,18:45,B738,B738,BSK,ORN,16,16,0,0,132,132,0,0
918,1104216142ALG,2021-04-10 06:15:00,2021-04-10 06:15:00,2021-04-10 06:15:00,2021-04-10 06:15:00,9:30 ,9:00 ,B737,B738,ALG,AZR,0,16,16,0,96,132,0,0
919,1104216177AAE,2021-04-10 06:15:00,2021-04-10 06:15:00,,2021-04-10 06:15:00,14:10,16:15,B738,B736,ALG,ALG,16,16,0,0,132,86,0,0
920,1104216232DJG,,2021-04-10 06:15:00,2021-04-10 06:15:00,,8:45 ,13:15,B738,B738,GHA,ALG,16,16,0,0,132,132,0,0
921,1104216232ALG,2021-04-10 06:15:00,2021-04-10 06:15:00,,2021-04-10 06:15:00,10:00,8:00 ,AT72,B738,TMR,TMR,0,16,0,0,66,132,0,0
922,1304216051BJA,2021-04-10 06:15:00,2021-04-10 06:15:00,2021-04-10 06:15:00,2021-04-10 06:15:00,14:05,11:35,B738,AT72,CZL,ALG,16,0,0,0,132,66,0,0
923,1304216201GHA,2021-04-10 06:15:00,2021-04-10 06:15:00,2021-04-10 06:15:00,2021-04-10 06:15:00,12:20,7:15 ,B738,AT72,TMR,ALG,16,0,0,0,132,66,0,0
924,1304216527CZL,2021-04-10 06:15:00,2021-04-10 06:15:00,2021-04-10 06:15:00,2021-04-10 06:15:00,10:00,18:10,AT72,B738,TMR,ALG,0,16,0,0,66,132,0,0
925,1404216126ORN,2021-04-10 06:15:00,2021-04-10 06:15:00,2021-04-10 06:15:00,2021-04-10 06:15:00,9:05 ,6:20 ,B738,AT72,DJG,EBH,16,0,0,0,132,66,0,0
926,1504216401OGX,,2021-04-10 06:15:00,2021-04-10 06:15:00,,10:00,14:30,AT72,AT72,TMR,ORN,0,0,0,0,66,66,0,0
927,1004211209CDG,2021-04-10 07:15:00,2021-04-10 07:15:00,2021-04-10 07:15:00,2021-04-10 07:15:00,9:00 ,9:30 ,B738,B737,AZR,ALG,16,0,0,16,132,96,0,0
928,1004216042ALG,,2021-04-10 07:15:00,2021-04-10 07:15:00,,18:45,9:50 ,B738,B738,ORN,BSK,16,16,0,0,132,132,0,0
929,1004216043BSK,2021-04-10 07:15:00,2021-04-10 07:15:00,,2021-04-10 07:15:00,11:35,11:40,AT72,B738,ALG,ALG,0,16,0,0,66,132,0,0
930,1004216292DJG,2021-04-10 07:15:00,2021-04-10 07:15:00,2021-04-10 07:15:00,2021-04-10 07:15:00,7:15 ,12:20,AT72,B738,ALG,TMR,0,16,0,0,66,132,0,0
931,1004216292ALG,2021-04-10 07:15:00,2021-04-10 07:15:00,2021-04-10 07:15:00,2021-04-10 07:15:00,6:20 ,9:05 ,AT72,B738,EBH,DJG,0,16,0,0,66,132,0,0
932,1004216292TMR,2021-04-10 07:15:00,2021-04-10 07:15:00,,2021-04-10 07:15:00,16:15,14:10,B736,B738,ALG,ALG,16,16,0,0,86,132,0,0
933,1104216194ALG,2021-04-10 07:15:00,2021-04-10 07:15:00,2021-04-10 07:15:00,2021-04-10 07:15:00,11:35,14:05,AT72,B738,ALG,CZL,0,16,0,0,66,132,0,0
934,1104216232ALG,2021-04-10 07:15:00,2021-04-10 07:15:00,2021-04-10 07:15:00,2021-04-10 07:15:00,14:30,8:00 ,AT72,B738,ORN,TMR,0,16,0,0,66,132,0,0
935,1304216236ALG,,2021-04-10 07:15:00,2021-04-10 07:15:00,,13:15,8:45 ,B738,B738,ALG,GHA,16,16,0,0,132,132,0,0
936,1304216527CZL,2021-04-10 07:15:00,2021-04-10 07:15:00,2021-04-10 07:15:00,2021-04-10 07:15:00,14:30,18:10,AT72,B738,ORN,ALG,0,16,0,0,66,132,0,0
937,1404216478BMW,,2021-04-10 07:15:00,2021-04-10 07:15:00,,14:30,10:00,AT72,AT72,ORN,TMR,0,0,0,0,66,66,0,0
938,1004216043BSK,,2021-04-10 08:15:00,2021-04-10 08:15:00,,14:05,11:40,B738,B738,CZL,ALG,16,16,0,0,132,132,0,0
939,1104216106ALG,,2021-04-10 08:15:00,2021-04-10 08:15:00,,9:50 ,18:45,B738,B738,BSK,ORN,16,16,0,0,132,132,0,0
940,1104216142ALG,2021-04-10 08:15:00,2021-04-10 08:15:00,2021-04-10 08:15:00,2021-04-10 08:15:00,9:30 ,9:00 ,B737,B738,ALG,AZR,0,16,16,0,96,132,0,0
941,1104216177AAE,2021-04-10 08:15:00,2021-04-10 08:15:00,,2021-04-10 08:15:00,14:10,16:15,B738,B736,ALG,ALG,16,16,0,0,132,86,0,0
942,1104216232ALG,2021-04-10 08:15:00,2021-04-10 08:15:00,,2021-04-10 08:15:00,10:00,8:00 ,AT72,B738,TMR,TMR,0,16,0,0,66,132,0,0
943,1104216232DJG,,2021-04-10 08:15:00,2021-04-10 08:15:00,,8:45 ,13:15,B738,B738,GHA,ALG,16,16,0,0,132,132,0,0
944,1304216051BJA,2021-04-10 08:15:00,2021-04-10 08:15:00,2021-04-10 08:15:00,2021-04-10 08:15:00,14:05,11:35,B738,AT72,CZL,ALG,16,0,0,0,132,66,0,0
945,1304216201GHA,2021-04-10 08:15:00,2021-04-10 08:15:00,2021-04-10 08:15:00,2021-04-10 08:15:00,12:20,7:15 ,B738,AT72,TMR,ALG,16,0,0,0,132,66,0,0
946,1304216527CZL,2021-04-10 08:15:00,2021-04-10 08:15:00,2021-04-10 08:15:00,2021-04-10 08:15:00,10:00,18:10,AT72,B738,TMR,ALG,0,16,0,0,66,132,0,0
947,1404216126ORN,2021-04-10 08:15:00,2021-04-10 08:15:00,2021-04-10 08:15:00,2021-04-10 08:15:00,9:05 ,6:20 ,B738,AT72,DJG,EBH,16,0,0,0,132,66,0,0
948,1504216401OGX,,2021-04-10 08:15:00,2021-04-10 08:15:00,,10:00,14:30,AT72,AT72,TMR,ORN,0,0,0,0,66,66,0,0
949,1004211209CDG,2021-04-10 09:15:00,2021-04-10 09:15:00,2021-04-10 09:15:00,2021-04-10 09:15:00,9:00 ,9:30 ,B738,B737,AZR,ALG,16,0,0,16,132,96,0,0
950,1004216042ALG,,2021-04-10 09:15:00,2021-04-10 09:15:00,,18:45,9:50 ,B738,B738,ORN,BSK,16,16,0,0,132,132,0,0
951,1004216043BSK,2021-04-10 09:15:00,2021-04-10 09:15:00,,2021-04-10 09:15:00,11:35,11:40,AT72,B738,ALG,ALG,0,16,0,0,66,132,0,0
952,1004216292DJG,2021-04-10 09:15:00,2021-04-10 09:15:00,2021-04-10 09:15:00,2021-04-10 09:15:00,7:15 ,12:20,AT72,B738,ALG,TMR,0,16,0,0,66,132,0,0
953,1004216292ALG,2021-04-10 09:15:00,2021-04-10 09:15:00,2021-04-10 09:15:00,2021-04-10 09:15:00,6:20 ,9:05 ,AT72,B738,EBH,DJG,0,16,0,0,66,132,0,0
954,1004216292TMR,2021-04-10 09:15:00,2021-04-10 09:15:00,,2021-04-10 09:15:00,16:15,14:10,B736,B738,ALG,ALG,16,16,0,0,86,132,0,0
955,1104216194ALG,2021-04-10 09:15:00,2021-04-10 09:15:00,2021-04-10 09:15:00,2021-04-10 09:15:00,11:35,14:05,AT72,B738,ALG,CZL,0,16,0,0,66,132,0,0
956,1104216232ALG,2021-04-10 09:15:00,2021-04-10 09:15:00,2021-04-10 09:15:00,2021-04-10 09:15:00,14:30,8:00 ,AT72,B738,ORN,TMR,0,16,0,0,66,132,0,0
957,1304216236ALG,,2021-04-10 09:15:00,2021-04-10 09:15:00,,13:15,8:45 ,B738,B738,ALG,GHA,16,16,0,0,132,132,0,0
958,1304216527CZL,2021-04-10 09:15:00,2021-04-10 09:15:00,2021-04-10 09:15:00,2021-04-10 09:15:00,14:30,18:10,AT72,B738,ORN,ALG,0,16,0,0,66,132,0,0
959,1404216478BMW,,2021-04-10 09:15:00,2021-04-10 09:15:00,,14:30,10:00,AT72,AT72,ORN,TMR,0,0,0,0,66,66,0,0
960,1004216043BSK,,2021-04-10 10:15:00,2021-04-10 10:15:00,,14:05,11:40,B738,B738,CZL,ALG,16,16,0,0,132,132,0,0
961,1104216026ALG,2021-04-10 10:15:00,,,2021-04-10 10:15:00,18:30,18:30,B738,B736,CZL,CZL,16,16,0,0,132,86,0,0
962,1104216106ALG,,2021-04-10 10:15:00,2021-04-10 10:15:00,,9:50 ,18:45,B738,B738,BSK,ORN,16,16,0,0,132,132,0,0
963,1104216142ALG,2021-04-10 10:15:00,2021-04-10 10:15:00,2021-04-10 10:15:00,2021-04-10 10:15:00,9:30 ,9:00 ,B737,B736,ALG,AZR,0,16,16,0,96,86,0,0
964,1104216143AZR,2021-04-10 10:15:00,,,2021-04-10 10:15:00,11:50,11:50,B738,B736,ALG,ALG,16,16,0,0,132,86,0,0
965,1104216156ALG,2021-04-10 10:15:00,,,2021-04-10 10:15:00,9:15 ,9:15 ,B738,B736,TMX,TMX,16,16,0,0,132,86,0,0
966,1104216157TMX,2021-04-10 10:15:00,,,2021-04-10 10:15:00,11:45,11:45,B738,B736,ALG,ALG,16,16,0,0,132,86,0,0
967,1104216177AAE,2021-04-10 10:15:00,2021-04-10 10:15:00,,2021-04-10 10:15:00,14:10,16:15,B738,B736,ALG,ALG,16,16,0,0,132,86,0,0
968,1104216232DJG,,2021-04-10 10:15:00,2021-04-10 10:15:00,,8:45 ,13:15,B738,B738,GHA,ALG,16,16,0,0,132,132,0,0
969,1104216232ALG,2021-04-10 10:15:00,2021-04-10 10:15:00,,2021-04-10 10:15:00,10:00,8:00 ,AT72,B738,TMR,TMR,0,16,0,0,66,132,0,0
970,1204216027CZL,2021-04-10 10:15:00,,,2021-04-10 10:15:00,7:35 ,7:35 ,B738,B736,ALG,ALG,16,16,0,0,132,86,0,0
971,1304216051BJA,2021-04-10 10:15:00,2021-04-10 10:15:00,2021-04-10 10:15:00,2021-04-10 10:15:00,14:05,11:35,B738,AT72,CZL,ALG,16,0,0,0,132,66,0,0
972,1304216201GHA,2021-04-10 10:15:00,2021-04-10 10:15:00,2021-04-10 10:15:00,2021-04-10 10:15:00,12:20,7:15 ,B738,AT72,TMR,ALG,16,0,0,0,132,66,0,0
973,1304216527CZL,2021-04-10 10:15:00,2021-04-10 10:15:00,2021-04-10 10:15:00,2021-04-10 10:15:00,10:00,18:10,AT72,B738,TMR,ALG,0,16,0,0,66,132,0,0
974,1404216126ORN,2021-04-10 10:15:00,2021-04-10 10:15:00,2021-04-10 10:15:00,2021-04-10 10:15:00,9:05 ,6:20 ,B738,AT72,DJG,EBH,16,0,0,0,132,66,0,0
975,1504216401OGX,,2021-04-10 10:15:00,2021-04-10 10:15:00,,10:00,14:30,AT72,AT72,TMR,ORN,0,0,0,0,66,66,0,0
976,1004211209CDG,2021-04-10 11:15:00,2021-04-10 11:15:00,2021-04-10 11:15:00,2021-04-10 11:15:00,9:00 ,9:30 ,B736,B737,AZR,ALG,16,0,0,16,86,96,0,0
977,1004216042ALG,,2021-04-10 11:15:00,2021-04-10 11:15:00,,18:45,9:50 ,B738,B738,ORN,BSK,16,16,0,0,132,132,0,0
978,1004216043BSK,2021-04-10 11:15:00,2021-04-10 11:15:00,,2021-04-10 11:15:00,11:35,11:40,AT72,B738,ALG,ALG,0,16,0,0,66,132,0,0
979,1004216292DJG,2021-04-10 11:15:00,2021-04-10 11:15:00,2021-04-10 11:15:00,2021-04-10 11:15:00,7:15 ,12:20,AT72,B738,ALG,TMR,0,16,0,0,66,132,0,0
980,1004216292ALG,2021-04-10 11:15:00,2021-04-10 11:15:00,2021-04-10 11:15:00,2021-04-10 11:15:00,6:20 ,9:05 ,AT72,B738,EBH,DJG,0,16,0,0,66,132,0,0
981,1004216292TMR,2021-04-10 11:15:00,2021-04-10 11:15:00,,2021-04-10 11:15:00,16:15,14:10,B736,B738,ALG,ALG,16,16,0,0,86,132,0,0
982,1104216194ALG,2021-04-10 11:15:00,2021-04-10 11:15:00,2021-04-10 11:15:00,2021-04-10 11:15:00,11:35,14:05,AT72,B738,ALG,CZL,0,16,0,0,66,132,0,0
983,1104216232ALG,2021-04-10 11:15:00,2021-04-10 11:15:00,2021-04-10 11:15:00,2021-04-10 11:15:00,14:30,8:00 ,AT72,B738,ORN,TMR,0,16,0,0,66,132,0,0
984,1304216236ALG,,2021-04-10 11:15:00,2021-04-10 11:15:00,,13:15,8:45 ,B738,B738,ALG,GHA,16,16,0,0,132,132,0,0
985,1304216471GHA,,2021-04-10 11:15:00,,,11:50,14:20,B736,B736,ALG,ALG,16,16,0,0,86,86,0,0
986,1304216527CZL,2021-04-10 11:15:00,2021-04-10 11:15:00,2021-04-10 11:15:00,2021-04-10 11:15:00,14:30,18:10,AT72,B738,ORN,ALG,0,16,0,0,66,132,0,0
987,1404216292TMR,2021-04-10 11:15:00,2021-04-10 11:15:00,2021-04-10 11:15:00,2021-04-10 11:15:00,18:30,12:05,B736,B738,CZL,ALG,16,16,0,0,86,132,0,0
988,1404216478BMW,,2021-04-10 11:15:00,2021-04-10 11:15:00,,14:30,10:00,AT72,AT72,ORN,TMR,0,0,0,0,66,66,0,0
989,1504211227LYS,2021-04-10 11:15:00,2021-04-10 11:15:00,2021-04-10 11:15:00,2021-04-10 11:15:00,11:50,9:00 ,B736,B737,ALG,ORN,16,0,0,16,86,96,0,0
990,1004216043BSK,,2021-04-10 12:15:00,2021-04-10 12:15:00,,14:05,11:40,B738,B738,CZL,ALG,16,16,0,0,132,132,0,0
991,1104216026ALG,2021-04-10 12:15:00,2021-04-10 12:15:00,2021-04-10 12:15:00,2021-04-10 12:15:00,12:05,18:30,B738,B736,ALG,CZL,16,16,0,0,132,86,0,0
